District,Pszenica,Żyto,Jęczmień,Owies,Ziemniaki,Buraki cukrowe,Gryka,Proso,Kukurydza
RZESZOWSKI,14730.0,20750.0,6470.0,10124.0,11149.0,105.0,73.0,293.0,69.0
SAMBORSKI,9533.0,15487.0,4822.0,8846.0,11563.0,21.0,129.0,512.0,113.0
SANOCKI,8822.0,12263.0,4784.0,12199.0,10174.0,52.0,1.0,55.0,1.0
SOKALSKI,19928.0,12995.0,6088.0,8907.0,11527.0,413.0,718.0,699.0,69.0
TARNOBRZESKI,3282.0,11122.0,3486.0,4552.0,8955.0,224.0,208.0,746.0,0.0
ŻÓŁKIEWSKI,9884.0,11721.0,3098.0,6348.0,8379.0,18.0,1019.0,598.0,93.0
LUBACZOWSKI,5875.0,13614.0,2969.0,9145.0,8438.0,0.0,1783.0,780.0,6.0
TURCZAŃSKI,672.0,6851.0,1266.0,33152.0,9057.0,0.0,1.0,1.0,0.0
BRZEZIŃSKI,2572.0,34343.0,1083.0,8421.0,15041.0,101.0,73.0,36.0,6.0
KALISKI,8507.422897911509,38513.35879512882,2747.1413608123,9533.765554893196,16635.604640059308,1717.6597895700775,229.52096130943738,153.85158456342236,30.167109451570397
KOLSKI,6154.0,37809.0,3251.0,4887.0,15025.0,907.0,122.0,78.0,5.0
KONIŃSKI,7055.0,72403.0,5718.0,9722.0,27292.0,1810.0,161.0,75.0,36.0
ŁASKI,3088.0,40716.0,1105.0,7541.0,15925.0,18.0,220.0,275.0,13.0
ŁĘCZYCKI,9823.0,35311.0,2920.0,8337.0,15412.0,2845.0,35.0,190.0,12.0
ŁÓDZKI,1153.0,26553.0,634.0,6410.0,12464.0,0.0,58.0,7.0,3.0
ŁÓDŹ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIOTRKOWSKI,4348.0,56916.0,2733.0,11661.0,22653.0,3.0,250.0,397.0,1.0
RADOMSZCZAŃSKI,3876.0,54346.0,3916.0,9093.0,24876.0,21.0,216.0,813.0,8.0
SIERADZKI,4278.0,50968.0,1309.0,10219.0,19426.0,349.0,198.0,265.0,10.0
TURECKI,4691.577102088492,36340.64120487117,1262.8586391877004,7179.234445106805,12538.39535994069,485.3402104299225,151.4790386905626,249.14841543657764,6.832890548429602
WIELUŃSKI,2420.0,36419.0,1443.0,10405.0,22558.0,1017.0,318.0,253.0,15.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,3815.0,42142.0,8035.0,18070.0,19893.0,0.0,6177.0,29.0,7.0
BRASŁAWSKI,5497.0,37183.0,5955.0,19992.0,14666.0,0.0,370.0,2.0,1.0
LIDZKI,1487.0,54897.0,12081.0,22522.0,18063.0,0.0,8305.0,0.0,7.0
NIEŚWIESKI,4638.0,29893.0,7365.0,16661.0,18230.0,0.0,2214.0,48.0,0.0
NOWOGRÓDZKI,6219.0,36556.0,8703.0,20324.0,16882.0,0.0,4608.0,71.0,0.0
SŁONIMSKI,3842.0,41995.0,5963.0,13952.0,16467.0,0.0,6429.0,36.0,0.0
STOŁPECKI,3032.0,29697.0,6069.0,12828.0,14068.0,0.0,2703.0,3.0,0.0
WOŁOŻYŃSKI,1534.0,25517.0,8328.0,13171.0,12224.0,0.0,1749.0,0.0,0.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),1583.0,24796.0,6519.0,10687.0,9122.0,0.0,2139.0,1.0,0.0
BRZESKI (BRZEŚĆ N.BUG.),9403.0,59260.0,9074.0,20433.0,32382.0,0.0,3808.0,1840.0,0.0
DROHICKI,2626.0,21748.0,3596.0,10755.0,12481.0,0.0,1142.0,896.0,1.0
KOBRYŃSKI,4940.0,35497.0,4543.0,9646.0,17177.0,0.0,2423.0,1282.0,2.0
KOSZYRSKI,696.0,26888.0,3381.0,7404.0,12671.0,0.0,1983.0,1241.0,32.0
ŁUNINIECKI,487.0,18615.0,1578.0,4513.0,11854.0,0.0,2280.0,1425.0,6.0
PIŃSKI,1313.0,45236.0,3715.0,14663.0,20089.0,0.0,3351.0,2347.0,6.0
PRUŻAŃSKI,3298.0,34631.0,5153.0,13606.0,17590.0,0.0,1728.0,412.0,0.0
STOLIŃSKI,1427.0,25483.0,2227.0,5904.0,12884.0,0.0,2746.0,3003.0,28.0
IWACEWICKI,925.0,23374.0,3146.0,9346.0,11779.0,0.0,2105.0,263.0,1.0
BRODNICKI,2768.0,18484.0,5863.0,2688.0,8972.0,431.0,13.0,1.0,16.0
CHEŁMIŃSKI,7227.0,10557.0,6510.0,2481.0,5988.0,3683.0,6.0,15.0,52.0
CHOJNICKI,703.0,28284.0,2381.0,5416.0,11246.0,18.0,973.0,7.0,14.0
DZIAŁDOWSKI,384.0,17477.0,3229.0,2914.0,8906.0,11.0,51.0,4.0,6.0
GRUDZIĄDZ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRUDZIĄDZKI,7762.0,12354.0,5576.0,3660.0,5042.0,1712.0,4.0,3.0,17.0
KARTUSKI,283.0,26512.0,1218.0,9649.0,13910.0,0.0,38.0,0.0,5.0
KOŚCIERSKI,442.0,21436.0,1259.0,5201.0,8886.0,15.0,527.0,1.0,1.0
LUBAWSKI,2006.0,19329.0,5064.0,3813.0,7969.0,131.0,2.0,0.0,5.0
SĘPOLEŃSKI,756.0,16132.0,2744.0,4107.0,6092.0,159.0,16.0,0.0,3.0
STAROGARDZKI,2233.0,18070.0,2692.0,3129.0,8586.0,336.0,43.0,1.0,24.0
ŚWIECKI,3528.0,26162.0,4853.0,3491.0,15093.0,1167.0,58.0,15.0,47.0
TCZEWSKI,7667.0,9564.0,6102.0,3576.0,5794.0,2324.0,0.0,0.0,32.0
TORUŃ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TORUŃSKI,7220.0,14226.0,4928.0,2391.0,7011.0,3734.0,51.0,32.0,39.0
TUCHOLSKI,1047.0,16842.0,3267.0,2789.0,6581.0,224.0,24.0,1.0,3.0
WĄBRZESKI,5276.0,14362.0,5605.0,2614.0,6991.0,1481.0,48.0,15.0,57.0
MORSKI,533.0,19220.0,1311.0,7287.0,9431.0,9.0,25.0,0.0,12.0
GDYNIA (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BYDGOSKI,3597.0,25559.0,5824.0,4210.0,10160.0,651.0,18.0,0.0,35.0
BYDGOSZCZ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHODZIESKI,661.0,19136.0,2640.0,3493.0,8603.0,122.0,10.0,2.0,26.0
CZARNKOWSKI,765.0,16700.0,1425.0,2963.0,7866.0,167.0,3.0,0.0,29.0
GNIEŹNIEŃSKI,4042.0,33066.0,6432.0,5547.0,13625.0,1845.0,55.0,1.0,142.0
GOSTYŃSKI,6932.0,13267.0,4220.0,5391.0,8356.0,2829.0,34.0,35.0,98.0
INOWROCŁAWSKI,9426.949637851583,18210.615206085597,8421.029940753522,2168.718719997467,8382.401363043644,5926.727494344222,4.730029923658597,0.7883383206097662,100.1189667174403
JAROCIŃSKI,6037.0,29066.0,4019.0,8831.0,14627.0,2656.0,2.0,6.0,241.0
KĘPIŃSKI,2274.0,32851.0,1665.0,9146.0,14034.0,639.0,14.0,7.0,38.0
KOŚCIAŃSKI,5384.516802815728,25446.833630300367,4920.744992374142,5336.67823498746,13912.8131631863,2427.5808731331413,2.794510748691307,38.522107063425715,144.2019297892302
KROTOSZYŃSKI,8595.0,17905.0,3696.0,9443.0,9472.0,2163.0,0.0,22.0,97.0
LESZCZYŃSKI,3504.0,20178.0,2577.0,4702.0,9047.0,1481.0,4.0,55.0,112.0
MIĘDZYCHODZKI,1118.0,15623.0,1481.0,2658.0,7796.0,349.0,1.0,0.0,58.0
MOGILEŃSKI,8070.050362148415,33652.384793914396,10638.970059246476,4617.281280002533,12881.598636956354,6295.2725056557765,16.2699700763414,9.211661679390234,99.88103328255968
NOWOTOMYSKI,4309.0,31162.0,3791.0,5346.0,15745.0,2590.0,6.0,7.0,109.0
OBORNICKI,3068.0,21915.0,3379.0,4254.0,9662.0,939.0,20.0,1.0,82.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),3702.0,25553.0,2252.0,6971.0,13089.0,474.0,16.0,33.0,59.0
POZNAŃ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAWICKI,3546.0,11971.0,2223.0,3498.0,6088.0,2066.0,13.0,46.0,21.0
SZAMOTULSKI,4873.0,21812.0,4383.0,3822.0,11711.0,2526.0,40.0,0.0,60.0
SZUBIŃSKI,2320.0,22353.0,4602.0,3320.0,8846.0,1141.0,15.0,14.0,41.0
ŚREDZKI,4240.0,22434.0,5025.0,4188.0,10527.0,2567.0,35.0,22.0,147.0
ŚREMSKI,3539.0510926651873,23650.224120417854,3541.0235106915643,4300.332076750193,10231.871645541998,1204.53456423257,34.14210192326129,22.453878482680057,96.68376563586305
WĄGROWIECKI,2621.0,28194.0,6349.0,5684.0,12672.0,953.0,6.0,4.0,114.0
WOLSZTYŃSKI,1008.0,20247.0,1127.0,2993.0,8472.0,442.0,2.0,13.0,23.0
WRZESIŃSKI,3661.0,17397.0,3938.0,3376.0,8086.0,2697.0,4.0,2.0,63.0
WYRZYSKI,4710.0,25205.0,7605.0,4491.0,13485.0,1863.0,0.0,7.0,63.0
ŻNIŃSKI,3447.0,19030.0,5864.0,3666.0,8253.0,1476.0,5.0,4.0,74.0
POZNAŃSKI,3551.4321045190845,33520.94224928178,6298.231496934293,5569.989688262347,16524.315191271704,1758.884562634289,7.063387328047395,6.024014453894225,181.11430457490675
GNIEZNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INOWROCŁAW (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOLIŃSKI,783.0,5867.0,385.0,5782.0,6651.0,0.0,13.0,142.0,77.0
HORODEŃSKI,16746.0,12061.0,7303.0,3832.0,8264.0,1968.0,200.0,147.0,5024.0
KAŁUSKI,4680.0,7870.0,1067.0,7080.0,9775.0,3.0,709.0,755.0,1310.0
KOŁOMYJSKI,12845.0,14711.0,3206.0,9197.0,10385.0,237.0,36.0,100.0,8259.0
KOSOWSKI (KOSÓW HUCULSKI),802.0,1102.0,453.0,685.0,4077.0,0.0,0.0,0.0,3843.0
NADWÓRNIAŃSKI,1411.0,8641.0,527.0,6032.0,13888.0,0.0,189.0,89.0,1108.0
ROHATYŃSKI,15850.0,12337.0,4930.0,8356.0,13176.0,1061.0,735.0,546.0,2878.0
STANISŁAWOWSKI,8882.0,14898.0,1316.0,9539.0,13797.0,98.0,500.0,649.0,4607.0
STRYJSKI,3337.0,10277.0,1243.0,13974.0,10611.0,0.0,148.0,395.0,94.0
ŚNIATYŃSKI,10330.0,6639.0,2624.0,2611.0,4713.0,231.0,28.0,14.0,9370.0
TŁUMACKI,11528.0,12400.0,1950.0,6770.0,10707.0,23.0,208.0,285.0,5883.0
ŻYDACZOWSKI,7020.0,9674.0,1384.0,4660.0,9765.0,184.0,265.0,640.0,632.0
BIELSKI (BIELSKO),834.0,3165.0,473.0,4239.0,3257.0,55.0,0.0,0.0,4.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,1740.0,3209.0,978.0,6306.0,4691.0,53.0,6.0,0.0,40.0
TARNOGÓRSKI,190.0,2121.0,242.0,762.0,1761.0,23.0,0.0,0.0,4.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICKI,273.0,2630.0,226.0,1219.0,2215.0,0.0,5.0,0.0,3.0
LUBLINIECKI,1179.0,8142.0,849.0,3707.0,4935.0,99.0,2.0,0.0,5.0
PSZCZYŃSKI,1782.0,15412.0,1008.0,8357.0,11101.0,231.0,7.0,0.0,15.0
RYBNICKI,3069.0,18016.0,1069.0,7884.0,11837.0,642.0,0.0,1.0,29.0
ŚWIĘTOCHŁOWICKI,163.0,1317.0,151.0,519.0,1253.0,0.0,0.0,0.0,0.0
CHORZÓW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BORSZCZOWSKI,16660.0,14652.0,6876.0,1593.0,7886.0,59.0,409.0,36.0,9412.0
BRODZKI,8313.0,12081.0,5361.0,7697.0,8614.0,115.0,2373.0,795.0,90.0
BRZEŻAŃSKI,14208.0,13274.0,7908.0,10677.0,12139.0,423.0,2470.0,375.0,1033.0
BUCZACKI,17402.0,18850.0,8019.0,6020.0,11814.0,99.0,1259.0,248.0,5909.0
CZORTKOWSKI,12745.0,9393.0,5860.0,1402.0,8036.0,390.0,1276.0,113.0,3780.0
KAMIONECKI,10753.0,9416.0,2895.0,5919.0,7367.0,128.0,998.0,956.0,211.0
PODHAJECKI,16256.0,12693.0,7247.0,7847.0,11537.0,365.0,2400.0,283.0,3614.0
PRZEMYŚLAŃSKI,12853.0,9014.0,3772.0,8073.0,9095.0,293.0,1080.0,497.0,708.0
RADZIECHOWSKI,10808.0,10527.0,5139.0,7469.0,8838.0,59.0,879.0,792.0,43.0
SKAŁACKI,17943.0,9970.0,11206.0,3212.0,8743.0,346.0,5454.0,203.0,266.0
TARNOPOLSKI,20595.0,16280.0,11496.0,10583.0,12400.0,837.0,7134.0,352.0,355.0
TREMBOWELSKI,14461.0,11833.0,8092.0,3142.0,9036.0,268.0,3455.0,198.0,1428.0
ZALESZCZYCKI,11536.0,9027.0,4364.0,1138.0,7489.0,362.0,367.0,38.0,7137.0
ZBARASKI,14794.0,9096.0,7821.0,8741.0,5385.0,55.0,4761.0,281.0,43.0
ZBOROWSKI,9621.0,12417.0,8267.0,11586.0,9362.0,118.0,3202.0,339.0,206.0
ZŁOCZOWSKI,11496.0,11556.0,6926.0,9636.0,10372.0,305.0,3275.0,626.0,339.0
KOPYCZYNIECKI,14554.0,19278.0,8410.0,1899.0,8908.0,294.0,2175.0,246.0,2863.0
BŁOŃSKI,5825.0,26778.0,2528.0,8591.0,12391.0,2150.0,192.0,54.0,79.0
CIECHANOWSKI,10431.0,29732.0,4711.0,4701.0,9825.0,2251.0,326.0,43.0,1.0
GOSTYNIŃSKI,5342.0,29422.0,1583.0,5936.0,11967.0,791.0,129.0,72.0,3.0
GRÓJECKI,7270.0,46793.0,2652.0,16771.0,20746.0,192.0,204.0,61.0,9.0
KUTNOWSKI,11823.0,22489.0,4155.0,7030.0,9917.0,3667.0,19.0,51.0,24.0
LIPNOWSKI,4265.0,38640.0,7583.0,5227.0,12999.0,1743.0,292.0,8.0,2.0
ŁOWICKI,8396.0,33044.0,2572.0,10617.0,12884.0,1355.0,90.0,693.0,10.0
MAKOWSKI (MAKÓW MAZOWIECKI),5976.0,24951.0,1401.0,3534.0,8322.0,280.0,1083.0,230.0,0.0
MIŃSKI,2613.0,28170.0,2780.0,9454.0,15296.0,0.0,602.0,383.0,2.0
MŁAWSKI,1801.0,44246.0,2181.0,3895.0,17170.0,251.0,1327.0,135.0,0.0
NIESZAWSKI,11839.0,38732.0,9716.0,2983.0,13852.0,3300.0,13.0,14.0,14.0
PŁOCKI,10211.0,41805.0,7182.0,7302.0,15484.0,3264.0,223.0,38.0,4.0
PŁOŃSKI,7273.0,41093.0,4688.0,5796.0,13404.0,1447.0,316.0,25.0,1.0
PRZASNYCKI,6868.0,26923.0,2111.0,3054.0,9441.0,738.0,615.0,138.0,1.0
PUŁTUSKI,7325.0,39612.0,3264.0,7108.0,15735.0,238.0,1691.0,102.0,4.0
RADZYMIŃSKI,1721.0,22323.0,1353.0,4524.0,11284.0,0.0,1191.0,87.0,2.0
RAWSKI (RAWA MAZOWIECKA),2487.0,38874.0,3091.0,8354.0,16360.0,7.0,326.0,234.0,8.0
RYPIŃSKI,3663.4229580804467,31808.462548281037,6519.342611762038,4170.163965742837,11866.468109286981,1529.0019239911576,356.29765991777543,43.59050985765678,0.01500480997789414
SIERPECKI,2653.5770419195533,37382.53745171896,2582.6573882379616,3883.8360342571636,13947.531890713019,393.99807600884236,544.7023400822245,104.40949014234323,0.9849951900221059
SKIERNIEWICKI,1778.0,24604.0,2042.0,7483.0,9251.0,71.0,138.0,140.0,3.0
SOCHACZEWSKI,6188.0,29430.0,1872.0,6169.0,11055.0,1471.0,129.0,35.0,10.0
WARSZAWSKI,4025.0,29823.0,1971.0,7797.0,18891.0,428.0,308.0,36.0,2.0
WŁOCŁAWSKI,7634.0,30645.0,8597.0,4623.0,11678.0,2976.0,96.0,10.0,16.0
DUBIEŃSKI,43006.0,43462.0,22455.0,32065.0,20950.0,494.0,11497.0,1687.0,114.0
HOROCHOWSKI,32621.0,19459.0,12220.0,12131.0,13041.0,112.0,1812.0,1267.0,43.0
KOWELSKI,21948.0,66191.0,10145.0,13120.0,28948.0,9.0,3816.0,2199.0,42.0
KRZEMIENIECKI,22113.0,50956.0,20376.0,36916.0,18589.0,332.0,24393.0,2757.0,158.0
LUBOMELSKI,4120.0,21645.0,3643.0,3168.0,9146.0,0.0,1682.0,997.0,9.0
ŁUCKI,40440.0,55357.0,18936.0,26739.0,26342.0,283.0,5206.0,2030.0,228.0
RÓWIEŃSKI,34278.0,36628.0,16747.0,26570.0,17333.0,4772.0,5551.0,1494.0,97.0
WŁODZIMIERSKI,29396.0,25991.0,9617.0,17799.0,14490.0,830.0,1468.0,1568.0,24.0
KOSTOPOLSKI,6420.0,30322.0,4867.0,15949.0,15343.0,0.0,5697.0,2295.0,55.0
ZDOŁBUNOWSKI,14111.0,14984.0,9051.0,11968.0,9161.0,1626.0,2419.0,632.0,138.0
SARNEŃSKI,1521.0,44398.0,6026.0,9883.0,19117.0,0.0,7058.0,2743.0,132.0
OSZMIAŃSKI,1236.0,31147.0,8106.0,21420.0,10432.0,0.0,2960.0,1.0,0.0
ŚWIĘCIAŃSKI,5372.0,38267.0,6137.0,17768.0,16191.0,0.0,1374.0,3.0,1.0
WILNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZIŚNIEŃSKI,5343.0,39976.0,7772.0,24432.0,15160.0,0.0,56.0,0.0,3.0
WILEJSKI,1184.0,34678.0,8910.0,16151.0,15616.0,0.0,903.0,8.0,1.0
WILEŃSKO-TROCKI,3462.0,73418.0,13059.0,29678.0,22316.0,0.0,11827.0,6.0,2.0
POSTAWSKI,4563.0,27382.0,3278.0,10734.0,10368.0,0.0,144.0,29.0,0.0
MOŁODECZAŃSKI,1739.0,21515.0,4672.0,13115.0,9132.0,0.0,313.0,1.0,0.0
