District,Total,1. All types of professional purchasing (total),a. Professional purchasing (agricultural products),b. Professional purchasing (livestock),c. Professional purchasing (plant and animal products),2. Food and colonial goods (exclusively),3. Food products along with non-food items (excluding wine and spirits),"4. Meat, fats, and meat products (exclusively)",5. Catering establishments with and without alcohol,"6. Wine, spirits, and beer (possibly with food and colonial goods)",7. Tobacco monopoly products,8. Textiles,"9. Textiles with clothing, haberdashery, garments, and footwear",10. Ready-made clothing and haberdashery,"11. Garments, garment parts, furs, and fur products",12. Footwear,13. Footwear with leather and shoemaking accessories,14. All types of leather and leather products (excluding footwear),"15. Machinery, tools, and technical goods (excluding agricultural)",16. Building materials and fuels,17. Furniture and all wooden products,"18. Iron, ironware, enameled and aluminum goods (possibly with other goods)","19. Kitchenware, porcelain, faience, glassware, window panes, and mirrors","20. Soap, candles, paints, gasoline, kerosene, mineral oils, lubricants (soap shops)","21. Musical, optical, surgical instruments, photographic equipment and accessories","22. Watchmaking, jewelry, and silver-plated products","23. Electrical equipment, radio equipment, and all lighting accessories",24. Pharmacies,"25. Pharmaceutical warehouses, perfumeries, and cosmetic shops","26. Rubber goods, oilcloth, linoleum, galoshes, tarpaulins, tires, inner tubes, etc.","27. Bookstores, stationery, and paper products (possibly with other goods)","28. Agricultural machinery, tools, and goods",29. Agricultural-commercial syndicates and cooperatives,"30. Banks, exchange offices, and other short- and long-term credit institutions","31. Forwarding, transport, and communication enterprises","32. Other service enterprises (reading rooms, clinics, laundries, bathhouses, garages, dance halls, etc.)","33. Hotels, boarding houses, furnished rooms, lodging houses","34. Theaters, cinemas, and other performances",35. Insurance companies,"36. Offices: commission, trade brokerage, advertising, legal advice, agency, technical, etc.",37. Other enterprises not listed above,38. Cards with no industry/branch specified,ZP. Industrial activities
ŁASKI,837.0,40.0,6.0,10.0,19.0,208.0,29.0,52.0,8.0,0.0,3.0,42.0,23.0,112.0,95.0,64.0,6.0,11.0,1.0,44.0,16.0,11.0,20.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,18.0,0.0
ŁĘCZYCKI,603.0,93.0,59.0,15.0,16.0,151.0,15.0,32.0,13.0,0.0,1.0,41.0,8.0,72.0,48.0,24.0,10.0,7.0,0.0,22.0,1.0,7.0,12.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,6.0,13.0,2.0
ŁÓDZKI,630.0,11.0,5.0,2.0,4.0,315.0,12.0,26.0,9.0,1.0,1.0,23.0,18.0,39.0,15.0,7.0,4.0,0.0,0.0,83.0,3.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.0,0.0,10.0,3.0,0.0,0.0,2.0,1.0,6.0,1.0
ŁÓDŹ (MIASTO),3993.0,23.0,0.0,7.0,2.0,1344.0,90.0,114.0,126.0,1.0,111.0,231.0,109.0,403.0,104.0,67.0,46.0,21.0,1.0,567.0,31.0,52.0,59.0,45.0,0.0,6.0,4.0,0.0,1.0,6.0,78.0,39.0,0.0,19.0,11.0,160.0,3.0,0.0,0.0,16.0,64.0,41.0,82.0
PIOTRKOWSKI,844.0,35.0,14.0,10.0,5.0,175.0,7.0,96.0,37.0,0.0,10.0,100.0,7.0,111.0,63.0,47.0,13.0,16.0,0.0,13.0,10.0,14.0,15.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,12.0,0.0,1.0,0.0,14.0,4.0,0.0,0.0,1.0,5.0,14.0,1.0
RADOMSZCZAŃSKI,795.0,69.0,36.0,17.0,14.0,262.0,30.0,108.0,1.0,0.0,3.0,46.0,3.0,60.0,60.0,43.0,10.0,14.0,0.0,17.0,12.0,7.0,11.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0
SIERADZKI,1159.0,86.0,42.0,0.0,18.0,298.0,37.0,86.0,8.0,1.0,6.0,75.0,81.0,103.0,99.0,90.0,9.0,20.0,0.0,49.0,20.0,14.0,23.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,6.0,4.0,11.0,2.0,0.0,0.0,3.0,8.0,0.0,0.0
TURECKI,468.0,34.0,11.0,16.0,7.0,87.0,63.0,34.0,6.0,0.0,1.0,57.0,15.0,30.0,43.0,41.0,7.0,5.0,0.0,20.0,2.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
WIELUŃSKI,1082.0,83.0,30.0,21.0,27.0,215.0,20.0,93.0,16.0,0.0,3.0,74.0,30.0,150.0,91.0,110.0,25.0,23.0,1.0,34.0,18.0,8.0,15.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,39.0,0.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,8268.0,77.0,9.0,5.0,31.0,2765.0,112.0,607.0,235.0,8.0,242.0,154.0,55.0,681.0,135.0,155.0,67.0,133.0,6.0,946.0,58.0,98.0,81.0,218.0,9.0,29.0,13.0,0.0,4.0,12.0,273.0,37.0,0.0,56.0,159.0,627.0,35.0,0.0,0.0,66.0,73.0,42.0,152.0
BARANOWICKI,545.0,59.0,18.0,2.0,29.0,162.0,59.0,78.0,41.0,0.0,17.0,13.0,6.0,10.0,7.0,4.0,3.0,13.0,0.0,0.0,1.0,3.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,11.0,4.0,12.0,0.0,0.0,3.0,3.0,11.0,1.0
BRASŁAWSKI,346.0,47.0,12.0,7.0,22.0,94.0,60.0,19.0,8.0,0.0,20.0,17.0,1.0,17.0,6.0,0.0,1.0,16.0,0.0,1.0,0.0,4.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,6.0,3.0,0.0
LIDZKI,614.0,34.0,9.0,6.0,4.0,193.0,93.0,96.0,7.0,0.0,5.0,28.0,3.0,37.0,12.0,11.0,4.0,17.0,0.0,1.0,3.0,10.0,10.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,3.0,0.0,4.0,14.0,0.0,0.0,3.0,1.0,9.0,0.0
NIEŚWIESKI,318.0,71.0,32.0,5.0,21.0,89.0,48.0,11.0,10.0,0.0,7.0,10.0,2.0,8.0,6.0,5.0,3.0,4.0,0.0,10.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,11.0,0.0
NOWOGRÓDZKI,382.6601622780566,71.51779580867296,44.12081902202369,1.1208190220236893,17.172598602890986,74.77776560977715,34.41423664693836,29.604095110118447,4.086299301445492,0.0,5.051779580867295,9.10355916173459,1.0,18.138078882312787,3.034519720578197,4.017259860289099,2.034519720578197,19.241638044047377,0.0,2.0,0.017259860289098487,4.051779580867295,10.086299301445493,1.1208190220236893,0.0,3.0,0.017259860289098487,0.0,0.0,0.0,6.034519720578197,0.017259860289098487,0.0,3.0,1.0,11.120819022023689,13.069039441156393,0.0,0.0,0.017259860289098487,0.0,52.08629930144549,0.017259860289098487
SŁONIMSKI,295.0,33.0,14.0,0.0,10.0,109.0,24.0,18.0,28.0,0.0,6.0,7.0,0.0,7.0,3.0,4.0,0.0,12.0,0.0,3.0,2.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
STOŁPECKI,265.3398377219434,29.482204191327043,6.8791809779763105,6.8791809779763105,9.827401397109014,101.22223439022285,23.585763353061637,34.39590488988155,4.913700698554507,0.0,2.9482204191327046,5.896440838265409,0.0,7.861921117687212,1.965480279421803,0.9827401397109015,1.965480279421803,13.758361955952621,0.0,0.0,0.9827401397109015,2.9482204191327046,4.913700698554507,6.8791809779763105,0.0,0.0,0.9827401397109015,0.0,0.0,0.0,1.965480279421803,0.9827401397109015,0.0,0.0,0.0,6.8791809779763105,3.930960558843606,0.0,0.0,0.9827401397109015,0.0,4.913700698554507,0.9827401397109015
WOŁOŻYŃSKI,179.0,39.0,25.0,1.0,9.0,27.0,33.0,13.0,9.0,0.0,4.0,2.0,1.0,10.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,4.0,9.0,1.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),302.0,41.0,7.0,1.0,33.0,89.0,40.0,35.0,0.0,0.0,3.0,7.0,5.0,10.0,16.0,3.0,1.0,18.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
BRZESKI (BRZEŚĆ N.BUG.),662.1394149684801,55.39496891725787,18.263312611505246,3.021942717625437,22.054856794063593,292.5485679406359,37.20845581744165,52.197484458628935,8.021942717625437,0.0,38.09874222931447,9.098742229314468,2.07679951168903,57.1206849469399,13.109713588127185,4.065828152876311,2.0109713588127187,1.0329140764381557,0.0,2.0438854352508744,2.0,4.010971358812719,14.021942717625437,8.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,7.0,1.0,29.032914076438157,9.0,0.0,0.0,1.0,2.0109713588127187,1.0329140764381557,2.0
DROHICKI,177.0,9.0,1.0,1.0,4.0,72.0,28.0,8.0,8.0,0.0,6.0,3.0,5.0,4.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0
KOBRYŃSKI,235.0,19.0,6.0,2.0,3.0,95.0,11.0,8.0,14.0,0.0,12.0,4.0,0.0,9.0,5.0,2.0,0.0,1.0,0.0,7.0,7.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,14.0,8.0,0.0,0.0,0.0,6.0,2.0,1.0
KOSZYRSKI,135.0,10.0,2.0,1.0,4.0,29.0,18.0,17.0,5.0,0.0,13.0,9.0,4.0,2.0,6.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
ŁUNINIECKI,154.0,18.0,1.0,2.0,6.0,40.0,28.0,25.0,10.0,0.0,11.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
PIŃSKI,398.0,42.0,4.0,1.0,7.0,165.0,11.0,13.0,2.0,0.0,69.0,2.0,1.0,26.0,10.0,3.0,0.0,2.0,0.0,1.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,23.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0
PRUŻAŃSKI,251.0,47.0,10.0,2.0,30.0,90.0,7.0,44.0,1.0,0.0,11.0,0.0,0.0,12.0,5.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,11.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0
STOLIŃSKI,203.0,22.0,3.0,0.0,5.0,64.0,20.0,6.0,7.0,0.0,10.0,4.0,0.0,3.0,3.0,22.0,0.0,2.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,10.0,7.0,0.0,0.0,1.0,0.0,7.0,0.0
IWACEWICKI,237.0,29.0,14.0,0.0,10.0,104.0,25.0,14.0,10.0,1.0,1.0,5.0,1.0,6.0,5.0,4.0,1.0,8.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0
BRODNICKI,278.40645966901445,40.55885127546916,2.1168355236842227,20.322504930634352,17.04098835467317,60.61953335721381,28.467500723122765,29.059524566259874,5.644491732327006,0.19535799016163136,7.275248077517678,1.0584177618421113,2.058417761842111,10.3920836012019,1.0976789950808157,17.723014198804414,4.214514518765038,5.116835523684222,0.0,1.3322982184811514,11.116835523684223,0.17620146155822441,1.1079410698218382,1.0584177618421113,0.05841776184211132,0.15609675692292702,0.0,0.0,2.0,0.0,2.1953579901616314,0.2738804566390401,0.0,9.73548278411757,14.294404606121084,7.293456430089194,4.429029037530077,0.0,0.0,1.1578838226483124,1.1663588316639495,7.372927072598493,0.2738804566390401
CHEŁMIŃSKI,171.149693789799,5.341484652032666,0.9644363888855376,2.254934109128239,2.116097978877763,56.094744413171846,17.694202178726815,11.798260208035256,7.8759522371622115,0.967444476456101,9.848330817270236,0.006016175141126679,1.0037480242704717,7.837826681158731,1.9288727777710752,2.956891999573664,0.02727928510268067,0.0,0.0030080875705633396,4.922068325159111,4.922068325159111,0.0030080875705633396,1.9431054600131425,0.0,0.0,1.9318808653416386,0.0,0.0,0.00902426271169002,0.0,1.965176325585446,0.9644363888855376,0.9644363888855376,9.012830994338572,3.99812965103996,9.09009635892389,1.0220030466614622,0.0,0.0,1.9767792440276541,0.023256944953757255,5.01733110709847,0.02727928510268067
CHOJNICKI,206.11975799357862,15.79090878396086,0.0,0.011416704744072574,13.80715070852089,60.1585048687613,17.749550108963874,31.553656362886343,2.959463448105853,0.0,1.9719608138710956,3.9443021845669937,1.9734830411703053,4.934849273400171,1.9719608138710956,11.833287110525783,0.9863609637603502,1.9719608138710956,0.0,0.9871220774099551,3.9443021845669937,0.0,0.0,0.9859804069355478,0.0,0.0,0.0,0.0,0.0,0.0,4.930282591502541,0.0,0.0,7.8897460396083945,3.946585525515808,9.859804069355478,2.957941220806643,0.0,0.0,3.943921627742191,0.9859804069355478,7.887843255484382,2.957941220806643
DZIAŁDOWSKI,48.0,7.0,0.0,2.0,1.0,11.0,0.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
GRUDZIĄDZ (MIASTO),222.0,7.0,1.0,1.0,3.0,68.0,23.0,22.0,3.0,1.0,16.0,4.0,3.0,12.0,1.0,5.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,4.0,16.0,3.0,3.0,0.0,0.0,3.0,1.0,4.0,15.0
GRUDZIĄDZKI,64.58187981877326,20.548779942336946,0.0,6.849593314112316,13.699186628224632,17.613239950574528,1.9570266611749474,1.9570266611749474,0.0,0.0,1.9570266611749474,0.0,0.0,1.9570266611749474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9785133305874737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.849593314112316,1.9570266611749474,1.9570266611749474,0.0,0.0,0.0,3.914053322349895,0.9785133305874737,1.9570266611749474,0.0
KARTUSKI,215.85504374079338,103.23502091950988,15.954503233015163,35.66300722673978,45.0480091285134,23.462504754434065,16.893003423192525,26.278005324966152,0.0,0.0,0.0,0.0,1.877000380354725,7.5080015214189,0.0,0.9385001901773625,0.0,0.0,0.0,1.877000380354725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9385001901773625,0.0,0.9385001901773625,0.9385001901773625,0.9385001901773625,9.385001901773625,2.8155005705320875,0.9385001901773625,0.0,0.0,0.0,0.9385001901773625,0.9385001901773625,15.0160030428378,5.631001141064175
KOŚCIERSKI,163.80613869082174,48.66596111361667,0.39974848832408194,20.093285964485066,22.248405186087062,34.187393833998904,16.74303404728087,14.098220638883882,0.0,0.9599865259997971,4.7999326299989855,0.0,1.0070157599202774,6.9080226176805,0.9599865259997971,1.9434876689598342,2.879959577999391,0.9599865259997971,0.9599865259997971,3.8869753379196683,0.9599865259997971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9835011429600372,0.0,0.9835011429600372,0.9835011429600372,1.9434876689598342,3.1151057476017923,7.750436058879097,0.9835011429600372,0.9599865259997971,0.0,0.0,0.9835011429600372,0.023514616960240115,5.176166501362827,3.981033805760629
LUBAWSKI,163.32559034942025,20.175514101987208,0.0,13.450342734658138,4.803693833806478,44.1939832710196,18.254036568464617,21.136252868748503,5.7644326005677735,1.921477533522591,4.803693833806478,0.0,0.0,4.803693833806478,0.9607387667612955,7.685910134090364,0.9607387667612955,0.0,0.0,3.842955067045182,0.0,2.8822163002838868,0.9607387667612955,0.0,0.0,0.9607387667612955,0.0,0.0,0.0,0.0,1.921477533522591,3.842955067045182,0.0,4.803693833806478,3.842955067045182,0.9607387667612955,1.921477533522591,0.0,0.0,0.0,0.9607387667612955,5.7644326005677735,3.842955067045182
SĘPOLEŃSKI,90.0,24.0,0.0,18.0,5.0,21.0,3.0,3.0,4.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,5.0,0.0
STAROGARDZKI,239.81955238000137,42.924468147140765,1.2192243555542877,16.01482448027607,21.21254124701683,87.13819226854739,4.9923828819337785,33.740983951143534,5.0742914589523,1.0400351888954247,3.200393093429339,2.237797220292362,2.1142180733716165,8.521107261691963,1.0400134740002032,2.1542098324765977,1.1385698569482408,1.0400134740002032,1.0400351888954247,4.215772490215037,1.0586731983191644,0.21924607044950914,2.1714895221581455e-05,0.0,0.0,2.1714895221581455e-05,0.0,0.0,0.040078618685867796,0.0,3.4970567647420743,1.0400134740002032,0.0800269480004061,4.4321725310357145,8.546196193149143,6.574822826727654,0.47848390000399976,0.0,0.0,1.0400351888954247,3.0000868595808865,8.20013251468668,2.160053896000812
ŚWIECKI,252.79242804308933,55.69803930356887,0.11399304188855054,42.342099685362676,11.302635893049866,65.48456500728065,11.974740252001844,21.661671778772206,7.30127056551693,0.9113863344057107,13.67079501608566,1.939310683267783,3.6557252278940866,5.501402649815807,0.0,2.744338893488376,0.002544972567810953,0.0,0.9113863344057107,5.475952924137697,5.470862979002075,1.0253793762942613,0.9113863344057107,0.0,0.0,0.9113863344057107,0.0,0.0,2.7341590032171323,0.0,2.9646900595620442,0.0,0.0,11.063353917596134,11.524416030285957,10.82320097168267,1.1393724181828118,0.0,0.0,0.9113863344057107,3.645545337622843,2.7341590032171323,0.0
TCZEWSKI,187.00834738411567,21.002782461371886,2.666782602557162,5.000347807671486,12.668869448586076,63.334956435800265,5.666782602557162,38.334956435800265,2.0,0.0,2.0,0.6667826025571619,2.0,7.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.6667826025571619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333565205114324,0.0,0.0,5.666782602557162,7.33391301278581,10.667478217900133,5.333565205114324,0.0,0.0,1.0,2.0,1.0,28.0
