District,Total population
RADZYŃSKI,88000.49876440284
SIEDLECKI,133189.0
SOKOŁOWSKI,75985.0
TOMASZOWSKI,97713.0
WĘGROWSKI,80684.0
WŁODAWSKI,82062.0
ZAMOJSKI,129169.0
LUBLIN (MIASTO),94543.0
BÓBRECKI,83281.0
BRZOZOWSKI,79107.0
DOBROMILSKI,83370.0
DROHOBYCKI,165391.0
GRÓDECKI,73396.0
JAROSŁAWSKI,137812.0
JAWOROWSKI,78246.0
KOLBUSZOWSKI,67301.0
KROŚNIEŃSKI,102127.0
LESKI,92576.0
LWOWSKI,120317.0
LWÓW (MIASTO),249627.0
ŁAŃCUCKI,92154.0
MOŚCISKI,84076.0
NIŻAŃSKI,60925.0
PRZEMYSKI,146596.0
PRZEWORSKI,59052.0
RAWSKI (RAWA RUSKA),106607.0
RUDECKI,72987.0
RZESZOWSKI,174700.0
SAMBORSKI,123682.0
SANOCKI,102167.0
SOKALSKI,98732.0
TARNOBRZESKI,71492.0
ŻÓŁKIEWSKI,84574.0
LUBACZOWSKI,80777.0
TURCZAŃSKI,97179.0
BRZEZIŃSKI,125029.0
KALISKI,180320.0
KOLSKI,112029.0
KONIŃSKI,195400.0
ŁASKI,149404.0
ŁĘCZYCKI,122175.0
ŁÓDZKI,110381.0
ŁÓDŹ (MIASTO),451974.0
PIOTRKOWSKI,197319.0
RADOMSZCZAŃSKI,169813.0
SIERADZKI,155425.0
TURECKI,102139.0
WIELUŃSKI,181361.0
POŁUDNIOWO-WARSZAWSKI,936713.0
PÓŁNOCNO-WARSZAWSKI,0.0
PRASKO-WARSZAWSKI,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0
BARANOWICKI,119518.0
BRASŁAWSKI,124036.0
LIDZKI,148073.0
NIEŚWIESKI,101361.0
NOWOGRÓDZKI,110556.2643769146
SŁONIMSKI,79209.0
STOŁPECKI,80069.7356230854
WOŁOŻYŃSKI,90786.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),81238.0
BRZESKI (BRZEŚĆ N.BUG.),119401.93199141206
DROHICKI,63083.0
KOBRYŃSKI,72005.0
KOSZYRSKI,64947.0
ŁUNINIECKI,81376.0
PIŃSKI,134359.0
PRUŻAŃSKI,68127.0
STOLIŃSKI,96094.0
IWACEWICKI,48586.0
BRODNICKI,52793.0
CHEŁMIŃSKI,47578.0
CHOJNICKI,70201.0
DZIAŁDOWSKI,39623.0
GRUDZIĄDZ (MIASTO),35656.0
GRUDZIĄDZKI,40233.0
KARTUSKI,64404.0
KOŚCIERSKI,48910.0
LUBAWSKI,51840.0
SĘPOLEŃSKI,28064.0
STAROGARDZKI,64033.0
ŚWIECKI,81775.0
TCZEWSKI,58432.0
TORUŃ (MIASTO),39424.0
TORUŃSKI,53998.0
TUCHOLSKI,40211.0
WĄBRZESKI,46776.0
MORSKI,68166.0
GDYNIA (MIASTO),3526.0
BYDGOSKI,52620.0
BYDGOSZCZ (MIASTO),87643.0
CHODZIESKI,41742.0
CZARNKOWSKI,43340.0
GNIEŹNIEŃSKI,60175.0
GOSTYŃSKI,56734.0
INOWROCŁAWSKI,48450.0
JAROCIŃSKI,86980.0
KĘPIŃSKI,85348.0
KOŚCIAŃSKI,80464.0
KROTOSZYŃSKI,75861.0
LESZCZYŃSKI,58638.0
MIĘDZYCHODZKI,30131.0
MOGILEŃSKI,87885.0
NOWOTOMYSKI,85821.0
OBORNICKI,48940.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),100723.0
POZNAŃ (MIASTO),185461.0
RAWICKI,49887.0
SZAMOTULSKI,66056.0
SZUBIŃSKI,46089.0
ŚREDZKI,49958.0
ŚREMSKI,56550.0
WĄGROWIECKI,54352.0
WOLSZTYŃSKI,48661.0
WRZESIŃSKI,43849.0
WYRZYSKI,62531.0
ŻNIŃSKI,41063.0
POZNAŃSKI,79274.0
GNIEZNO (MIASTO),25649.0
INOWROCŁAW (MIASTO),26945.0
DOLIŃSKI,95607.0
HORODEŃSKI,81347.0
KAŁUSKI,85218.0
KOŁOMYJSKI,157600.0
KOSOWSKI (KOSÓW HUCULSKI),83647.0
NADWÓRNIAŃSKI,108331.0
ROHATYŃSKI,108380.0
STANISŁAWOWSKI,163490.0
STRYJSKI,129419.0
ŚNIATYŃSKI,72798.0
TŁUMACKI,102473.0
ŻYDACZOWSKI,74018.0
BIELSKI (BIELSKO),0.0
BIELSKO (MIASTO),0.0
CIESZYŃSKI,0.0
TARNOGÓRSKI,0.0
KATOWICE (MIASTO),0.0
KATOWICKI,0.0
LUBLINIECKI,0.0
PSZCZYŃSKI,0.0
RYBNICKI,0.0
ŚWIĘTOCHŁOWICKI,0.0
CHORZÓW,0.0
BORSZCZOWSKI,93051.0
BRODZKI,80931.0
BRZEŻAŃSKI,87896.0
BUCZACKI,118013.0
CZORTKOWSKI,72330.0
KAMIONECKI,74598.0
PODHAJECKI,80302.0
PRZEMYŚLAŃSKI,79599.0
RADZIECHOWSKI,64561.0
SKAŁACKI,81779.0
TARNOPOLSKI,131234.0
TREMBOWELSKI,80542.0
ZALESZCZYCKI,64290.0
ZBARASKI,65390.0
ZBOROWSKI,69813.0
ZŁOCZOWSKI,108051.0
KOPYCZYNIECKI,82985.0
BŁOŃSKI,115594.0
CIECHANOWSKI,68398.0
GOSTYNIŃSKI,78291.0
GRÓJECKI,127058.0
KUTNOWSKI,99403.0
LIPNOWSKI,91911.0
ŁOWICKI,99026.0
MAKOWSKI (MAKÓW MAZOWIECKI),58115.0
MIŃSKI,97985.0
MŁAWSKI,88860.0
NIESZAWSKI,101987.0
PŁOCKI,111749.0
PŁOŃSKI,74466.0
PRZASNYCKI,56500.0
PUŁTUSKI,106511.0
RADZYMIŃSKI,72609.0
RAWSKI (RAWA MAZOWIECKA),83487.0
RYPIŃSKI,75081.0
SIERPECKI,72463.0
SKIERNIEWICKI,64942.0
SOCHACZEWSKI,62806.0
WARSZAWSKI,181585.0
WŁOCŁAWSKI,126059.0
DUBIEŃSKI,177083.0
HOROCHOWSKI,91631.0
KOWELSKI,170020.0
KRZEMIENIECKI,208873.0
LUBOMELSKI,56264.0
ŁUCKI,210123.0
RÓWIEŃSKI,203823.0
WŁODZIMIERSKI,101412.0
KOSTOPOLSKI,117950.0
ZDOŁBUNOWSKI,100390.0
SARNEŃSKI,131990.0
OSZMIAŃSKI,69757.61762435132
ŚWIĘCIAŃSKI,118819.0
WILNO (MIASTO),128954.0
DZIŚNIEŃSKI,139569.0
WILEJSKI,103914.0
WILEŃSKO-TROCKI,159492.38237564868
POSTAWSKI,83466.0
MOŁODECZAŃSKI,74907.0
