District,Total population
ŚREMSKI,56410.0151499071
WĄGROWIECKI,54375.0
WOLSZTYŃSKI,48661.0
WRZESIŃSKI,44669.318397254996
WYRZYSKI,62531.0
ŻNIŃSKI,41427.627992860136
POZNAŃSKI,92279.30722661811
GNIEZNO (MIASTO),2295.6322316293476
INOWROCŁAW (MIASTO),2733.9484799075844
DOLIŃSKI,96039.95812866204
HORODEŃSKI,81522.09750234903
KAŁUSKI,83574.52589319191
KOŁOMYJSKI,165989.22688101
KOSOWSKI (KOSÓW HUCULSKI),77221.0
NADWÓRNIAŃSKI,111200.59520928923
ROHATYŃSKI,109534.0
STANISŁAWOWSKI,161981.33410682206
STRYJSKI,128345.91501629185
ŚNIATYŃSKI,79224.0
TŁUMACKI,103252.44889927105
ŻYDACZOWSKI,74658.12685504612
BIELSKI (BIELSKO),0.0
BIELSKO (MIASTO),0.0
CIESZYŃSKI,0.0
TARNOGÓRSKI,0.0
KATOWICE (MIASTO),0.0
KATOWICKI,0.0
LUBLINIECKI,0.0
PSZCZYŃSKI,0.0
RYBNICKI,0.0
ŚWIĘTOCHŁOWICKI,0.0
CHORZÓW,0.0
BORSZCZOWSKI,93279.74422554584
BRODZKI,75685.74576316554
BRZEŻAŃSKI,92119.9761849258
BUCZACKI,114672.95630302127
CZORTKOWSKI,75220.95642317143
KAMIONECKI,74733.5172215545
PODHAJECKI,79894.99801373333
PRZEMYŚLAŃSKI,79599.0
RADZIECHOWSKI,67678.25423683447
SKAŁACKI,81020.24337968114
TARNOPOLSKI,126792.8758339504
TREMBOWELSKI,79495.18298907536
ZALESZCZYCKI,64429.983691808695
ZBARASKI,65390.0
ZBOROWSKI,71941.0
ZŁOCZOWSKI,108171.1479630659
KOPYCZYNIECKI,84668.85446315345
BŁOŃSKI,115594.0
CIECHANOWSKI,68398.0
GOSTYNIŃSKI,84815.0
GRÓJECKI,127058.0
KUTNOWSKI,99403.0
LIPNOWSKI,92953.69753374642
ŁOWICKI,94796.0
MAKOWSKI (MAKÓW MAZOWIECKI),58303.0
MIŃSKI,95897.0
MŁAWSKI,88860.0
NIESZAWSKI,101987.0
PŁOCKI,109751.0
PŁOŃSKI,74426.0
PRZASNYCKI,56312.0
PUŁTUSKI,106511.0
RADZYMIŃSKI,72609.0
RAWSKI (RAWA MAZOWIECKA),83487.0
RYPIŃSKI,78360.0
SIERPECKI,69379.30246625358
SKIERNIEWICKI,63476.0
SOCHACZEWSKI,63976.0
WARSZAWSKI,0.0
WŁOCŁAWSKI,124821.0
DUBIEŃSKI,194913.4832188522
HOROCHOWSKI,77706.0
KOWELSKI,169708.0
KRZEMIENIECKI,221936.0
LUBOMELSKI,56264.0
ŁUCKI,195931.0
RÓWIEŃSKI,145544.1945326029
WŁODZIMIERSKI,101412.0
KOSTOPOLSKI,181061.95428616562
ZDOŁBUNOWSKI,93430.36796237918
SARNEŃSKI,129283.61742821029
OSZMIAŃSKI,0.0
ŚWIĘCIAŃSKI,0.0
WILNO (MIASTO),0.0
DZIŚNIEŃSKI,128202.32625007207
WILEJSKI,93779.10610778017
WILEŃSKO-TROCKI,17725.19692509929
POSTAWSKI,79934.82072897039
MOŁODECZAŃSKI,57428.337577142425
