District,Indirect Occupation - Total,Indirect Occupation - A. Agriculture and forestry,Indirect Occupation - B. Mining and industry,Indirect Occupation - C. Trade and insurance,Indirect Occupation - D. Transport and communication,"Indirect Occupation - E. Public service, liberal professions",Indirect Occupation - F. Army,Indirect Occupation - G. Domestic service,Indirect Occupation - H. Unemployed,Indirect Occupation - N. Not further specified
SZAMOTULSKI,29445.0,20309.0,3298.0,749.0,518.0,683.0,49.0,861.0,2325.0,653.0
SZUBIŃSKI,21793.0,17006.0,1858.0,412.0,255.0,344.0,29.0,412.0,915.0,562.0
ŚREDZKI,22502.0,16383.0,2052.0,532.0,462.0,445.0,30.0,664.0,1235.0,699.0
ŚREMSKI,25593.38738791104,17882.60943848713,2805.346003733925,733.7058778996419,508.101129347613,511.04379998090036,96.12724068738625,837.6802402757944,1474.2779872769543,744.4956702216955
WĄGROWIECKI,24317.0,18165.0,2035.0,623.0,509.0,534.0,34.0,707.0,1220.0,490.0
WOLSZTYŃSKI,25541.0,20223.0,1928.0,552.0,355.0,440.0,55.0,449.0,1168.0,371.0
WRZESIŃSKI,19793.250077349923,13749.36753246713,2090.827644652419,610.2886939745173,521.6917812036583,476.23165044033453,127.65017381518018,615.1859543757366,1173.5619518033297,428.444694617619
WYRZYSKI,27131.0,19885.0,2402.0,716.0,725.0,702.0,16.0,606.0,1005.0,1074.0
ŻNIŃSKI,18175.446245522206,13460.29116309084,1797.6638957104303,490.4471747431001,302.59575508479253,336.1528081270754,29.86361649885497,486.52735305596093,734.2074891752171,537.6969900359331
POZNAŃSKI,39903.27069231661,23024.4804378272,7277.579849725716,980.9054840475632,1462.2921670231751,1009.279107382787,1081.228411728381,954.1504979610928,2439.4197768743425,1673.9349597463608
GNIEZNO (MIASTO),994.5152659455575,465.9584710452904,165.12012944348058,53.61179593315743,65.49517634314508,44.712506911829465,10.727367937584264,41.65669321118268,118.13184833005432,29.10127678983334
INOWROCŁAW (MIASTO),1195.1483248129728,694.0483308632028,186.78385330597476,48.55437382580086,60.121846006854234,34.013444845856014,9.826912103653497,42.0272735355513,82.20520198886523,37.56708833721411
DOLIŃSKI,55191.23152065352,46651.25318783875,3650.25129981161,1147.6276460108097,272.70359905207357,837.9954345871012,23.67218741771472,483.8595108180889,610.7424353770398,1513.126219740325
HORODEŃSKI,50940.83690349366,46081.85877221346,1402.0592602591164,811.6159581625044,101.33020366014462,569.0080667069659,6.820302169432811,309.8365842685191,313.7338997939093,1344.5738562596111
KAŁUSKI,50045.03635448839,45732.58016566274,1677.8060690534726,813.2223293881627,150.27968192202306,541.1970823647539,5.706823364127458,351.92077412119323,402.33104717098576,369.99238144093016
KOŁOMYJSKI,92811.84636860392,76534.21092128311,4765.567146410963,2857.6361048766366,1096.7121069282982,1830.9716782445707,174.40565432003595,1310.8667915857206,2202.6305413261275,2038.8454236284551
KOSOWSKI (KOSÓW HUCULSKI),45557.0,39163.0,2416.0,1047.0,193.0,546.0,12.0,287.0,363.0,1530.0
NADWÓRNIAŃSKI,65628.98295617645,57305.470374799625,2921.797223230982,1029.996443316287,401.84294507711957,701.4105559108459,13.070716840532278,450.7043607863462,395.31885456246425,2409.371481652262
ROHATYŃSKI,64310.0,59154.0,1622.0,1105.0,364.0,743.0,6.0,361.0,384.0,571.0
STANISŁAWOWSKI,89403.39346246827,64472.32183059016,5536.288649846071,4113.026051919893,4312.577260241104,2842.408221184379,266.294294618917,2107.632348223239,3670.9543366483663,2081.8904691961593
STRYJSKI,71020.05469756613,55406.480032650274,4797.280061439781,2359.8701333292624,2085.316747027213,1695.321505101801,176.7578373022343,1226.7818726719597,2009.588134008885,1262.65837403471
ŚNIATYŃSKI,53123.0,48331.0,1495.0,972.0,260.0,577.0,20.0,366.0,473.0,629.0
TŁUMACKI,64332.66266789165,58397.43472399947,1684.7879887265817,989.3690589536075,291.9773095217027,699.3645690908352,16.7689671009086,325.5152437235199,450.7892920656018,1476.655514709422
ŻYDACZOWSKI,44976.71378178036,40194.26677951097,1531.4686387486092,741.502220659928,189.97965392071356,672.683060311098,13.569975280050969,367.3586165099512,704.6694306140753,561.215406224965
BIELSKI (BIELSKO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARNOGÓRSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBLINIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSZCZYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RYBNICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚWIĘTOCHŁOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORZÓW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BORSZCZOWSKI,57114.36637951289,51373.8927091067,1654.6186968369009,1501.0669319906447,208.6729112013224,823.8642767712587,102.36784323083741,434.0790275461471,412.4242914780853,603.3796913509935
BRODZKI,45574.478064186296,38563.31101797066,2211.6867192661693,1571.4629005415038,376.56240444106317,700.9226028812394,88.14533994800587,510.8583523107822,645.1005855574587,906.4281412694214
BRZEŻAŃSKI,54294.35131122733,48036.70686743657,1599.8648686534214,1254.4725150631168,327.6260172905511,907.5093166012617,106.52713368853038,542.2115534000687,830.0845569976087,689.3484820961993
BUCZACKI,70647.82029325172,63416.1304293624,2483.958173990526,1405.6431297215877,309.63467542818194,948.5633707561764,8.84670501223377,439.38634894094383,764.7484999464302,870.9089600932355
CZORTKOWSKI,44285.56028079236,37897.84377530829,1658.8774890124832,1101.526416249311,663.1994239537015,808.603671034997,68.8279094346547,467.3052270035795,909.4759440447389,709.9004247506073
KAMIONECKI,44437.62445453508,39394.65377931719,1782.9846517106262,1047.8170988047223,195.13747425405978,651.7544174174457,16.862394544978354,297.22740118591116,398.09109508119457,653.0961422189504
PODHAJECKI,51985.630430312056,49111.28905441858,959.7377136457881,639.1755737580071,94.51224185141263,441.38191297618476,8.769177078997048,193.8962487467125,230.9216630802556,305.9468447561192
PRZEMYŚLAŃSKI,46999.0,42694.0,1349.0,849.0,256.0,797.0,15.0,340.0,213.0,486.0
RADZIECHOWSKI,38945.521935813704,34282.68898202935,1687.3132807338307,1016.5370994584964,127.43759555893686,483.07739711876064,11.854660051994127,233.14164768921782,252.89941444254137,850.5718587305786
SKAŁACKI,47388.57190480916,41817.63493473452,1498.3702980701876,1310.3618576279207,303.85202495719903,652.3323160799866,49.37595405554484,392.159019710385,310.49878800313775,1053.9867115702841
TARNOPOLSKI,74677.07539678382,60008.76621482572,3343.031298797243,2779.1677388131225,1158.9735100461537,1833.2177798893388,206.4270191263515,1191.8422371977717,2418.402480254769,1737.2471178333524
TREMBOWELSKI,49562.60412558879,44127.06139737999,1695.1826713893374,980.8229395980084,185.46707441373877,659.1173550793008,35.96059420285579,346.93800635409207,445.4309394501224,1086.623147721335
ZALESZCZYCKI,38231.23639122557,34489.661142234494,1298.9838238694842,763.370137207104,130.2844102692276,520.1725713712125,24.126742642449557,251.8831931871734,401.46899757036067,351.28537287406556
ZBARASKI,39206.0,35596.0,1030.0,696.0,130.0,586.0,4.0,294.0,227.0,643.0
ZBOROWSKI,45264.0,42065.0,945.0,685.0,139.0,331.0,9.0,154.0,133.0,803.0
ZŁOCZOWSKI,63552.68811362883,54371.35865420536,2333.3124286244065,1539.4611260309578,578.8989611308045,1124.5047905928018,167.20593712951072,635.2613144491062,1075.8296048969185,1726.8552965689605
KOPYCZYNIECKI,52074.02477337394,46270.136686644175,1599.0686282074412,1528.526813354086,362.0582032381181,714.8772559379317,17.704163113591026,404.82303520458777,327.78586760703587,849.0441200669687
BŁOŃSKI,56789.0,34777.0,10046.0,2215.0,1384.0,1493.0,225.0,1372.0,2796.0,2481.0
CIECHANOWSKI,32732.0,25857.0,2352.0,826.0,263.0,570.0,165.0,721.0,1147.0,831.0
GOSTYNIŃSKI,43774.0,36475.0,3151.0,874.0,182.0,617.0,20.0,604.0,762.0,1089.0
GRÓJECKI,61214.0,49088.0,4683.0,2315.0,430.0,909.0,74.0,1065.0,1312.0,1338.0
KUTNOWSKI,43981.0,30434.0,5078.0,1948.0,1488.0,890.0,104.0,1322.0,1354.0,1363.0
LIPNOWSKI,45397.2413911628,37953.423162877494,2369.1660475267104,971.1491232196847,419.9025922117899,702.4910665912884,32.83598469902623,806.9691997245536,965.1789441834982,1176.1252701287576
ŁOWICKI,51258.0,42544.0,2724.0,1064.0,983.0,843.0,40.0,638.0,1290.0,1132.0
MAKOWSKI (MAKÓW MAZOWIECKI),32646.0,27743.0,1910.0,875.0,139.0,464.0,30.0,297.0,571.0,617.0
MIŃSKI,49392.0,39941.0,3549.0,1735.0,570.0,880.0,128.0,550.0,1154.0,885.0
MŁAWSKI,43013.0,34415.0,2685.0,1148.0,454.0,771.0,25.0,786.0,1402.0,1327.0
NIESZAWSKI,47923.0,37766.0,3423.0,1204.0,829.0,881.0,64.0,1088.0,1173.0,1495.0
PŁOCKI,51137.0,35064.0,4722.0,2486.0,575.0,1836.0,187.0,1656.0,2897.0,1714.0
PŁOŃSKI,36581.0,29840.0,2442.0,994.0,408.0,568.0,37.0,684.0,737.0,871.0
PRZASNYCKI,29734.0,25854.0,1358.0,477.0,153.0,448.0,37.0,335.0,472.0,600.0
PUŁTUSKI,51050.0,38395.0,4352.0,2113.0,590.0,857.0,288.0,967.0,1467.0,2021.0
RADZYMIŃSKI,37617.0,31004.0,2539.0,1095.0,345.0,671.0,71.0,410.0,769.0,713.0
RAWSKI (RAWA MAZOWIECKA),43446.0,37059.0,2441.0,937.0,152.0,723.0,35.0,562.0,653.0,884.0
RYPIŃSKI,35933.0,30068.0,2215.0,769.0,153.0,548.0,20.0,637.0,735.0,788.0
SIERPECKI,34601.7586088372,27355.576837122502,2636.8339524732896,1271.8508767803153,389.09740778821003,541.5089334087116,29.164015300973773,582.0308002754464,853.8210558165018,941.8747298712424
SKIERNIEWICKI,32627.0,25366.0,1878.0,758.0,1334.0,695.0,143.0,519.0,1150.0,784.0
SOCHACZEWSKI,34247.0,29731.0,1680.0,623.0,257.0,527.0,29.0,478.0,464.0,458.0
WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WŁOCŁAWSKI,53898.0,30404.0,9183.0,3493.0,1103.0,1825.0,323.0,2515.0,2911.0,2141.0
DUBIEŃSKI,110582.93944195428,100244.30508156444,4450.188645153681,2386.179114426079,299.1574705771568,1085.1096417976162,109.75007796321728,673.5468494355513,700.9843689263556,633.7181921101901
HOROCHOWSKI,45416.0,42294.0,1293.0,863.0,47.0,351.0,4.0,246.0,156.0,162.0
KOWELSKI,98728.0,87714.0,2600.0,3137.0,1719.0,1145.0,101.0,720.0,1089.0,503.0
KRZEMIENIECKI,132793.0,120364.0,4481.0,3195.0,347.0,1781.0,39.0,773.0,1211.0,602.0
LUBOMELSKI,35229.0,33125.0,618.0,639.0,124.0,289.0,45.0,127.0,172.0,90.0
ŁUCKI,110020.0,96064.0,4567.0,3741.0,529.0,2095.0,187.0,985.0,1117.0,735.0
RÓWIEŃSKI,80799.68167967912,68945.1131901974,4227.717646552035,3062.534214540596,649.9545557211944,1284.4135061404274,93.83449877299367,796.7323726092262,1035.1925208672012,704.1891742780624
WŁODZIMIERSKI,59728.0,53154.0,2225.0,1530.0,333.0,680.0,136.0,531.0,573.0,566.0
KOSTOPOLSKI,100517.56662369402,85770.07810436355,5259.425301799638,3809.897273702344,808.5656898510948,1597.8543168977928,116.73332475995939,991.1623125260772,1287.814890127075,876.0354096664843
ZDOŁBUNOWSKI,51999.81225467254,44102.503623874596,2633.6684064946435,2061.3893973309796,229.3222838505538,1073.6225351641633,62.682098503829636,639.5584654291451,819.0082200793682,378.057223945263
SARNEŃSKI,74379.84857454388,67827.71064375485,2354.950815923092,1566.431248429324,533.0462995501593,809.7353406101923,51.271451698025274,314.70063456029305,555.1460632131012,366.85607680483605
OSZMIAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚWIĘCIAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZIŚNIEŃSKI,77233.43608634525,71969.78786420834,1901.0196008325122,1227.7276689473388,233.43804477031773,608.6538227111407,40.921885689511114,414.6390357952876,442.6400288241452,394.6081345666539
WILEJSKI,54512.20796139022,49740.899974155516,1508.3973030718553,952.8356968478904,419.5480526472682,578.3881585169979,81.5441722330795,394.24838676831,553.5536905084624,282.7925266408367
WILEŃSKO-TROCKI,10290.688374756128,9231.98426316277,366.2662980744157,159.55337984754732,106.88883698814986,105.87958616680253,55.87579547277534,92.6675754146192,92.11707496661155,79.45556466243586
POSTAWSKI,47440.12781632467,44829.22525724324,823.3404761962303,494.85382017297076,229.37430291279333,348.3091266453528,68.6707017979659,229.37430291279333,287.42582402035214,129.55400442296659
MOŁODECZAŃSKI,33585.36397763216,30601.894312815974,1014.4336430358583,588.857404708763,226.73887451011643,376.35818311318667,49.21064059051498,234.52082009028484,319.3428790884084,174.00721967905383
