District,Konie (sztuki),Bydło rogate (sztuki),Trzoda chlewna (sztuki),Owce (sztuki),Kozy (sztuki)
JAROSŁAWSKI,23392.354994853136,45617.081934670896,25302.748920874605,531.5314360560095,0.0
JAWOROWSKI,16842.502867463973,28326.83964458532,15828.762968577881,2594.532720019716,0.0
KOLBUSZOWSKI,9563.249260541264,32325.642930257945,8397.316806309269,34.390326439310655,0.0
KROŚNIEŃSKI,10554.862677358917,44839.033038755195,17210.416809254333,1430.527233447235,0.0
LESKI,14567.0,44834.0,13330.0,6214.0,0.0
LWOWSKI,22643.0,46184.0,23381.0,218.0,0.0
LWÓW (MIASTO),1618.0,1456.0,651.0,45.0,0.0
ŁAŃCUCKI,13565.354218419763,37243.270664663534,17489.278045561383,466.8907034519046,0.0
MOŚCISKI,15952.0,27797.0,11622.0,579.0,0.0
NIŻAŃSKI,9039.0,24806.0,12988.0,323.0,0.0
PRZEMYSKI,17650.0,39424.0,16571.0,504.0,0.0
PRZEWORSKI,8081.0,23369.0,12319.0,230.0,0.0
RAWSKI (RAWA RUSKA),19726.0,32308.0,28318.0,5134.0,0.0
RUDECKI,14076.56873664173,22782.1411654624,14006.21066692673,51.52985387577402,0.0
RZESZOWSKI,18254.78310422132,66857.69629658127,30276.305145184284,578.5820631008604,0.0
SAMBORSKI,20049.66718022098,37064.87469353478,14261.04505223624,1108.145994058186,0.0
SANOCKI,15064.0,38966.0,11666.0,2656.0,0.0
SOKALSKI,25016.89619079947,28324.207920576446,41374.25071224309,16170.185766116085,0.0
TARNOBRZESKI,12359.0,29918.0,20670.0,202.0,0.0
ŻÓŁKIEWSKI,16843.790865207484,26935.76107313068,22804.230149537274,1040.3135419120094,0.0
LUBACZOWSKI,16798.92526370862,30039.34940627791,24108.64297766605,4071.428738399861,0.0
TURCZAŃSKI,16062.178220167272,48101.59035737673,12080.986191827153,11075.190451745442,0.0
BRZEZIŃSKI,12322.0,29672.0,20018.0,2003.0,0.0
KALISKI,18297.0,49196.0,34033.0,2783.0,0.0
KOLSKI,16488.0,37343.0,31425.0,2388.0,0.0
KONIŃSKI,28711.0,74478.0,68260.0,6772.0,0.0
ŁASKI,15186.0,32371.0,11651.0,1922.0,0.0
ŁĘCZYCKI,18738.0,40997.0,26174.0,921.0,0.0
ŁÓDZKI,11229.0,28160.0,15417.0,1564.0,0.0
ŁÓDŹ (MIASTO),4778.0,2469.0,1873.0,50.0,0.0
PIOTRKOWSKI,22911.0,49330.0,30466.0,6261.0,0.0
RADOMSZCZAŃSKI,22390.0,46857.0,23696.0,6271.0,0.0
SIERADZKI,19029.0,43883.0,25467.0,1727.0,0.0
TURECKI,14995.0,37294.0,24362.0,1923.0,0.0
WIELUŃSKI,19607.0,46576.0,20804.0,2391.0,0.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,25941.958262180047,43370.747569111794,26560.812964240886,22363.95971577134,0.0
BRASŁAWSKI,28936.0,47333.0,22842.0,30839.0,0.0
LIDZKI,35721.13688560347,61981.841175279325,31574.033035331704,35546.50773702013,0.0
NIEŚWIESKI,21912.0,32976.0,27085.0,29531.0,0.0
NOWOGRÓDZKI,26094.624354233092,44445.86188282642,31534.99531271026,24747.92574973755,0.0
SŁONIMSKI,21667.0,33981.0,17782.0,24849.0,0.0
STOŁPECKI,17390.966230625818,31944.774915999154,23982.409713867964,19308.725496074752,0.0
WOŁOŻYŃSKI,17365.45115296104,33663.615632062625,24944.782009180883,18036.389038416353,0.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),19611.98196001319,32966.221665838144,17508.737622294793,19275.715623225493,0.0
BRZESKI (BRZEŚĆ N.BUG.),31339.266123762623,57100.18659347608,46417.92328086457,34102.52437636939,0.0
DROHICKI,15371.0,35409.0,19412.0,26456.0,0.0
KOBRYŃSKI,18946.0,62494.0,30296.0,37830.0,0.0
KOSZYRSKI,10792.0,46124.0,17331.0,38994.0,0.0
ŁUNINIECKI,16500.0,41924.0,20523.0,23452.0,0.0
PIŃSKI,26447.0,64695.0,30638.0,38897.0,0.0
PRUŻAŃSKI,18131.0,33481.0,23982.0,24457.0,0.0
STOLIŃSKI,20708.0,48605.0,20898.0,13457.0,0.0
IWACEWICKI,13295.0,28660.0,18409.0,14305.0,0.0
BRODNICKI,14458.85496080125,35104.48403440366,39223.26144581934,11908.84896295661,0.0
CHEŁMIŃSKI,10447.277367235118,24106.308373258387,33055.917481172815,17658.171048922777,0.0
CHOJNICKI,8649.34026258054,24285.55274563851,26855.055065333636,16133.557482545892,0.0
DZIAŁDOWSKI,5511.0,14588.0,13348.0,3553.0,0.0
GRUDZIĄDZ (MIASTO),548.0,303.0,641.0,0.0,0.0
GRUDZIĄDZKI,11977.981679721266,25715.33032783881,32882.94047439205,4383.739721031882,0.0
KARTUSKI,9868.329499714968,24968.79755966873,29565.57149115745,2809.8695693910236,0.0
KOŚCIERSKI,8779.61644042312,21793.30928252271,28678.308857744538,3526.3542567782283,0.0
LUBAWSKI,12683.673198782624,30754.20866279583,32932.20344704369,2064.6276097700243,0.0
SĘPOLEŃSKI,6127.0,19135.0,26003.0,5333.0,0.0
STAROGARDZKI,10826.071449059576,24457.487959307633,32439.279781091744,2935.4804600261195,0.0
ŚWIECKI,15194.751072761466,33075.7849946755,50909.433810716844,3202.030797611289,0.0
TCZEWSKI,8808.326921563037,17488.700797161724,24451.916072462216,4985.114758883431,0.0
TORUŃ (MIASTO),722.0939554302544,525.8756384615074,1348.7906173883844,26.411521998626423,0.0
TORUŃSKI,10340.986880846,25238.401573426003,28911.13399097891,3809.79706193275,0.0
TUCHOLSKI,7381.192110811693,18197.16736774234,25023.147805145247,2920.771558608186,0.0
WĄBRZESKI,11265.08989732098,24966.99462699458,28619.392128809028,1700.4975221131472,0.0
MORSKI,10468.292831373912,26991.17473695052,32230.714969478064,3856.22050165911,0.0
GDYNIA (MIASTO),238.121471574197,614.4213191535625,733.9325612660415,88.50716577090799,0.0
BYDGOSKI,11797.659131251781,30006.82932909863,40468.9232272809,9295.095150839985,0.0
BYDGOSZCZ (MIASTO),1449.340868748218,986.1706709013688,2004.0767727190944,202.90484916001384,0.0
CHODZIESKI,8877.0,23362.0,30992.0,6862.0,0.0
CZARNKOWSKI,6802.54874677471,17448.284627651497,25154.923949053424,3218.58996885616,0.0
GNIEŹNIEŃSKI,14126.279568449805,38735.81434699603,58106.43732982766,8319.846743319416,0.0
GOSTYŃSKI,9618.673214301827,28318.323061574374,32385.776841073126,5732.256846297396,0.0
INOWROCŁAWSKI,11452.243184578261,32557.44499978937,32537.6399964438,10394.6560059246,0.0
JAROCIŃSKI,13992.596457411739,40651.565532663466,47174.29657228843,13146.439896943577,0.0
KĘPIŃSKI,12626.681199175224,37094.8845045585,38628.17953595253,3723.466608874424,0.0
KOŚCIAŃSKI,12893.949473240005,42622.426285668385,45467.13769541163,8512.65116014874,0.0
KROTOSZYŃSKI,12205.937118597094,39524.91120564348,39207.753733065576,4484.838691004043,0.0
LESZCZYŃSKI,8977.897370221159,29896.549933209713,33285.345715241645,3918.1210962393634,0.0
MIĘDZYCHODZKI,5683.0,15128.0,19072.0,1869.0,0.0
MOGILEŃSKI,17490.533311244235,45934.166096976005,52340.00966841062,13650.682922789416,0.0
NOWOTOMYSKI,12639.236714774746,37098.58003995667,50221.597035997875,7373.575622560348,0.0
OBORNICKI,10510.706852778065,29974.217080443545,49038.299601718085,7777.151678422481,0.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),11734.09823615397,40851.773482054516,38479.630840081096,2809.688322629778,0.0
POZNAŃ (MIASTO),2392.0,893.0,2069.0,29.0,0.0
RAWICKI,6305.572822083906,22938.487968022986,24113.88342670434,717.5814667516512,0.0
SZAMOTULSKI,11212.0,28482.0,38895.0,8675.0,0.0
SZUBIŃSKI,9856.0,27342.0,35806.0,7489.0,0.0
ŚREDZKI,10718.0,28496.0,36253.0,5489.0,0.0
ŚREMSKI,10075.594108815081,27398.07802660458,34051.99564018164,3991.955911111028,0.0
WĄGROWIECKI,12147.0,31550.0,50056.0,7645.0,0.0
WOLSZTYŃSKI,7024.0,24058.0,27206.0,2334.0,0.0
WRZESIŃSKI,8741.0,24111.0,31123.0,2547.0,0.0
WYRZYSKI,13383.0,35485.0,48160.0,22376.0,0.0
ŻNIŃSKI,9332.38898354631,24604.63987871193,37759.90988651752,6093.922647284872,0.0
POZNAŃSKI,13564.917820083303,35176.509024767256,49160.407496846005,4892.387869248114,0.0
GNIEZNO (MIASTO),646.3880023488264,318.78890449707086,1229.4150316288165,27.842547519191296,0.0
INOWROCŁAW (MIASTO),611.7568154217383,636.5550002106279,1465.3600035562022,130.34399407539877,0.0
DOLIŃSKI,10199.87211454492,39379.15721311679,10692.253612833385,10732.969775191854,0.0
HORODEŃSKI,18565.836834077458,19289.763192918683,21926.29714584514,15556.134919594893,0.0
KAŁUSKI,10226.627468516404,30578.110722222274,15048.893211204106,3090.2448516750183,0.0
KOŁOMYJSKI,18520.163165922542,38375.23680708132,30812.70285415486,8874.865080405107,0.0
KOSOWSKI (KOSÓW HUCULSKI),7095.0,27606.0,12996.0,39886.0,0.0
NADWÓRNIAŃSKI,12539.328426710668,35767.90657385386,18200.3792032818,13977.94290585156,0.0
ROHATYŃSKI,20780.0,38196.0,28887.0,795.0,0.0
STANISŁAWOWSKI,16608.89200905575,39628.21858692293,26410.191696205904,1053.352496710011,0.0
STRYJSKI,14514.843366759951,48185.7706529755,15841.66572312934,10392.695607967356,0.0
ŚNIATYŃSKI,10251.0,18808.0,20338.0,6415.0,0.0
TŁUMACKI,15642.48707565933,29748.147637011858,25644.682746436578,3401.1410919960504,0.0
ŻYDACZOWSKI,11635.28451869513,30197.072133907706,12967.080664037276,210.33461684079,0.0
BIELSKI (BIELSKO),2594.0,14642.0,10831.0,3.0,0.0
BIELSKO (MIASTO),279.0,133.0,156.0,0.0,0.0
CIESZYŃSKI,3638.0,24189.0,22433.0,2734.0,0.0
TARNOGÓRSKI,1266.0,4107.0,4704.0,33.0,0.0
KATOWICE (MIASTO),1301.0,444.0,3966.0,1.0,0.0
KATOWICKI,2043.4166196574122,2034.5629947888792,7822.17757134889,19.47797471077256,0.0
LUBLINIECKI,3762.0,14303.0,8856.0,102.0,0.0
PSZCZYŃSKI,7750.0,36176.0,27385.0,170.0,0.0
RYBNICKI,7999.0,32046.0,30126.0,241.0,0.0
ŚWIĘTOCHŁOWICKI,1778.7429128164995,1107.4077348746885,7329.5626612239375,11.812349171996676,0.0
CHORZÓW,1023.8404675260881,402.0292703364322,2758.259767427172,2.709676117230762,0.0
BORSZCZOWSKI,18534.485461891043,24960.036236995915,36569.92768803175,20225.523487569684,0.0
BRODZKI,14834.705461191686,26795.569268563897,32927.884358872296,4145.162953443695,0.0
BRZEŻAŃSKI,18372.015269103184,25966.978094528462,19116.61703129554,2356.568473194836,0.0
BUCZACKI,20284.51162582845,33379.60097838159,24577.12949120899,2884.025833988209,0.0
CZORTKOWSKI,14014.495597884348,20928.476897446988,25775.716985324714,2733.3644201754664,0.0
KAMIONECKI,15178.550338145324,25492.924445547942,26585.662448334846,1272.4574311632357,0.0
PODHAJECKI,18565.32222924553,28160.750659685855,21824.533043606098,1403.0683326395276,0.0
PRZEMYŚLAŃSKI,15335.0,26807.0,18612.0,714.0,0.0
RADZIECHOWSKI,14168.294538808314,21987.430731436107,29517.115641127708,9474.837046556306,0.0
SKAŁACKI,17047.048137676855,22413.834528483385,27081.761261888354,1064.4316249281878,0.0
TARNOPOLSKI,23465.651500898985,33611.62722635011,29163.21184816152,1130.0557519352196,0.0
TREMBOWELSKI,14500.297104365443,21454.026236241734,17876.21880450315,333.64647844234077,0.0
ZALESZCZYCKI,11382.997178707701,15196.952655626128,20211.454846432844,11759.374363929915,0.0
ZBARASKI,16056.0,19827.0,18196.0,4724.0,0.0
ZBOROWSKI,16192.0,26458.0,26702.0,1625.0,0.0
ZŁOCZOWSKI,17428.76260584772,33549.10656074493,26403.856689884786,1451.043260808669,0.0
KOPYCZYNIECKI,16197.840914456303,24588.33296624891,32696.282142418644,1300.2598869639785,0.0
BŁOŃSKI,11839.0,24375.0,13351.0,292.0,0.0
CIECHANOWSKI,16612.0,32986.0,17269.0,2200.0,0.0
GOSTYNIŃSKI,11923.0,30574.0,17165.0,2519.0,0.0
GRÓJECKI,20982.0,47756.0,43944.0,2701.0,0.0
KUTNOWSKI,14353.0,32239.0,19742.0,2646.0,0.0
LIPNOWSKI,17867.75082546709,42490.7592303793,28904.62180369736,7090.582635310936,0.0
ŁOWICKI,16024.0,33758.0,14690.0,3070.0,0.0
MAKOWSKI (MAKÓW MAZOWIECKI),13474.0,22294.0,12378.0,2690.0,0.0
MIŃSKI,12553.0,30488.0,19907.0,1764.0,0.0
MŁAWSKI,18670.0,41077.0,23583.0,1956.0,0.0
NIESZAWSKI,17155.0,34345.0,28062.0,8630.0,0.0
PŁOCKI,19987.0,37489.0,24486.0,3438.0,0.0
PŁOŃSKI,15622.0,31910.0,22287.0,4673.0,0.0
PRZASNYCKI,13567.0,26727.0,11420.0,2413.0,0.0
PUŁTUSKI,17290.0,34962.0,19787.0,2326.0,0.0
RADZYMIŃSKI,9620.0,20808.0,9272.0,271.0,0.0
RAWSKI (RAWA MAZOWIECKA),12911.0,28583.0,23919.0,6055.0,0.0
RYPIŃSKI,15460.0,37993.0,29431.0,5466.0,0.0
SIERPECKI,15071.24917453291,34279.240769620694,19863.37819630264,2495.4173646890636,0.0
SKIERNIEWICKI,8370.0,18864.0,10149.0,2191.0,0.0
SOCHACZEWSKI,10944.0,25506.0,14915.0,422.0,0.0
WARSZAWSKI,16554.0,26635.0,16859.0,343.0,0.0
WŁOCŁAWSKI,16239.0,32354.0,24907.0,8600.0,0.0
DUBIEŃSKI,55317.0,59205.0,57279.0,4342.0,0.0
HOROCHOWSKI,32341.0,34771.0,35382.0,3025.0,0.0
KOWELSKI,46829.0,93031.0,48271.0,31627.0,0.0
KRZEMIENIECKI,55108.0,55970.0,41672.0,17689.0,0.0
LUBOMELSKI,17732.0,36415.0,21460.0,16528.0,0.0
ŁUCKI,53906.0,77270.0,54286.0,9676.0,0.0
RÓWIEŃSKI,51157.0,60672.0,58140.0,13338.0,0.0
WŁODZIMIERSKI,34984.0,41196.0,35835.0,4661.0,0.0
KOSTOPOLSKI,25822.0,61543.0,37327.0,13995.0,0.0
ZDOŁBUNOWSKI,24836.0,25884.0,27642.0,5021.0,0.0
SARNEŃSKI,23653.0,75989.0,44843.0,20604.0,0.0
OSZMIAŃSKI,18656.55882165675,35508.929678021654,25523.630961224215,19925.76670005642,0.0
ŚWIĘCIAŃSKI,26709.0,45240.0,24773.0,28971.0,0.0
WILNO (MIASTO),1274.0,1334.0,873.0,48.0,0.0
DZIŚNIEŃSKI,31819.0,52854.0,28694.0,35079.0,0.0
WILEJSKI,22262.0,45774.0,34239.0,20060.0,0.0
WILEŃSKO-TROCKI,37597.44117834325,69932.07032197835,47918.36903877578,33814.233299943575,0.0
POSTAWSKI,23056.0,37469.0,18104.0,23184.0,0.0
MOŁODECZAŃSKI,15482.0,28716.0,25427.0,17598.0,0.0
