District,Total population
AUGUSTOWSKI,0.0
BIAŁOSTOCKI,0.0
BIELSKI (BIELSK PODLASKI),0.0
GRODZIEŃSKI,0.0
ŁOMŻYŃSKI,0.0
OSTROŁĘCKI,0.0
OSTROWSKI (OSTRÓW MAZOWIECKA),0.0
SOKÓLSKI,0.0
SUWALSKI,0.0
SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),0.0
WOŁKOWYSKI,0.0
WYSOKOMAZOWIECKI,0.0
BIAŁYSTOK (MIASTO),0.0
BĘDZIŃSKI,0.0
CZĘSTOCHOWSKI,0.0
IŁŻECKI,0.0
JĘDRZEJOWSKI,0.0
KIELECKI,0.0
KONECKI,0.0
KOZIENICKI,0.0
MIECHOWSKI,0.0
OLKUSKI,0.0
OPATOWSKI,0.0
OPOCZYŃSKI,0.0
PIŃCZOWSKI,0.0
RADOMSKI,0.0
SANDOMIERSKI,0.0
STOPNICKI,0.0
WŁOSZCZOWSKI,0.0
ZAWIERCIAŃSKI,0.0
CZĘSTOCHOWA (MIASTO),0.0
SOSNOWIEC,0.0
RADOM (MIASTO),0.0
BIALSKI (BIAŁA KRAKOWSKA),114666.0
BOCHEŃSKI,108375.0
BRZESKI (BRZESKO),96197.0
CHRZANOWSKI,116668.0
DĄBROWSKI,63717.0
GORLICKI,92518.0
JASIELSKI,106943.67605661786
KRAKOWSKI,143266.0
KRAKÓW (MIASTO),183706.0
LIMANOWSKI,78126.0
MIELECKI,72243.05471534427
MYŚLENICKI,93863.0
NOWOSĄDECKI,157839.0
NOWOTARSKI,104483.0
ROPCZYCKI,101584.32394338214
TARNOWSKI,118821.0
WADOWICKI,128130.0
ŻYWIECKI,109847.0
BIALSKI (BIAŁA PODLASKA),0.0
BIŁGORAJSKI,0.0
CHEŁMSKI,0.0
GARWOLIŃSKI,0.0
HRUBIESZOWSKI,0.0
JANOWSKI,0.0
KRASNOSTAWSKI,0.0
LUBARTOWSKI,0.0
LUBELSKI,0.0
ŁUKOWSKI,0.0
PUŁAWSKI,0.0
RADZYŃSKI,0.0
SIEDLECKI,0.0
SOKOŁOWSKI,0.0
TOMASZOWSKI,0.0
WĘGROWSKI,0.0
WŁODAWSKI,0.0
ZAMOJSKI,0.0
LUBLIN (MIASTO),0.0
BÓBRECKI,83281.0
BRZOZOWSKI,79107.0
DOBROMILSKI,93750.69164860767
DROHOBYCKI,170603.09376248688
GRÓDECKI,74055.89529170925
JAROSŁAWSKI,136354.2548966901
JAWOROWSKI,76419.1581809073
KOLBUSZOWSKI,67678.94528465573
KROŚNIEŃSKI,102127.0
LESKI,92576.0
LWOWSKI,120317.0
LWÓW (MIASTO),249627.0
ŁAŃCUCKI,95754.75842070722
MOŚCISKI,84076.0
NIŻAŃSKI,60925.0
PRZEMYSKI,146596.0
PRZEWORSKI,59052.0
RAWSKI (RAWA RUSKA),106607.0
RUDECKI,72327.10470829075
RZESZOWSKI,171099.24157929278
SAMBORSKI,108089.21458890547
SANOCKI,102167.0
SOKALSKI,98295.455058501
TARNOBRZESKI,71492.0
ŻÓŁKIEWSKI,84574.0
LUBACZOWSKI,84061.58692240258
TURCZAŃSKI,97179.0
BRZEZIŃSKI,0.0
KALISKI,0.0
KOLSKI,0.0
KONIŃSKI,0.0
ŁASKI,0.0
ŁĘCZYCKI,0.0
ŁÓDZKI,0.0
ŁÓDŹ (MIASTO),0.0
PIOTRKOWSKI,0.0
RADOMSZCZAŃSKI,0.0
SIERADZKI,0.0
TURECKI,0.0
WIELUŃSKI,0.0
POŁUDNIOWO-WARSZAWSKI,0.0
PÓŁNOCNO-WARSZAWSKI,0.0
PRASKO-WARSZAWSKI,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0
BARANOWICKI,0.0
BRASŁAWSKI,0.0
LIDZKI,0.0
NIEŚWIESKI,0.0
NOWOGRÓDZKI,0.0
SŁONIMSKI,0.0
STOŁPECKI,0.0
WOŁOŻYŃSKI,0.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),0.0
BRZESKI (BRZEŚĆ N.BUG.),0.0
DROHICKI,0.0
KOBRYŃSKI,0.0
KOSZYRSKI,0.0
ŁUNINIECKI,0.0
PIŃSKI,0.0
PRUŻAŃSKI,0.0
STOLIŃSKI,0.0
IWACEWICKI,0.0
BRODNICKI,57973.72561207659
CHEŁMIŃSKI,47810.58046478927
CHOJNICKI,69232.11311776453
DZIAŁDOWSKI,39623.0
GRUDZIĄDZ (MIASTO),35656.0
GRUDZIĄDZKI,39368.52682952583
KARTUSKI,60443.16624818285
KOŚCIERSKI,48467.376377357374
LUBAWSKI,49804.69766890556
SĘPOLEŃSKI,28064.0
STAROGARDZKI,66735.14612202915
ŚWIECKI,81877.33589192425
TCZEWSKI,58432.0
TORUŃ (MIASTO),39842.472511400374
TORUŃSKI,53798.54614122897
TUCHOLSKI,40332.46388163201
WĄBRZESKI,44043.450772073404
MORSKI,70217.1334860109
GDYNIA (MIASTO),3921.264875098947
BYDGOSKI,52485.02058559932
BYDGOSZCZ (MIASTO),87777.97941440067
CHODZIESKI,41742.0
CZARNKOWSKI,48527.10993007185
GNIEŹNIEŃSKI,64728.29720138593
GOSTYŃSKI,62033.66614937973
INOWROCŁAWSKI,47977.62060465341
JAROCIŃSKI,81559.56978206687
KĘPIŃSKI,77419.05944322915
KOŚCIAŃSKI,75015.72682047838
KROTOSZYŃSKI,75808.3909948712
LESZCZYŃSKI,63675.42997253355
MIĘDZYCHODZKI,30131.0
MOGILEŃSKI,84780.28112405249
NOWOTOMYSKI,85474.14926601511
OBORNICKI,46542.0886968246
OSTROWSKI (OSTRÓW WIELKOPOLSKI),108967.15982517794
POZNAŃ (MIASTO),185461.0
RAWICKI,50911.35865998228
SZAMOTULSKI,66056.0
SZUBIŃSKI,46089.0
ŚREDZKI,49958.0
ŚREMSKI,55794.63835228093
WĄGROWIECKI,54352.0
WOLSZTYŃSKI,48661.0
WRZESIŃSKI,43849.0
WYRZYSKI,62531.0
ŻNIŃSKI,41100.44051902508
POZNAŃSKI,75345.63326262496
GNIEZNO (MIASTO),25649.0
INOWROCŁAW (MIASTO),27417.379395346583
DOLIŃSKI,91284.67460047173
HORODEŃSKI,79258.73151097869
KAŁUSKI,85218.0
KOŁOMYJSKI,159688.2684890213
KOSOWSKI (KOSÓW HUCULSKI),83647.0
NADWÓRNIAŃSKI,108331.0
ROHATYŃSKI,108380.0
STANISŁAWOWSKI,165478.27378491507
STRYJSKI,136014.86609389877
ŚNIATYŃSKI,72798.0
TŁUMACKI,101080.37445478865
ŻYDACZOWSKI,71744.45930562947
BIELSKI (BIELSKO),0.0
BIELSKO (MIASTO),0.0
CIESZYŃSKI,0.0
TARNOGÓRSKI,0.0
KATOWICE (MIASTO),0.0
KATOWICKI,0.0
LUBLINIECKI,0.0
PSZCZYŃSKI,0.0
RYBNICKI,0.0
ŚWIĘTOCHŁOWICKI,0.0
CHORZÓW,0.0
BORSZCZOWSKI,91590.67481223703
BRODZKI,81712.94103193394
BRZEŻAŃSKI,86453.75034740851
BUCZACKI,116002.91095652709
CZORTKOWSKI,78485.68711602775
KAMIONECKI,75034.54494149899
PODHAJECKI,78242.49531084677
PRZEMYŚLAŃSKI,79599.0
RADZIECHOWSKI,63779.05896806607
SKAŁACKI,79846.72173556936
TARNOPOLSKI,132095.20536898344
TREMBOWELSKI,87517.34210140667
ZALESZCZYCKI,62044.33137932328
ZBARASKI,65390.0
ZBOROWSKI,69813.0
ZŁOCZOWSKI,108051.0
KOPYCZYNIECKI,79547.23263196638
BŁOŃSKI,0.0
CIECHANOWSKI,0.0
GOSTYNIŃSKI,0.0
GRÓJECKI,0.0
KUTNOWSKI,0.0
LIPNOWSKI,0.0
ŁOWICKI,0.0
MAKOWSKI (MAKÓW MAZOWIECKI),0.0
MIŃSKI,0.0
MŁAWSKI,0.0
NIESZAWSKI,0.0
PŁOCKI,0.0
PŁOŃSKI,0.0
PRZASNYCKI,0.0
PUŁTUSKI,0.0
RADZYMIŃSKI,0.0
RAWSKI (RAWA MAZOWIECKA),0.0
RYPIŃSKI,0.0
SIERPECKI,0.0
SKIERNIEWICKI,0.0
SOCHACZEWSKI,0.0
WARSZAWSKI,0.0
WŁOCŁAWSKI,0.0
DUBIEŃSKI,0.0
HOROCHOWSKI,0.0
KOWELSKI,0.0
KRZEMIENIECKI,0.0
LUBOMELSKI,0.0
ŁUCKI,0.0
RÓWIEŃSKI,0.0
WŁODZIMIERSKI,0.0
KOSTOPOLSKI,0.0
ZDOŁBUNOWSKI,0.0
SARNEŃSKI,0.0
OSZMIAŃSKI,0.0
ŚWIĘCIAŃSKI,0.0
WILNO (MIASTO),0.0
DZIŚNIEŃSKI,0.0
WILEJSKI,0.0
WILEŃSKO-TROCKI,0.0
POSTAWSKI,0.0
MOŁODECZAŃSKI,0.0
