District,Indirect Occupation - Total,Indirect Occupation - A. Agriculture,Indirect Occupation - Excluding Agriculture - Total,Indirect Occupation  - Horticulture,Indirect Occupation - B. Mining and industry,Indirect Occupation - C. Trade and insurance,Indirect Occupation - D. Transport and communication,"Indirect Occupation - E. Public service, liberal professions","Indirect Occupation - Schooling, Education, and Culture",Indirect Occupation - Public Hygiene and Sanitation,Indirect Occupation - G. Domestic service,Indirect Occupation - N. Not further specified
OPOCZYŃSKI,130524.0,102265.0,28259.0,1046.0,17130.0,4178.0,1361.0,1253.0,846.0,358.0,692.0,1395.0
PIŃCZOWSKI,126098.0,97860.0,28238.0,645.0,13071.0,7109.0,1283.0,1743.0,1035.0,455.0,988.0,1909.0
RADOMSKI,150447.0,123370.0,27077.0,969.0,16040.0,3470.0,2393.0,1182.0,808.0,309.0,690.0,1216.0
SANDOMIERSKI,123362.0,88411.0,34951.0,917.0,16871.0,7459.0,1628.0,1925.0,1171.0,691.0,1052.0,3237.0
STOPNICKI,153091.0,122055.0,31036.0,811.0,13422.0,9055.0,1328.0,1709.0,1109.0,1056.0,885.0,1661.0
WŁOSZCZOWSKI,100607.0,80003.0,20604.0,1136.0,10563.0,4061.0,858.0,1237.0,689.0,304.0,763.0,993.0
ZAWIERCIAŃSKI,131073.0,50359.0,80714.0,460.0,58504.0,6827.0,6731.0,2374.0,1118.0,871.0,1299.0,2530.0
CZĘSTOCHOWA (MIASTO),117179.0,1714.0,115465.0,555.0,72866.0,14880.0,7587.0,5310.0,2087.0,2202.0,3541.0,6437.0
SOSNOWIEC,108959.0,433.0,108526.0,158.0,68720.0,15877.0,6646.0,4618.0,1831.0,2013.0,4003.0,4660.0
RADOM (MIASTO),77902.0,757.0,77145.0,500.0,42155.0,12107.0,7630.0,3596.0,1683.0,1523.0,2459.0,5492.0
BIALSKI (BIAŁA KRAKOWSKA),139127.0,43037.0,96090.0,878.0,62102.0,10090.0,7674.0,2826.0,1346.0,1206.0,2950.0,7018.0
BOCHEŃSKI,113790.0,80879.0,32911.0,457.0,10033.0,4054.0,7192.0,1975.0,933.0,462.0,1208.0,6597.0
BRZESKI (BRZESKO),102226.0,82357.0,19869.0,315.0,9688.0,2751.0,2229.0,1129.0,682.0,251.0,893.0,1931.0
CHRZANOWSKI,138061.0,31935.0,106126.0,682.0,70096.0,8728.0,9023.0,2344.0,1110.0,918.0,2581.0,10644.0
DĄBROWSKI,66678.0,56787.0,9891.0,166.0,3302.0,2803.0,646.0,764.0,416.0,157.0,501.0,1136.0
GORLICKI,104805.0,82009.0,22796.0,219.0,11971.0,3677.0,1659.0,1304.0,605.0,359.0,1187.0,1815.0
JASIELSKI,116146.0,93016.0,23130.0,185.0,8426.0,4201.0,2705.0,1713.0,769.0,410.0,1513.0,3208.0
KRAKOWSKI,187509.0,87916.0,99593.0,850.0,54054.0,7386.0,13126.0,4113.0,1765.0,2195.0,2511.0,13593.0
KRAKÓW (MIASTO),219286.0,1958.0,217328.0,471.0,67128.0,45490.0,16469.0,15369.0,9213.0,8773.0,18247.0,36168.0
LIMANOWSKI,87279.0,76234.0,11045.0,156.0,4639.0,1970.0,1074.0,826.0,426.0,176.0,647.0,1131.0
MIELECKI,77465.0,63419.0,14046.0,335.0,4808.0,3980.0,667.0,976.0,617.0,214.0,703.0,1746.0
MYŚLENICKI,102692.0,88190.0,14502.0,179.0,7356.0,2049.0,611.0,962.0,584.0,247.0,727.0,1787.0
NOWOSĄDECKI,183867.0,122225.0,61642.0,683.0,20471.0,10040.0,12160.0,3515.0,1609.0,1675.0,3056.0,8433.0
NOWOTARSKI,129489.0,99025.0,30464.0,271.0,11354.0,6417.0,2124.0,2410.0,1276.0,1444.0,2012.0,3156.0
ROPCZYCKI,110925.0,90781.0,20144.0,403.0,6340.0,3836.0,2943.0,1446.0,776.0,275.0,935.0,3190.0
TARNOWSKI,142365.0,79750.0,62615.0,322.0,26540.0,10926.0,6938.0,3767.0,1610.0,1458.0,3305.0,7749.0
WADOWICKI,145143.0,107290.0,37853.0,725.0,19495.0,4342.0,3211.0,2190.0,1004.0,535.0,1871.0,4480.0
ŻYWIECKI,130949.0,81172.0,49777.0,2257.0,30070.0,3299.0,5569.0,1710.0,755.0,522.0,1549.0,4046.0
BIALSKI (BIAŁA PODLASKA),115934.071186443,81704.50115640626,34229.570030036746,1581.84595314724,16331.635578109564,5321.473705366674,2407.9947889675086,2219.568107627701,1028.6854919376522,564.9841856487757,852.25904979314,3921.1231694384874
BIŁGORAJSKI,116951.0,93736.0,23215.0,722.0,11045.0,6235.0,1112.0,1237.0,822.0,389.0,582.0,1071.0
CHEŁMSKI,162340.0,113579.0,48761.0,828.0,22158.0,10192.0,5336.0,2372.0,1631.0,885.0,1330.0,4029.0
GARWOLIŃSKI,159942.0,118083.0,41859.0,1291.0,21670.0,7921.0,3539.0,1647.0,1343.0,515.0,775.0,3158.0
HRUBIESZOWSKI,129957.0,96544.0,33413.0,1123.0,16132.0,7876.0,1851.0,1668.0,1054.0,484.0,1080.0,2145.0
JANOWSKI,152718.0,118338.0,34380.0,1174.0,17531.0,7527.0,1708.0,1630.0,1121.0,526.0,998.0,2165.0
KRASNOSTAWSKI,134159.0,107942.0,26217.0,904.0,12663.0,6261.0,1202.0,1566.0,1033.0,459.0,772.0,1357.0
LUBARTOWSKI,107991.0,87291.0,20700.0,582.0,10267.0,4888.0,951.0,1201.0,852.0,346.0,551.0,1062.0
LUBELSKI,163502.0,130987.0,32515.0,1088.0,16875.0,6491.0,2741.0,1127.0,1171.0,476.0,1100.0,1446.0
ŁUKOWSKI,129083.0,99406.0,29677.0,809.0,15289.0,5825.0,2438.0,1387.0,1052.0,462.0,627.0,1788.0
PUŁAWSKI,172267.0,116140.0,56127.0,1256.0,25792.0,10218.0,5748.0,1924.0,1997.0,1011.0,1410.0,6771.0
RADZYŃSKI,98662.39827639326,71238.97314011755,27423.425136275702,972.7937825191112,15597.558447453304,4691.713718761568,1564.236471174538,1181.8896825488075,790.5816410646615,389.3166519600537,656.1628481884281,1579.1718926052308
SIEDLECKI,151411.0,97546.0,53865.0,1041.0,23250.0,9124.0,6988.0,3239.0,1757.0,1024.0,1189.0,6253.0
SOKOŁOWSKI,83949.0,65498.0,18451.0,495.0,10009.0,3332.0,929.0,1026.0,679.0,319.0,408.0,1254.0
TOMASZOWSKI,121124.0,94489.0,26635.0,841.0,12042.0,7297.0,1164.0,1529.0,925.0,372.0,909.0,1556.0
WĘGROWSKI,88788.0,67336.0,21452.0,781.0,12769.0,2786.0,1408.0,987.0,750.0,311.0,409.0,1251.0
WŁODAWSKI,113566.0,85231.0,28335.0,794.0,14536.0,6700.0,1512.0,1208.0,926.0,480.0,642.0,1537.0
ZAMOJSKI,149548.0,101710.0,47838.0,1446.0,23629.0,8833.0,3366.0,2587.0,1462.0,877.0,1784.0,3854.0
LUBLIN (MIASTO),112285.0,1750.0,110535.0,459.0,45677.0,22347.0,11742.0,7775.0,3232.0,3143.0,3967.0,12193.0
BÓBRECKI,97124.0,75118.0,22006.0,528.0,9174.0,4279.0,3493.0,1186.0,565.0,265.0,722.0,1794.0
BRZOZOWSKI,83205.0,70455.0,12750.0,223.0,5557.0,2909.0,356.0,1154.0,529.0,199.0,616.0,1207.0
DOBROMILSKI,93970.0,76984.0,16986.0,517.0,5641.0,3660.0,1678.0,1296.0,615.0,196.0,769.0,2614.0
DROHOBYCKI,194456.0,102915.0,91541.0,750.0,55558.0,11617.0,4536.0,4527.0,1852.0,1787.0,3850.0,7064.0
GRÓDECKI,85007.0,67317.0,17690.0,719.0,6700.0,3270.0,2828.0,1028.0,481.0,288.0,617.0,1759.0
JAROSŁAWSKI,148028.0,111841.0,36187.0,705.0,12633.0,7351.0,2991.0,2223.0,1092.0,651.0,1946.0,6595.0
JAWOROWSKI,86762.0,75752.0,11010.0,250.0,4046.0,2627.0,344.0,991.0,551.0,172.0,492.0,1537.0
KOLBUSZOWSKI,69565.0,59894.0,9671.0,355.0,3518.0,2950.0,229.0,707.0,433.0,179.0,338.0,962.0
KROŚNIEŃSKI,113387.0,84981.0,28406.0,317.0,14926.0,4515.0,1226.0,1579.0,813.0,764.0,1265.0,3001.0
LESKI,111575.0,92725.0,18850.0,612.0,7806.0,4336.0,1239.0,1451.0,520.0,210.0,890.0,1786.0
LWOWSKI,142800.0,104889.0,37911.0,902.0,16638.0,4380.0,6555.0,2004.0,946.0,636.0,1123.0,4727.0
LWÓW (MIASTO),312231.0,3372.0,308859.0,10421.0,93649.0,64153.0,31379.0,20689.0,12825.0,11444.0,21521.0,52157.0
ŁAŃCUCKI,97679.0,78934.0,18745.0,640.0,7288.0,4062.0,1180.0,1176.0,726.0,236.0,833.0,2604.0
MOŚCISKI,89460.0,74978.0,14482.0,290.0,4597.0,3315.0,2625.0,911.0,362.0,168.0,596.0,1618.0
NIŻAŃSKI,64233.0,51377.0,12856.0,585.0,5566.0,2341.0,783.0,798.0,377.0,192.0,422.0,1792.0
PRZEMYSKI,162544.0,92805.0,69739.0,776.0,22275.0,12651.0,7710.0,4215.0,1927.0,1576.0,3642.0,14967.0
PRZEWORSKI,61388.0,47312.0,14076.0,175.0,6747.0,2373.0,1509.0,709.0,463.0,174.0,523.0,1403.0
RAWSKI (RAWA RUSKA),122072.0,98313.0,23759.0,539.0,8809.0,5883.0,2470.0,1478.0,752.0,337.0,740.0,2751.0
RUDECKI,79170.0,68167.0,11003.0,319.0,3924.0,3356.0,554.0,901.0,454.0,144.0,470.0,881.0
RZESZOWSKI,185106.0,135003.0,50103.0,461.0,16057.0,11285.0,6011.0,3163.0,1610.0,870.0,2744.0,7902.0
SAMBORSKI,133814.0,101289.0,32525.0,276.0,10395.0,5974.0,4354.0,2687.0,1112.0,539.0,1615.0,5573.0
SANOCKI,114195.0,84893.0,29302.0,399.0,11432.0,5750.0,2970.0,1998.0,866.0,503.0,1390.0,3994.0
SOKALSKI,109111.0,81974.0,27137.0,871.0,11513.0,6287.0,1320.0,1792.0,963.0,366.0,905.0,3120.0
TARNOBRZESKI,73297.0,55424.0,17873.0,514.0,6313.0,3898.0,2490.0,1065.0,611.0,321.0,672.0,1989.0
ŻÓŁKIEWSKI,95507.0,76173.0,19334.0,553.0,8508.0,3749.0,1001.0,1606.0,607.0,283.0,823.0,2204.0
LUBACZOWSKI,87266.0,72057.0,15209.0,648.0,6220.0,3640.0,851.0,889.0,633.0,273.0,468.0,1587.0
TURCZAŃSKI,114457.0,100692.0,13765.0,239.0,6094.0,2598.0,925.0,1341.0,425.0,180.0,587.0,1376.0
BRZEZIŃSKI,150923.0,67530.0,83393.0,1009.0,51797.0,10896.0,8421.0,2534.0,1664.0,1270.0,1524.0,4278.0
KALISKI,195761.0,104649.0,91112.0,1408.0,48567.0,17186.0,4434.0,4233.0,2394.0,2125.0,3430.0,7335.0
KOLSKI,119370.0,82373.0,36997.0,950.0,19728.0,6842.0,2870.0,1661.0,964.0,625.0,1323.0,2034.0
KONIŃSKI,207495.0,156947.0,50548.0,1559.0,26934.0,8046.0,2543.0,2953.0,1480.0,990.0,1828.0,4215.0
ŁASKI,171885.0,92036.0,79849.0,894.0,56916.0,9201.0,2992.0,2501.0,1956.0,1138.0,1599.0,2652.0
ŁĘCZYCKI,127585.0,85069.0,42516.0,934.0,25078.0,7369.0,2115.0,1863.0,964.0,805.0,1245.0,2143.0
ŁÓDZKI,161671.0,52542.0,109129.0,1310.0,80090.0,10133.0,5473.0,3971.0,1556.0,1930.0,1458.0,3208.0
ŁÓDŹ (MIASTO),604629.0,1941.0,602688.0,1051.0,375972.0,103214.0,29271.0,22050.0,12900.0,14925.0,20534.0,22771.0
PIOTRKOWSKI,222195.0,134351.0,87844.0,1359.0,47196.0,11541.0,11630.0,4157.0,2000.0,1505.0,2319.0,6137.0
RADOMSZCZAŃSKI,186412.0,138681.0,47731.0,1307.0,27003.0,7296.0,3474.0,2274.0,1475.0,701.0,1541.0,2660.0
SIERADZKI,168051.0,109137.0,58914.0,967.0,36251.0,9691.0,2770.0,2358.0,1263.0,950.0,1388.0,3276.0
TURECKI,101734.0,81534.0,20200.0,440.0,11528.0,3802.0,600.0,1158.0,666.0,335.0,660.0,1011.0
WIELUŃSKI,214299.0,171424.0,42875.0,873.0,20637.0,9468.0,2468.0,2508.0,1349.0,838.0,1277.0,3457.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,11171898.0,4671.0,1167227.0,4648.0,499695.0,235034.0,104622.0,71037.0,42755.0,45978.0,60236.0,102222.0
BARANOWICKI,161038.0,124406.0,36632.0,1242.0,13286.0,6767.0,4632.0,2449.0,1138.0,834.0,1472.0,4812.0
BRASŁAWSKI,143161.0,125239.0,17922.0,918.0,7190.0,2977.0,1284.0,2509.0,632.0,308.0,773.0,1331.0
LIDZKI,183485.0,145833.0,37652.0,835.0,16651.0,6078.0,4238.0,2248.0,1160.0,777.0,1402.0,4263.0
NIEŚWIESKI,114464.0,94746.0,19718.0,911.0,6909.0,3667.0,981.0,3053.0,792.0,453.0,998.0,1954.0
NOWOGRÓDZKI,151251.4402542732,128927.97192167444,22323.46833259877,843.5835100475205,8310.778070922504,4355.411764317386,1317.1011963441877,3133.663158944348,872.6665936586629,517.0398792044167,1132.8057444377434,1840.4184147220035
SŁONIMSKI,126510.0,101808.0,24702.0,1043.0,10884.0,3946.0,1298.0,2153.0,807.0,468.0,916.0,3187.0
STOŁPECKI,97673.5597457268,81021.02807832556,16652.531667401225,773.4164899524794,6535.221929077495,2642.588235682614,1713.898803655812,2258.336841055652,607.3334063413371,286.96012079558324,672.1942555622566,1162.5815852779965
WOŁOŻYŃSKI,115522.0,101504.0,14018.0,738.0,5554.0,2118.0,763.0,2850.0,504.0,230.0,643.0,618.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),107203.0,92906.0,14297.0,1138.0,6461.0,2378.0,1132.0,970.0,548.0,233.0,634.0,803.0
BRZESKI (BRZEŚĆ N.BUG.),216685.5305371637,145676.5257034762,71009.00483368755,998.3602643336488,25512.80597443713,11991.812575871756,11196.768739857953,5798.54220982349,2088.732866997686,1682.6991623911706,1873.578102018432,9865.70493795628
DROHICKI,97040.0,86612.0,10428.0,309.0,4409.0,2009.0,820.0,975.0,377.0,190.0,374.0,965.0
KOBRYŃSKI,113972.0,96955.0,17017.0,583.0,6490.0,3341.0,1406.0,1312.0,650.0,367.0,604.0,2264.0
KOSZYRSKI,94988.0,88144.0,6844.0,356.0,2929.0,1449.0,359.0,860.0,258.0,94.0,214.0,325.0
ŁUNINIECKI,108663.0,85089.0,23574.0,1112.0,9745.0,3265.0,2816.0,3289.0,598.0,326.0,523.0,1900.0
PIŃSKI,184305.0,143027.0,41278.0,1261.0,17794.0,7838.0,3203.0,3190.0,1188.0,969.0,1150.0,4685.0
PRUŻAŃSKI,108583.0,91797.0,16786.0,487.0,6789.0,3114.0,1198.0,1475.0,607.0,342.0,508.0,2266.0
STOLIŃSKI,124765.0,104076.0,20689.0,1761.0,9512.0,3814.0,1071.0,2149.0,538.0,276.0,394.0,1174.0
IWACEWICKI,83696.0,71291.0,12405.0,957.0,5874.0,1885.0,999.0,1021.0,326.0,264.0,396.0,683.0
BRODNICKI,56287.0,35730.0,20557.0,1050.0,7767.0,2453.0,2959.0,1306.0,650.0,425.0,848.0,3099.0
CHEŁMIŃSKI,52765.0,31337.0,21428.0,620.0,9207.0,2192.0,2447.0,1198.0,729.0,433.0,790.0,3812.0
CHOJNICKI,76935.0,41281.0,35654.0,2295.0,13319.0,3158.0,6342.0,2868.0,814.0,899.0,975.0,4984.0
DZIAŁDOWSKI,42716.0,26572.0,16144.0,770.0,5764.0,1713.0,3660.0,1174.0,449.0,295.0,553.0,1766.0
GRUDZIĄDZ (MIASTO),54014.0,636.0,53378.0,307.0,23182.0,7063.0,5568.0,4153.0,1148.0,1245.0,1475.0,9237.0
GRUDZIĄDZKI,42801.0,30492.0,12309.0,572.0,5821.0,1035.0,1389.0,641.0,355.0,220.0,578.0,1698.0
KARTUSKI,68674.0,51031.0,17643.0,933.0,7194.0,1845.0,3113.0,1109.0,486.0,253.0,507.0,2203.0
KOŚCIERSKI,51716.0,33733.0,17983.0,941.0,7266.0,2089.0,2476.0,1096.0,639.0,282.0,552.0,2642.0
LUBAWSKI,53621.0,35838.0,17783.0,709.0,7492.0,2149.0,1766.0,1539.0,571.0,323.0,664.0,2570.0
SĘPOLEŃSKI,29563.0,19131.0,10432.0,375.0,4459.0,1325.0,771.0,1103.0,285.0,216.0,436.0,1462.0
STAROGARDZKI,71829.0,37574.0,34255.0,1865.0,14991.0,3055.0,3425.0,1668.0,680.0,1162.0,888.0,6521.0
ŚWIECKI,87998.0,53330.0,34668.0,1832.0,14728.0,3488.0,4622.0,1617.0,786.0,1125.0,1086.0,5384.0
TCZEWSKI,67399.0,26152.0,41247.0,744.0,13049.0,3494.0,13056.0,2746.0,754.0,641.0,1366.0,5397.0
TORUŃ (MIASTO),53993.0,528.0,53465.0,765.0,17840.0,6939.0,6929.0,5277.0,1274.0,1400.0,1923.0,11118.0
TORUŃSKI,60214.0,32271.0,27943.0,1419.0,11369.0,2123.0,6033.0,992.0,531.0,348.0,810.0,4318.0
TUCHOLSKI,41249.0,27074.0,14175.0,1476.0,5615.0,1721.0,1647.0,574.0,387.0,214.0,451.0,2090.0
WĄBRZESKI,49852.0,31617.0,18235.0,563.0,8228.0,2376.0,2255.0,1080.0,527.0,382.0,681.0,2143.0
MORSKI,85295.0,40719.0,44576.0,4767.0,16622.0,3913.0,8881.0,2790.0,848.0,753.0,1087.0,4915.0
GDYNIA (MIASTO),33217.0,921.0,32296.0,425.0,14112.0,4156.0,6409.0,2307.0,478.0,646.0,1048.0,2715.0
BYDGOSKI,58139.0,34477.0,23662.0,1763.0,11629.0,1698.0,3528.0,978.0,444.0,344.0,690.0,2588.0
BYDGOSZCZ (MIASTO),117200.0,2235.0,114965.0,921.0,44839.0,16626.0,23278.0,5716.0,2693.0,3134.0,3658.0,14100.0
CHODZIESKI,44508.0,24879.0,19629.0,1040.0,10138.0,2125.0,1638.0,1427.0,383.0,402.0,522.0,1954.0
CZARNKOWSKI,43256.0,25731.0,17525.0,1244.0,7371.0,1622.0,1850.0,1584.0,407.0,262.0,473.0,2712.0
GNIEŹNIEŃSKI,57256.0,39718.0,17538.0,1293.0,6799.0,1291.0,2135.0,660.0,518.0,615.0,638.0,3589.0
GOSTYŃSKI,55929.0,35142.0,20787.0,499.0,10603.0,2225.0,1780.0,1033.0,383.0,509.0,816.0,2939.0
INOWROCŁAWSKI,48599.0,33562.0,15037.0,845.0,8023.0,772.0,1830.0,449.0,321.0,176.0,610.0,2011.0
JAROCIŃSKI,87546.0,50341.0,37205.0,985.0,13831.0,3300.0,7499.0,1840.0,779.0,713.0,1206.0,7052.0
KĘPIŃSKI,86849.0,57625.0,29224.0,995.0,12565.0,3370.0,3632.0,2099.0,784.0,483.0,963.0,4333.0
KOŚCIAŃSKI,78899.0,48139.0,30760.0,973.0,15250.0,3211.0,2307.0,1581.0,700.0,881.0,1059.0,4798.0
KROTOSZYŃSKI,75456.0,43312.0,32144.0,961.0,15001.0,3881.0,2717.0,1977.0,767.0,645.0,1028.0,5167.0
LESZCZYŃSKI,61211.0,29426.0,31785.0,1150.0,11066.0,3845.0,5867.0,2143.0,895.0,773.0,1195.0,4851.0
MIĘDZYCHODZKI,31032.0,17322.0,13710.0,1673.0,5376.0,1240.0,1252.0,1119.0,280.0,275.0,461.0,2034.0
MOGILEŃSKI,89186.0,51402.0,37784.0,1328.0,19797.0,3782.0,3433.0,1961.0,734.0,629.0,1399.0,4721.0
NOWOTOMYSKI,87331.0,50154.0,37177.0,969.0,16858.0,4281.0,5426.0,2173.0,598.0,717.0,1085.0,5070.0
OBORNICKI,50388.0,29132.0,21256.0,1587.0,9283.0,1957.0,2492.0,1007.0,559.0,541.0,776.0,3054.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),104126.0,56162.0,47964.0,1254.0,18774.0,4420.0,11412.0,2612.0,987.0,836.0,1306.0,6363.0
POZNAŃ (MIASTO),246470.0,2049.0,244421.0,1115.0,89079.0,42810.0,33676.0,16842.0,7783.0,7608.0,11009.0,34499.0
RAWICKI,49882.0,27110.0,22772.0,595.0,10040.0,2491.0,1560.0,1873.0,794.0,472.0,805.0,4142.0
SZAMOTULSKI,67742.0,37764.0,29978.0,1638.0,13567.0,2790.0,2505.0,1919.0,536.0,559.0,970.0,5494.0
SZUBIŃSKI,47825.0,30335.0,17490.0,654.0,9283.0,1637.0,1514.0,785.0,376.0,346.0,583.0,2312.0
ŚREDZKI,49902.0,31896.0,18006.0,806.0,8152.0,2049.0,1970.0,803.0,377.0,372.0,794.0,2683.0
ŚREMSKI,57304.0,32638.0,24666.0,1406.0,10606.0,2611.0,2689.0,1162.0,495.0,976.0,873.0,3848.0
WĄGROWIECKI,54259.0,34376.0,19883.0,853.0,8416.0,2236.0,2644.0,922.0,524.0,443.0,781.0,3064.0
WOLSZTYŃSKI,47892.0,31342.0,16550.0,1014.0,6515.0,2044.0,1695.0,1283.0,450.0,328.0,544.0,2677.0
WRZESIŃSKI,43698.0,24807.0,18891.0,534.0,8311.0,1924.0,2432.0,992.0,433.0,342.0,735.0,3188.0
WYRZYSKI,66873.0,40358.0,26515.0,933.0,12236.0,2884.0,3423.0,1872.0,687.0,576.0,955.0,2949.0
ŻNIŃSKI,41521.0,25610.0,15911.0,834.0,7928.0,1635.0,1357.0,903.0,353.0,304.0,643.0,1954.0
POZNAŃSKI,91182.0,43196.0,47986.0,1920.0,24744.0,3883.0,6517.0,1589.0,784.0,943.0,1180.0,6426.0
GNIEZNO (MIASTO),30675.0,443.0,30232.0,380.0,11704.0,3784.0,5307.0,1760.0,491.0,844.0,862.0,5100.0
INOWROCŁAW (MIASTO),34364.0,1226.0,33138.0,244.0,15617.0,4172.0,4548.0,1628.0,583.0,1127.0,988.0,4231.0
DOLIŃSKI,118373.0,80007.0,38366.0,1471.0,23956.0,4518.0,1636.0,1721.0,583.0,435.0,1242.0,2804.0
HORODEŃSKI,92894.0,78699.0,14195.0,149.0,6443.0,3209.0,530.0,1156.0,509.0,252.0,540.0,1407.0
KAŁUSKI,102252.0,84099.0,18153.0,306.0,9418.0,3103.0,787.0,1139.0,515.0,312.0,822.0,1751.0
KOŁOMYJSKI,176000.0,129239.0,46761.0,681.0,18117.0,9191.0,4274.0,3196.0,1654.0,857.0,1923.0,6868.0
KOSOWSKI (KOSÓW HUCULSKI),93952.0,74300.0,19652.0,475.0,10367.0,3527.0,995.0,1370.0,366.0,327.0,570.0,1655.0
NADWÓRNIAŃSKI,140702.0,103477.0,37225.0,1324.0,21389.0,5127.0,2345.0,1933.0,688.0,545.0,1134.0,2740.0
ROHATYŃSKI,127252.0,107080.0,20172.0,449.0,7838.0,4988.0,1459.0,1630.0,767.0,337.0,795.0,1909.0
STANISŁAWOWSKI,198359.0,118295.0,80064.0,513.0,25012.0,13928.0,13966.0,5475.0,2268.0,1875.0,3620.0,13407.0
STRYJSKI,152631.0,99988.0,52643.0,814.0,21056.0,8342.0,7751.0,3043.0,1385.0,871.0,2336.0,7045.0
ŚNIATYŃSKI,78025.0,63839.0,14186.0,61.0,5290.0,3139.0,1430.0,1470.0,448.0,302.0,467.0,1579.0
TŁUMACKI,116028.0,98176.0,17852.0,419.0,7727.0,3716.0,1348.0,1403.0,558.0,238.0,659.0,1784.0
