District,Total population
ZAMOJSKI,149548.0
LUBLIN (MIASTO),112285.0
BÓBRECKI,97124.0
BRZOZOWSKI,83205.0
DOBROMILSKI,93970.0
DROHOBYCKI,194456.0
GRÓDECKI,85007.0
JAROSŁAWSKI,148028.0
JAWOROWSKI,86762.0
KOLBUSZOWSKI,69565.0
KROŚNIEŃSKI,113387.0
LESKI,111575.0
LWOWSKI,142800.0
LWÓW (MIASTO),312231.0
ŁAŃCUCKI,97679.0
MOŚCISKI,89460.0
NIŻAŃSKI,64233.0
PRZEMYSKI,162544.0
PRZEWORSKI,61388.0
RAWSKI (RAWA RUSKA),122072.0
RUDECKI,79170.0
RZESZOWSKI,185106.0
SAMBORSKI,133814.0
SANOCKI,114195.0
SOKALSKI,109111.0
TARNOBRZESKI,73297.0
ŻÓŁKIEWSKI,95507.0
LUBACZOWSKI,87266.0
TURCZAŃSKI,114457.0
BRZEZIŃSKI,150923.0
KALISKI,195761.0
KOLSKI,119370.0
KONIŃSKI,207495.0
ŁASKI,171885.0
ŁĘCZYCKI,127585.0
ŁÓDZKI,161671.0
ŁÓDŹ (MIASTO),604629.0
PIOTRKOWSKI,222195.0
RADOMSZCZAŃSKI,186412.0
SIERADZKI,168051.0
TURECKI,101734.0
WIELUŃSKI,214299.0
POŁUDNIOWO-WARSZAWSKI,0.0
PÓŁNOCNO-WARSZAWSKI,0.0
PRASKO-WARSZAWSKI,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,1171898.0
BARANOWICKI,161038.0
BRASŁAWSKI,143161.0
LIDZKI,183485.0
NIEŚWIESKI,114464.0
NOWOGRÓDZKI,151251.4402542732
SŁONIMSKI,126510.0
STOŁPECKI,97673.5597457268
WOŁOŻYŃSKI,115522.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),107203.0
BRZESKI (BRZEŚĆ N.BUG.),216685.5305371637
DROHICKI,97040.0
KOBRYŃSKI,113972.0
KOSZYRSKI,94988.0
ŁUNINIECKI,108663.0
PIŃSKI,184305.0
PRUŻAŃSKI,108583.0
STOLIŃSKI,124765.0
IWACEWICKI,83696.0
BRODNICKI,56287.0
CHEŁMIŃSKI,52765.0
CHOJNICKI,76935.0
DZIAŁDOWSKI,42716.0
GRUDZIĄDZ (MIASTO),54014.0
GRUDZIĄDZKI,42801.0
KARTUSKI,68674.0
KOŚCIERSKI,51716.0
LUBAWSKI,53621.0
SĘPOLEŃSKI,29563.0
STAROGARDZKI,71829.0
ŚWIECKI,87998.0
TCZEWSKI,67399.0
TORUŃ (MIASTO),53993.0
TORUŃSKI,60214.0
TUCHOLSKI,41249.0
WĄBRZESKI,49852.0
MORSKI,85295.0
GDYNIA (MIASTO),33217.0
BYDGOSKI,58139.0
BYDGOSZCZ (MIASTO),117200.0
CHODZIESKI,44508.0
CZARNKOWSKI,43256.0
GNIEŹNIEŃSKI,57256.0
GOSTYŃSKI,55929.0
INOWROCŁAWSKI,48599.0
JAROCIŃSKI,87546.0
KĘPIŃSKI,86849.0
KOŚCIAŃSKI,78899.0
KROTOSZYŃSKI,75456.0
LESZCZYŃSKI,61211.0
MIĘDZYCHODZKI,31032.0
MOGILEŃSKI,89186.0
NOWOTOMYSKI,87331.0
OBORNICKI,50388.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),104126.0
POZNAŃ (MIASTO),246470.0
RAWICKI,49882.0
SZAMOTULSKI,67742.0
SZUBIŃSKI,47825.0
ŚREDZKI,49902.0
ŚREMSKI,57304.0
WĄGROWIECKI,54259.0
WOLSZTYŃSKI,47892.0
WRZESIŃSKI,43698.0
WYRZYSKI,66873.0
ŻNIŃSKI,41521.0
POZNAŃSKI,91182.0
GNIEZNO (MIASTO),30675.0
INOWROCŁAW (MIASTO),34364.0
DOLIŃSKI,118373.0
HORODEŃSKI,92894.0
KAŁUSKI,102252.0
KOŁOMYJSKI,176000.0
KOSOWSKI (KOSÓW HUCULSKI),93952.0
NADWÓRNIAŃSKI,140702.0
ROHATYŃSKI,127252.0
STANISŁAWOWSKI,198359.0
STRYJSKI,152631.0
ŚNIATYŃSKI,78025.0
TŁUMACKI,116028.0
ŻYDACZOWSKI,83817.0
BIELSKI (BIELSKO),62584.0
BIELSKO (MIASTO),22332.0
CIESZYŃSKI,81087.0
TARNOGÓRSKI,64592.0
KATOWICE (MIASTO),126058.0
KATOWICKI,215145.0
LUBLINIECKI,45232.0
PSZCZYŃSKI,162015.0
RYBNICKI,212829.0
ŚWIĘTOCHŁOWICKI,201176.0
CHORZÓW,101977.0
BORSZCZOWSKI,103277.0
BRODZKI,91248.0
BRZEŻAŃSKI,103824.0
BUCZACKI,139062.0
CZORTKOWSKI,84008.0
KAMIONECKI,82111.0
PODHAJECKI,95663.0
PRZEMYŚLAŃSKI,89908.0
RADZIECHOWSKI,69313.0
SKAŁACKI,89215.0
TARNOPOLSKI,142220.0
TREMBOWELSKI,84321.0
ZALESZCZYCKI,72021.0
ZBARASKI,65579.0
ZBOROWSKI,81413.0
ZŁOCZOWSKI,118609.0
KOPYCZYNIECKI,88614.0
BŁOŃSKI,143824.0
CIECHANOWSKI,78763.0
GOSTYNIŃSKI,81566.0
GRÓJECKI,132357.0
KUTNOWSKI,108002.0
LIPNOWSKI,104500.0
ŁOWICKI,104785.0
MAKOWSKI (MAKÓW MAZOWIECKI),65561.0
MIŃSKI,111133.0
MŁAWSKI,103131.0
NIESZAWSKI,117874.0
PŁOCKI,128144.0
PŁOŃSKI,81424.0
PRZASNYCKI,69118.0
PUŁTUSKI,118297.0
RADZYMIŃSKI,97338.0
RAWSKI (RAWA MAZOWIECKA),93552.0
RYPIŃSKI,86607.0
SIERPECKI,83168.0
SKIERNIEWICKI,71045.0
SOCHACZEWSKI,75181.0
WARSZAWSKI,326072.0
WŁOCŁAWSKI,147786.0
DUBIEŃSKI,226709.0
HOROCHOWSKI,122045.0
KOWELSKI,255095.0
KRZEMIENIECKI,243032.0
LUBOMELSKI,85507.0
ŁUCKI,290805.0
RÓWIEŃSKI,252787.0
WŁODZIMIERSKI,150374.0
KOSTOPOLSKI,159602.0
ZDOŁBUNOWSKI,118334.0
SARNEŃSKI,181284.0
OSZMIAŃSKI,104218.50437609632
ŚWIĘCIAŃSKI,136475.0
WILNO (MIASTO),195071.0
DZIŚNIEŃSKI,159886.0
WILEJSKI,131070.0
WILEŃSKO-TROCKI,214865.49562390367
POSTAWSKI,99907.0
MOŁODECZAŃSKI,91285.0
