District,Roman Catholic,% Roman Catholic,Greek Catholic,% Greek Catholic,Evangelical,% Evangelical,Orthodox,% Orthodox,Mosaic (Jewish),% Mosaic (Jewish),Other Christian denominations,% Other Christian,Other or unknown,% Other
CZĘSTOCHOWSKI,197259.55443590024,0.8397883045168248,33.12961169530339,0.00014104152659000232,1244.309239261836,0.005297367420458716,859.421103389929,0.003658792416414515,29394.73517682992,0.12514149173542585,54.566419262852634,0.00023230386280712336,33.12961169530339,0.00014104152659000232
IŁŻECKI,126405.0,0.921050714,5.0,3.64325e-05,492.0,0.003584961,51.0,0.000371612,10242.0,0.074628388,45.0,0.000327893,0.0,0.0
JĘDRZEJOWSKI,91053.51735239707,0.9039659388532426,2.063724631667222,2.0363057119517346e-05,9.191173895001667,9.099377295166783e-05,24.60538400083861,0.00024329024502508847,10413.257685775994,0.1035845965858842,6.063724631667222,6.023585711951735e-05,0.023896736875208387,1.5999661895847855e-07
KIELECKI,154548.0,0.859239656,71.0,0.000394738,857.0,0.004764658,164.0,0.00091179,24214.0,0.134622441,0.0,0.0,12.0,6.67163e-05
KONECKI,125537.0,0.866035211,9.0,6.20878e-05,161.0,0.001110682,79.0,0.000544993,19135.0,0.132005574,0.0,0.0,35.0,0.000241453
KOZIENICKI,108794.0,0.875556307,3.0,2.41435e-05,2369.0,0.019065324,68.0,0.000547253,13021.0,0.104790877,0.0,0.0,2.0,1.60957e-05
MIECHOWSKI,139798.4826476029,0.9359959471467575,7.936275368332778,5.313594288048266e-05,23.80882610499833,0.00015940802704833218,75.39461599916139,0.0005047917549749115,8251.742314224006,0.0552480774141158,7.936275368332778,5.313594288048266e-05,2.9761032631247915,1.9926003381041522e-05
OLKUSKI,124456.0,0.913512284,6.0,4.40403e-05,105.0,0.000770704,66.0,0.000484443,11592.0,0.085085768,12.0,8.80805e-05,2.0,1.46801e-05
OPATOWSKI,137603.0,0.846266913,4.0,2.46002e-05,39.0,0.000239852,21.0,0.000129151,24915.0,0.153228782,0.0,0.0,18.0,0.000110701
OPOCZYŃSKI,111169.0,0.906976365,1.0,8.15854e-06,1312.0,0.010704,33.0,0.000269232,10053.0,0.082017769,0.0,0.0,3.0,2.44756e-05
PIŃCZOWSKI,105712.0,0.87799206,1.0,8.30551e-06,9.0,7.47496e-05,27.0,0.000224249,14639.0,0.121584359,13.0,0.000107972,1.0,8.30551e-06
RADOMSKI,157599.9495666526,0.8147268622233247,9.864979285205193,5.099789826300391e-05,1488.6253741374635,0.007695580569077075,248.59747798717083,0.0012851463654091073,31449.553961234153,0.16258124718076666,2.9594937855615577,1.529939907383903e-05,27.62194199857454,0.0001427936021574881
SANDOMIERSKI,95722.0,0.855707428,8.0,7.15161e-05,151.0,0.001349865,51.0,0.000455915,15904.0,0.142173909,0.0,0.0,27.0,0.000241367
STOPNICKI,122434.0,0.870647969,3.0,2.13335e-05,206.0,0.001464899,46.0,0.000327113,17916.0,0.127403573,1.0,7.11116e-06,18.0,0.000128001
WŁOSZCZOWSKI,82480.0,0.909141012,0.0,0.0,495.0,0.005456169,42.0,0.000462948,7706.0,0.084939872,0.0,0.0,0.0,0.0
ZAWIERCIAŃSKI,219859.3303124727,0.568947008008224,54.14099806187784,0.00014010501837480918,853.0508475115386,0.0022075054396105713,629.8842945247738,0.0016300005799424425,33303.31636879412,0.08618157006749723,407.37799761193446,0.0010542038027375586,36.97434013981901,9.56816692089645e-05
