District,Total,1. All types of professional purchasing (total),a. Professional purchasing (agricultural products),b. Professional purchasing (livestock),c. Professional purchasing (plant and animal products),2. Food and colonial goods (exclusively),3. Food products along with non-food items (excluding wine and spirits),"4. Meat, fats, and meat products (exclusively)",5. Catering establishments with and without alcohol,"6. Wine, spirits, and beer (possibly with food and colonial goods)",7. Tobacco monopoly products,8. Textiles,"9. Textiles with clothing, haberdashery, garments, and footwear",10. Ready-made clothing and haberdashery,"11. Garments, garment parts, furs, and fur products",12. Footwear,13. Footwear with leather and shoemaking accessories,14. All types of leather and leather products (excluding footwear),"15. Machinery, tools, and technical goods (excluding agricultural)",16. Building materials and fuels,17. Furniture and all wooden products,"18. Iron, ironware, enameled and aluminum goods (possibly with other goods)","19. Kitchenware, porcelain, faience, glassware, window panes, and mirrors","20. Soap, candles, paints, gasoline, kerosene, mineral oils, lubricants (soap shops)","21. Musical, optical, surgical instruments, photographic equipment and accessories","22. Watchmaking, jewelry, and silver-plated products","23. Electrical equipment, radio equipment, and all lighting accessories",24. Pharmacies,"25. Pharmaceutical warehouses, perfumeries, and cosmetic shops","26. Rubber goods, oilcloth, linoleum, galoshes, tarpaulins, tires, inner tubes, etc.","27. Bookstores, stationery, and paper products (possibly with other goods)","28. Agricultural machinery, tools, and goods",29. Agricultural-commercial syndicates and cooperatives,"30. Banks, exchange offices, and other short- and long-term credit institutions","31. Forwarding, transport, and communication enterprises","32. Other service enterprises (reading rooms, clinics, laundries, bathhouses, garages, dance halls, etc.)","33. Hotels, boarding houses, furnished rooms, lodging houses","34. Theaters, cinemas, and other performances",35. Insurance companies,"36. Offices: commission, trade brokerage, advertising, legal advice, agency, technical, etc.",37. Other enterprises not listed above,38. Cards with no industry/branch specified,ZP. Industrial activities
WOŁKOWYSKI,94.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,13.0,13.0,1.0,7.0,4.0,1.0,11.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0
WYSOKOMAZOWIECKI,38.0,4.0,4.0,0.0,0.0,2.0,5.0,0.0,8.0,6.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BIAŁYSTOK (MIASTO),238.0,5.0,0.0,0.0,2.0,25.0,5.0,3.0,10.0,9.0,1.0,26.0,4.0,9.0,10.0,4.0,1.0,8.0,5.0,8.0,5.0,3.0,5.0,16.0,2.0,4.0,3.0,6.0,7.0,8.0,7.0,2.0,0.0,2.0,15.0,0.0,1.0,3.0,5.0,6.0,5.0,0.0,13.0
BĘDZIŃSKI,268.0,4.0,1.0,1.0,2.0,37.0,5.0,0.0,26.0,31.0,3.0,27.0,4.0,8.0,8.0,2.0,0.0,1.0,8.0,15.0,4.0,17.0,4.0,6.0,1.0,2.0,4.0,1.0,8.0,0.0,6.0,6.0,0.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,9.0,9.0,7.0
CZĘSTOCHOWSKI,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IŁŻECKI,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JĘDRZEJOWSKI,31.54165936917139,2.0238967368752085,1.0238967368752083,1.0,0.0,5.05575905270882,5.079655789584028,0.0,5.119483684376042,1.0955869475008335,3.031862315833611,0.03186231583361118,0.007965578958402796,0.01593115791680559,1.0,0.0,0.007965578958402796,0.007965578958402796,2.0,0.0,0.0,2.007965578958403,1.0,2.0238967368752085,0.0,1.0,0.0,0.007965578958402796,0.0,0.0,0.0,0.007965578958402796,0.0,0.0,1.0159311579168055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIELECKI,103.0,2.0,0.0,0.0,1.0,7.0,3.0,3.0,4.0,14.0,4.0,6.0,1.0,4.0,2.0,7.0,0.0,3.0,4.0,4.0,1.0,2.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,4.0,0.0,1.0
KONECKI,68.0,1.0,0.0,0.0,0.0,9.0,4.0,0.0,11.0,13.0,4.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,1.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
KOZIENICKI,12.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIECHOWSKI,67.45834063082862,2.9761032631247915,2.9761032631247915,0.0,0.0,6.94424094729118,9.920344210415973,0.0,14.880516315623959,11.904413052499166,3.968137684166389,3.968137684166389,0.9920344210415972,1.9840688420831945,0.0,0.0,0.9920344210415972,0.9920344210415972,0.0,0.0,0.0,0.9920344210415972,0.0,2.9761032631247915,0.0,0.0,0.0,0.9920344210415972,0.0,0.0,0.0,0.9920344210415972,0.0,0.0,1.9840688420831945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLKUSKI,59.0,1.0,0.0,1.0,0.0,5.0,4.0,0.0,22.0,8.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
OPATOWSKI,52.0,1.0,0.0,1.0,0.0,6.0,3.0,0.0,4.0,3.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
OPOCZYŃSKI,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIŃCZOWSKI,35.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,4.0,8.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RADOMSKI,156.85317063476256,1.9729958570410384,0.9864979285205192,0.0,0.0,11.837975142246231,2.9594937855615577,0.9864979285205192,19.729958570410385,16.770464784848826,2.9594937855615577,8.878481356684674,4.932489642602596,3.945991714082077,6.905485499643635,4.932489642602596,0.9864979285205192,6.905485499643635,4.932489642602596,6.905485499643635,5.9189875711231155,4.932489642602596,5.9189875711231155,7.891983428164154,0.0,0.0,1.9729958570410384,2.9594937855615577,5.9189875711231155,0.9864979285205192,1.9729958570410384,0.0,0.0,0.9864979285205192,0.0,0.0,1.9729958570410384,1.9729958570410384,0.0,1.9729958570410384,3.945991714082077,0.9864979285205192,0.0
SANDOMIERSKI,21.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
STOPNICKI,15.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WŁOSZCZOWSKI,13.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAWIERCIAŃSKI,67.0,1.0,0.0,0.0,0.0,9.0,2.0,1.0,14.0,17.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CZĘSTOCHOWA (MIASTO),225.0,8.0,0.0,0.0,5.0,26.0,1.0,4.0,15.0,11.0,3.0,20.0,6.0,15.0,8.0,0.0,1.0,2.0,4.0,12.0,3.0,6.0,8.0,13.0,3.0,3.0,2.0,3.0,11.0,0.0,5.0,2.0,0.0,2.0,7.0,4.0,1.0,2.0,3.0,5.0,2.0,4.0,8.0
SOSNOWIEC,210.0,1.0,1.0,0.0,0.0,22.0,3.0,2.0,8.0,16.0,2.0,19.0,3.0,19.0,15.0,2.0,4.0,2.0,4.0,12.0,6.0,5.0,6.0,4.0,1.0,4.0,3.0,2.0,6.0,1.0,7.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,17.0,3.0,0.0,4.0
RADOM (MIASTO),2.146829365237443,0.027004142958961544,0.013502071479480772,0.0,0.0,0.16202485775376926,0.040506214438442316,0.013502071479480772,0.2700414295896154,0.22953521515117312,0.040506214438442316,0.12151864331532694,0.06751035739740385,0.05400828591792309,0.09451450035636541,0.06751035739740385,0.013502071479480772,0.09451450035636541,0.06751035739740385,0.09451450035636541,0.08101242887688463,0.06751035739740385,0.08101242887688463,0.10801657183584618,0.0,0.0,0.027004142958961544,0.040506214438442316,0.08101242887688463,0.013502071479480772,0.027004142958961544,0.0,0.0,0.013502071479480772,0.0,0.0,0.027004142958961544,0.027004142958961544,0.0,0.027004142958961544,0.05400828591792309,0.013502071479480772,0.0
BIALSKI (BIAŁA KRAKOWSKA),149.7944548898272,6.0,1.0,3.0,0.0,16.088272765536356,1.5220681913840886,4.0,55.3972274449136,10.088272765536354,4.566204574152266,9.0,2.0,3.0,2.0,0.0,0.0,0.0,4.044136382768177,2.0,2.0,1.5220681913840886,6.0,1.0,1.0,0.0,0.0,1.0,2.5220681913840886,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.044136382768177,1.0,3.0,13.566204574152266
BOCHEŃSKI,43.0,3.0,1.0,0.0,2.0,11.0,2.0,1.0,3.0,4.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
BRZESKI (BRZESKO),22.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CHRZANOWSKI,52.0,7.0,2.0,2.0,1.0,13.0,0.0,0.0,8.0,6.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0
DĄBROWSKI,8.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
GORLICKI,13.340596868509937,1.0,0.0,0.0,1.0,2.405420228555247,1.2810840457110495,0.0,2.405420228555247,0.2810840457110494,4.967588319977345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JASIELSKI,19.097969300338306,0.010800163856248969,0.0,0.0021600327712497937,0.008640131084999175,1.4187298469591616,1.4165698141879117,0.0043200655424995875,2.0043200655424998,1.0,3.830979595604574,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0021600327712497937,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4100897158741622,0.0,0.0,0.0,1.0,0.0,0.0043200655424995875
KRAKOWSKI,16.892445437993516,0.0,0.0,0.0,0.0,0.8154075729989191,0.8154075729989191,0.0,7.815407572998919,1.815407572998919,3.815407572998919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8154075729989191,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8154075729989191
KRAKÓW (MIASTO),854.0,9.0,3.0,1.0,2.0,69.0,1.0,14.0,49.0,22.0,7.0,77.0,6.0,74.0,26.0,19.0,7.0,22.0,26.0,31.0,19.0,31.0,13.0,13.0,19.0,23.0,11.0,12.0,20.0,9.0,37.0,12.0,0.0,3.0,20.0,12.0,13.0,6.0,18.0,73.0,20.0,11.0,106.0
LIMANOWSKI,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
MIELECKI,4.973978237379289,0.9947956474758579,0.0,0.9947956474758579,0.0,0.0,0.0,0.0,0.0,0.0,3.9791825899034317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9947956474758579
MYŚLENICKI,21.544114964536046,1.0769693304090393,0.0,0.0,0.3589897768030131,1.9795413110161464,0.543582203804094,0.0,8.287418632652303,1.2615617574101203,3.620551534213133,0.7179795536060262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18459242700108092,0.0,0.0,0.0,0.7179795536060262,1.7949488840150654,0.0,0.0,0.3589897768030131,0.0,1.0,1.5435822038040938
NOWOSĄDECKI,106.57175860630427,3.0,0.0,0.0,2.0,18.782041738501125,4.556408347700225,2.0,19.782041738501125,12.556408347700225,8.894858433901575,4.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,2.0,0.0,7.0
NOWOTARSKI,112.59069077032517,1.4598156351389648,0.0,0.0,0.15327187837965495,11.766359391898275,1.153271878379655,2.0,18.605621932454135,6.459815635138964,2.61308751351862,3.30654375675931,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.30654375675931,36.76635939189828,2.0,0.0,2.153271878379655,0.0,2.0,6.153271878379655
ROPCZYCKI,24.902030699661697,4.989199836143752,0.0,0.9978399672287503,3.9913598689150014,4.5812701530408395,3.5834301858120887,1.9956799344575007,1.9956799344575007,0.0,6.169020404395427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9978399672287503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5899102841258378,0.0,0.0,0.0,0.0,0.0,1.9956799344575007
TARNOWSKI,97.0876445251858,3.0,1.0,0.0,2.0,12.812538032943628,0.16250760658872573,0.0,11.812538032943628,7.162507606588726,5.13755324612108,7.0,1.0,3.0,4.0,1.0,1.0,0.0,3.0,8.0,0.0,5.0,3.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,5.0
WADOWICKI,54.57731143253019,0.9329139294667936,0.0,0.0,0.31097130982226456,5.466583783574968,0.7889031184381761,0.0,21.889284822064905,5.844641163930439,3.677680665136793,0.6219426196445291,1.0,0.0,0.0,0.0,0.0,0.0,1.955863617231823,3.0,1.0,1.4779318086159114,0.0,0.0,0.0,0.0,0.0,0.0,0.47793180861591145,0.0,0.0,1.0,0.0,0.0,0.0,1.6219426196445292,1.5548565491113229,1.0,0.0,1.2668349270540875,0.0,0.0,4.744766735669999
ŻYWIECKI,59.60098250478789,0.530301104985202,0.0,0.0,0.17676703499506732,8.883835174975337,2.176767034995067,0.0,22.005039594916145,7.530301104985202,3.707068139980269,0.35353406999013465,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.35353406999013465,0.8838351749753366,1.0,0.0,0.17676703499506732,0.0,0.0,3.176767034995067
BIALSKI (BIAŁA PODLASKA),60.30709066351286,1.0043052379538269,1.0043052379538269,0.0,0.0,9.071535482867915,1.5400729793877845,0.0,14.214606448603746,13.2232169245114,2.0715354828679153,4.084451196729396,0.0,0.0,0.004305237953826805,0.0,0.0,0.0,2.0,3.0,1.0043052379538269,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.004305237953826805,0.0,1.0086104759076535,0.5357677414339576,0.0,0.5357677414339576,0.0,0.0,0.004305237953826805,0.0,0.0,0.0,0.0,0.012915713861480414
BIŁGORAJSKI,16.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEŁMSKI,94.0,4.0,3.0,0.0,1.0,5.0,7.0,0.0,12.0,19.0,1.0,7.0,1.0,3.0,7.0,1.0,0.0,0.0,1.0,3.0,1.0,4.0,2.0,4.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
GARWOLIŃSKI,49.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,17.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
HRUBIESZOWSKI,38.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,13.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
JANOWSKI,41.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,10.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
KRASNOSTAWSKI,40.0,3.0,2.0,0.0,1.0,2.0,3.0,0.0,8.0,8.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
LUBARTOWSKI,6.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
