District,Konie,Bydło rogate,Trzoda chlewna,Owce,Kozy
ŁAŃCUCKI,12304.759091427984,39601.85662595622,11655.345392459094,827.1008843304484,307.5705972355879
MOŚCISKI,14037.0,30411.0,15123.0,553.0,75.0
NIŻAŃSKI,7316.0,22363.0,9617.0,302.0,86.0
PRZEMYSKI,15388.0,42631.0,10545.0,543.0,498.0
PRZEWORSKI,7420.0,22942.0,8006.0,174.0,312.0
RAWSKI (RAWA RUSKA),16862.0,33919.0,17567.0,4422.0,76.0
RUDECKI,12654.542961416044,25134.67718663716,10415.967194005014,41.62026659197132,19.819174567605394
RZESZOWSKI,15384.240908572014,66185.14337404376,20971.654607540906,289.8991156695516,882.4294027644121
SAMBORSKI,17868.340433407942,44238.25651663455,12856.360956464063,700.0166627780378,259.55674013118255
SANOCKI,12941.0,39933.0,8132.0,3093.0,1260.0
SOKALSKI,22116.77606170846,29735.938213419235,28329.18581300537,22366.666261640436,77.65512189121135
TARNOBRZESKI,10280.0,26375.0,13526.0,262.0,157.0
ŻÓŁKIEWSKI,14634.0,28898.0,16148.0,582.0,96.0
LUBACZOWSKI,14300.22320824418,29048.087176875324,14675.400129905374,3592.344052754885,28.35800458913391
TURCZAŃSKI,12173.0,46422.0,8998.0,15343.0,1280.0
BRZEZIŃSKI,11708.0,32733.0,21837.0,2030.0,348.0
KALISKI,17684.0,45809.0,28875.0,1741.0,1847.0
KOLSKI,15964.0,38020.0,31096.0,2226.0,970.0
KONIŃSKI,27373.0,69995.0,54748.0,4227.0,4314.0
ŁASKI,15570.0,40255.0,22738.0,4157.0,424.0
ŁĘCZYCKI,18633.0,43128.0,30188.0,1523.0,464.0
ŁÓDZKI,10811.0,26844.0,10984.0,1212.0,470.0
ŁÓDŹ (MIASTO),3776.0,1878.0,200.0,33.0,247.0
PIOTRKOWSKI,22003.0,53035.0,34012.0,8812.0,477.0
RADOMSZCZAŃSKI,21136.0,49882.0,27410.0,6189.0,183.0
SIERADZKI,17875.0,48948.0,36238.0,1632.0,1172.0
TURECKI,14018.0,37580.0,27554.0,1798.0,681.0
WIELUŃSKI,20278.0,61713.0,37288.0,6122.0,1919.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,24175.0,48352.0,23670.0,24953.0,248.0
BRASŁAWSKI,28737.0,61085.0,37843.0,81056.0,413.0
LIDZKI,32484.0,67337.0,33930.0,58009.0,83.0
NIEŚWIESKI,20081.0,40645.0,30612.0,35027.0,128.0
NOWOGRÓDZKI,25758.411303046072,52086.52242855061,32279.891121196564,37079.541307867694,73.88025287474402
SŁONIMSKI,22100.0,43569.0,26644.0,52783.0,140.0
STOŁPECKI,15453.588696953926,33281.47757144939,26299.108878803436,28784.458692132303,50.11974712525598
WOŁOŻYŃSKI,19012.0,41604.0,33984.0,33238.0,50.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),18663.0,37130.0,13333.0,33314.0,19.0
BRZESKI (BRZEŚĆ N.BUG.),31654.007472880083,68784.75967324286,38637.80187685232,68735.78492442239,302.30663250861556
DROHICKI,15306.0,42109.0,24377.0,38491.0,89.0
KOBRYŃSKI,18606.0,63574.0,28842.0,63549.0,128.0
KOSZYRSKI,12890.0,49668.0,15041.0,59122.0,15.0
ŁUNINIECKI,17116.0,51397.0,22549.0,35814.0,240.0
PIŃSKI,26310.0,73258.0,32076.0,59503.0,313.0
PRUŻAŃSKI,18625.0,39459.0,24764.0,46035.0,207.0
STOLIŃSKI,18677.0,57931.0,20392.0,25398.0,102.0
IWACEWICKI,13566.0,32139.0,15700.0,21825.0,68.0
BRODNICKI,11272.543367729479,7928.829433470442,32071.902363009773,8593.848487983933,965.0756097638896
CHEŁMIŃSKI,9893.178488865073,4852.012594655049,27523.174018452133,16514.418617586114,1012.448644344429
CHOJNICKI,8509.422758990468,25334.45213199768,27045.178075627162,11706.683978882242,1757.7283458647019
DZIAŁDOWSKI,7580.0,20753.0,18976.0,4341.0,667.0
GRUDZIĄDZ (MIASTO),424.0,280.0,265.0,0.0,104.0
GRUDZIĄDZKI,11236.26857513596,26063.68107352795,29503.15543054292,11215.719795193623,920.7810440828127
KARTUSKI,9191.670862597088,24477.023460015793,32161.463017188038,8781.546279489581,953.5161932202003
KOŚCIERSKI,7632.758260493027,21959.54511707151,25888.350359933163,9377.337742409032,1244.033725377346
LUBAWSKI,10475.895512765166,26846.884098377643,26044.667228131962,4460.710094072695,1494.9095210805758
SĘPOLEŃSKI,6186.0,19648.0,24690.0,14428.0,1274.0
STAROGARDZKI,8562.612278527531,21065.48412681202,24934.663455497575,8075.452774707503,2433.488639371382
ŚWIECKI,14212.941708164768,34996.05347514881,54714.574914401586,8203.11441786108,3476.7565537292385
TCZEWSKI,9554.0,19783.0,18906.0,8260.0,1925.0
TORUŃ (MIASTO),607.5368073371255,531.4970139024273,591.5520982697716,88.65857466087071,184.44725799893345
TORUŃSKI,9880.176724410683,23987.468695112704,24455.70663721861,11134.579111877794,1087.6664412425228
TUCHOLSKI,6250.567152332798,17298.749873910005,22522.05560315098,5593.4373570371135,1853.8835864889356
WĄBRZESKI,9938.400523756516,25069.62709095379,26387.842224374832,4383.065318624972,875.6714814868366
MORSKI,9226.02697889432,25601.69181504419,28812.714574201498,11048.427449613453,782.5929559481958
GDYNIA (MIASTO),568.0,300.0,156.0,34.0,0.0
BYDGOSKI,10792.244825849195,30066.675418705927,35663.28223181497,7897.688958509604,1925.0492157013812
BYDGOSZCZ (MIASTO),1508.7551741508048,1195.324581294072,1298.71776818503,30.31104149039484,1305.9507842986186
CHODZIESKI,7738.0,22306.0,30194.0,3670.0,3072.0
CZARNKOWSKI,5850.725108319142,13462.138963869194,23713.334841408887,2646.4396338605047,3380.8466725805247
GNIEŹNIEŃSKI,13369.113815665636,38115.9291875935,49480.3122387841,6689.557643188451,3278.8547229454807
GOSTYŃSKI,9042.608980642568,28602.54531654027,29523.204488894862,5351.585383577451,2717.0546182994385
INOWROCŁAWSKI,10826.405078858117,30203.62035216788,31953.392397749358,9335.088326936384,1928.017075691645
JAROCIŃSKI,13082.537567249909,37781.078243953074,37077.816835163125,8673.557375076092,4456.801967971532
KĘPIŃSKI,12325.657071221325,35058.45747318465,32958.5239936529,1896.7433717930373,5132.3644177929245
KOŚCIAŃSKI,13166.652642262497,42236.25703677585,42777.692479613295,6416.926120888997,5328.495179438985
KROTOSZYŃSKI,11938.26588437796,35908.510700716506,33564.171647941155,3312.2978991528544,3169.4872774730143
LESZCZYŃSKI,8435.292333988324,29094.945074601328,32231.934434270297,1524.2842399182696,3462.287081586915
MIĘDZYCHODZKI,4996.0,14381.0,16486.0,1281.0,2654.0
MOGILEŃSKI,16188.251111713984,42881.10867013163,45932.003347746315,12795.213588401091,5059.667014417748
NOWOTOMYSKI,11888.755896440525,5346.304905092799,49030.038035173886,4859.281228008153,7835.205046267707
OBORNICKI,9787.105425063746,4899.193151743275,43170.85131380385,6747.838908160331,3433.7910936131675
OSTROWSKI (OSTRÓW WIELKOPOLSKI),11264.209387079627,10605.960863032633,35422.192876403926,2131.066713485795,4796.612788350039
POZNAŃ (MIASTO),2229.0,66.0,876.0,4.0,766.0
RAWICKI,6101.242303947466,4074.922596144427,22212.70722758382,365.4981389482364,2365.8136601345936
SZAMOTULSKI,10500.0,4873.0,37725.0,7640.0,4870.0
SZUBIŃSKI,9338.0,4256.0,31964.0,5787.0,1482.0
ŚREDZKI,9950.0,4392.0,31803.0,3889.0,2147.0
ŚREMSKI,9267.533829230322,4260.322695051265,26387.75601647663,3247.0407571592664,2062.0830089525575
WĄGROWIECKI,11383.0,5204.0,43315.0,4994.0,2876.0
WOLSZTYŃSKI,6804.0,3764.0,28468.0,1582.0,5162.0
WRZESIŃSKI,7602.0,3861.0,27127.0,1595.0,2070.0
WYRZYSKI,12388.0,6304.0,42083.0,17076.0,2483.0
ŻNIŃSKI,8606.416856086284,4248.899353418416,33859.095816504334,3651.113663922449,2232.4472120719443
POZNAŃSKI,12654.631786710685,5166.425768151199,39838.36440657865,3092.5553344590235,5077.18823810343
GNIEZNO (MIASTO),306.0,164.0,486.0,2.0,260.0
INOWROCŁAW (MIASTO),519.594921141882,521.3796478321176,867.60760225064,97.91167306361667,222.9829243083549
DOLIŃSKI,9001.766733955123,38242.23196808491,9481.071666119471,18733.94835457504,757.1490263074261
HORODEŃSKI,15265.784912953324,22739.86176177034,17779.55342682999,18070.877762352906,988.9438145677575
KAŁUSKI,8801.0,30333.0,11344.0,4664.0,593.0
KOŁOMYJSKI,16617.215087046676,43583.138238229665,24844.44657317001,18830.122237647094,3201.0561854322423
KOSOWSKI (KOSÓW HUCULSKI),6081.0,31462.0,12136.0,56748.0,2215.0
NADWÓRNIAŃSKI,10370.0,31714.0,11704.0,17069.0,2278.0
ROHATYŃSKI,17245.0,39580.0,19562.0,847.0,1068.0
STANISŁAWOWSKI,13451.965776359644,39911.36326910935,14670.379789746565,814.2736945411312,1413.0525660370736
STRYJSKI,12546.342324298483,45348.04147561779,11852.021487374705,10029.84334944725,631.2262826919368
ŚNIATYŃSKI,8675.0,19975.0,13958.0,11342.0,2582.0
TŁUMACKI,12980.166945932722,31687.429361740466,16174.161973741078,3316.309846662042,1001.20597690719
ŻYDACZOWSKI,10069.890941746393,28945.72655629729,8396.906846505824,151.20829597771078,169.6246910006371
BIELSKI (BIELSKO),2434.0,14809.0,8478.0,204.0,947.0
BIELSKO (MIASTO),178.0,69.0,15.0,0.0,6.0
CIESZYŃSKI,3466.0,22042.0,14947.0,3076.0,1841.0
TARNOGÓRSKI,1181.0,3506.0,2871.0,24.0,3415.0
KATOWICE (MIASTO),1007.0,272.0,917.0,38.0,2097.0
KATOWICKI,2009.772845156987,1741.5080116404376,3516.6597977813003,21.248699684479156,7461.835039199597
LUBLINIECKI,3798.0,13831.0,7842.0,114.0,1326.0
PSZCZYŃSKI,7911.0,34757.0,17961.0,123.0,8089.0
RYBNICKI,7741.0,30116.0,22205.0,98.0,14828.0
ŚWIĘTOCHŁOWICKI,1671.4474078375297,914.4726983987426,3282.848707384076,38.390134808989195,6234.951637952246
CHORZÓW,1043.7797470054834,327.0192899608196,1141.4914948346232,3.361165506531645,2077.2133228481566
BORSZCZOWSKI,16116.045165562507,27541.87136001982,23019.968746534563,17549.194970794233,882.9226478659726
BRODZKI,13520.882362210008,27726.32334305843,19986.95157378487,5934.3572808699855,201.66614142836025
BRZEŻAŃSKI,17185.611330900014,29605.801147415525,15144.04322658351,2156.6153770413434,716.5711955961526
BUCZACKI,18145.574947315043,39041.4921862112,17803.50235350867,2628.454355857011,1370.2563096726526
CZORTKOWSKI,13294.984381242502,23627.442217504995,17705.411868643063,1707.0646866438658,788.1256718439416
KAMIONECKI,13543.223938291538,26924.06178658076,18238.81418699463,2536.333738359563,81.34487810878865
PODHAJECKI,15517.546017789666,30447.557171286528,14257.707577440422,1258.8640873404652,1347.530211139213
PRZEMYŚLAŃSKI,13474.0,28577.0,14463.0,607.0,357.0
RADZIECHOWSKI,12796.117637789994,21722.67665694157,21937.048426215133,10061.642719130015,54.333858571639745
SKAŁACKI,16483.111267438853,23888.89251157602,18592.074680403424,1227.299541711328,321.22637169691876
TARNOPOLSKI,22432.771824756783,34978.89278219387,19954.89871614343,1235.5345395196327,523.7243457591043
TREMBOWELSKI,13399.665577812015,23978.767419976928,14893.589793290837,390.41608871890804,305.0067462459704
ZALESZCZYCKI,10633.13801738037,16322.223932469975,12988.873168989145,12242.874286484604,716.0817216279029
ZBARASKI,15100.0,21875.0,13350.0,6361.0,148.0
ZBOROWSKI,14136.0,25943.0,18079.0,1501.0,371.0
ZŁOCZOWSKI,15763.0,32553.0,16048.0,1363.0,202.0
KOPYCZYNIECKI,15632.418747509884,27159.266640495312,20330.388104975296,1224.098524685438,849.2962356079076
BŁOŃSKI,12016.0,30101.0,19926.0,590.0,125.0
CIECHANOWSKI,15316.0,32014.0,15294.0,1853.0,15.0
GOSTYNIŃSKI,11638.0,29812.0,19335.0,1743.0,462.0
GRÓJECKI,19672.0,42169.0,35758.0,2004.0,123.0
KUTNOWSKI,13919.0,33070.0,20976.0,1224.0,328.0
LIPNOWSKI,16938.0,42447.0,32571.0,4303.0,527.0
ŁOWICKI,16070.0,43420.0,22729.0,3296.0,156.0
MAKOWSKI (MAKÓW MAZOWIECKI),12167.0,23566.0,14270.0,1487.0,65.0
MIŃSKI,11778.0,29445.0,21890.0,1506.0,26.0
MŁAWSKI,16136.0,36774.0,19301.0,903.0,172.0
NIESZAWSKI,17673.0,38424.0,30329.0,5322.0,1048.0
PŁOCKI,19064.0,41508.0,31270.0,2851.0,93.0
PŁOŃSKI,15208.0,35086.0,25425.0,2947.0,41.0
PRZASNYCKI,12359.0,26520.0,9402.0,1325.0,37.0
PUŁTUSKI,16408.0,36625.0,24665.0,1203.0,106.0
RADZYMIŃSKI,9676.0,23539.0,11779.0,303.0,29.0
RAWSKI (RAWA MAZOWIECKA),12376.0,31131.0,27002.0,6247.0,167.0
RYPIŃSKI,14876.0,36048.0,28647.0,3082.0,178.0
SIERPECKI,14116.0,36490.0,24822.0,2410.0,131.0
SKIERNIEWICKI,8552.0,23985.0,17139.0,2777.0,61.0
SOCHACZEWSKI,10491.0,27256.0,13379.0,174.0,59.0
WARSZAWSKI,16547.0,27744.0,14548.0,379.0,422.0
WŁOCŁAWSKI,15986.0,33704.0,25290.0,6710.0,787.0
DUBIEŃSKI,52317.0,71357.0,57635.0,4550.0,351.0
HOROCHOWSKI,29950.0,35192.0,27427.0,1874.0,63.0
KOWELSKI,45599.0,96147.0,44042.0,45584.0,184.0
KRZEMIENIECKI,54079.0,64746.0,36277.0,14757.0,327.0
LUBOMELSKI,16550.0,33059.0,14816.0,15299.0,2.0
ŁUCKI,50829.0,97900.0,59245.0,20731.0,268.0
RÓWIEŃSKI,46034.0,66646.0,49433.0,8063.0,621.0
WŁODZIMIERSKI,32168.0,45381.0,28781.0,5272.0,97.0
KOSTOPOLSKI,21874.0,71354.0,34397.0,23507.0,135.0
ZDOŁBUNOWSKI,22738.0,30311.0,28401.0,4527.0,244.0
SARNEŃSKI,20256.0,78266.0,37214.0,30919.0,160.0
OSZMIAŃSKI,19161.65175285662,41527.2065959278,26353.49765094708,40479.16366965114,96.63513673843673
ŚWIĘCIAŃSKI,26401.0,51108.0,25930.0,59287.0,342.0
WILNO (MIASTO),597.0,1079.0,326.0,15.0,23.0
DZIŚNIEŃSKI,31877.0,68461.0,48681.0,91279.0,626.0
WILEJSKI,22309.0,51409.0,39599.0,37573.0,165.0
WILEŃSKO-TROCKI,35772.34824714338,77807.7934040722,55986.50234905292,59864.83633034885,275.36486326156324
POSTAWSKI,22629.0,43799.0,28016.0,57222.0,276.0
MOŁODECZAŃSKI,14712.0,32002.0,24410.0,31157.0,96.0
