District,Roman Catholic,% Roman Catholic,Greek Catholic,% Greek Catholic,Orthodox,% Orthodox,Evangelical,% Evangelical,Mosaic (Jewish),% Mosaic (Jewish),Other Christian denominations,% Other Christian,Other or unknown,% Other
KOBRYŃSKI,8973.0,0.078729863,67.0,0.000587864,93359.0,0.819139789,232.0,0.002035588,10527.0,0.092364791,749.0,0.00657179,65.0,0.000570316
KOSZYRSKI,6026.0,0.063439592,92.0,0.000968543,83021.0,0.874015665,463.0,0.0048743,4037.0,0.042500105,1303.0,0.013717522,46.0,0.000484272
ŁUNINIECKI,13754.0,0.126574823,85.0,0.000782235,85643.0,0.788152361,493.0,0.004536963,8072.0,0.074284715,536.0,0.004932682,80.0,0.000736221
PIŃSKI,16465.0,0.089335612,146.0,0.000792165,139876.0,0.758937631,359.0,0.001947858,25385.0,0.137733648,1999.0,0.010846152,75.0,0.000406934
PRUŻAŃSKI,16311.0,0.150216885,40.0,0.000368382,81975.0,0.754952433,100.0,0.000920954,9463.0,0.087149922,660.0,0.0060783,34.0,0.000313125
STOLIŃSKI,6893.0,0.055247866,897.0,0.007189516,104383.0,0.836636877,722.0,0.005786879,10910.0,0.087444395,922.0,0.007389893,38.0,0.000304573
IWACEWICKI,7810.0,0.093313898,186.0,0.002222328,68755.0,0.821484898,146.0,0.001744408,6333.0,0.075666699,443.0,0.005292965,23.0,0.000274804
BRODNICKI,50642.0,0.899710413,26.0,0.000461918,16.0,0.000284257,5281.0,0.09382273,126.0,0.002238528,162.0,0.002878107,34.0,0.000604047
CHEŁMIŃSKI,43944.0,0.832824789,33.0,0.000625415,40.0,0.000758078,8354.0,0.158324647,53.0,0.001004454,276.0,0.00523074,65.0,0.001231877
CHOJNICKI,73960.0,0.961330994,48.0,0.000623903,30.0,0.00038994,2680.0,0.034834601,86.0,0.001117827,18.0,0.000233964,113.0,0.001468772
DZIAŁDOWSKI,35448.0,0.829852982,25.0,0.000585261,27.0,0.000632082,6979.0,0.163381403,173.0,0.004050005,25.0,0.000585261,39.0,0.000913007
GRUDZIĄDZ (MIASTO),48554.0,0.898915096,63.0,0.001166364,239.0,0.004424779,3805.0,0.0704447,677.0,0.012533788,362.0,0.006701966,314.0,0.005813308
GRUDZIĄDZKI,34037.0,0.795238429,48.0,0.001121469,33.0,0.00077101,7953.0,0.185813416,16.0,0.000373823,627.0,0.01464919,87.0,0.002032663
KARTUSKI,64192.0,0.934735125,18.0,0.000262108,12.0,0.000174739,4358.0,0.063459242,50.0,0.000728078,6.0,8.73693e-05,38.0,0.000553339
KOŚCIERSKI,45362.0,0.87713667,13.0,0.000251373,17.0,0.000328718,6202.0,0.119924201,34.0,0.000657437,34.0,0.000657437,54.0,0.001044164
LUBAWSKI,51627.0,0.962813077,11.0,0.000205144,7.0,0.000130546,1640.0,0.030585032,86.0,0.001603849,197.0,0.003673934,53.0,0.000988419
SĘPOLEŃSKI,19661.0,0.665054291,12.0,0.000405913,16.0,0.000541217,9585.0,0.324222846,140.0,0.004735649,137.0,0.004634171,12.0,0.000405913
STAROGARDZKI,67922.0,0.945606928,72.0,0.001002381,53.0,0.000737864,3261.0,0.04539949,351.0,0.004886606,56.0,0.000779629,114.0,0.001587103
ŚWIECKI,73809.0,0.838757699,102.0,0.001159117,54.0,0.00061365,13156.0,0.149503398,338.0,0.003840996,433.0,0.004920566,106.0,0.001204573
TCZEWSKI,63843.0,0.947239573,65.0,0.000964406,37.0,0.00054897,3198.0,0.047448775,112.0,0.001661746,76.0,0.001127613,68.0,0.001008917
TORUŃ (MIASTO),50453.0,0.934435945,79.0,0.001463153,262.0,0.004852481,2617.0,0.048469246,493.0,0.009130813,45.0,0.000833441,44.0,0.00081492
TORUŃSKI,52491.0,0.871740791,93.0,0.001544491,97.0,0.001610921,7326.0,0.121666058,53.0,0.000880194,121.0,0.002009499,33.0,0.000548045
TUCHOLSKI,38829.0,0.941331911,26.0,0.000630318,11.0,0.000266673,2237.0,0.054231618,67.0,0.001624282,7.0,0.000169701,72.0,0.001745497
WĄBRZESKI,41950.0,0.841490813,63.0,0.001263741,50.0,0.001002969,7041.0,0.141238065,279.0,0.005596566,400.0,0.00802375,69.0,0.001384097
MORSKI,80091.0,0.938988217,50.0,0.000586201,57.0,0.000668269,4624.0,0.054211853,229.0,0.0026848,22.0,0.000257928,222.0,0.002602732
GDYNIA (MIASTO),32205.0,0.969533673,95.0,0.002859981,250.0,0.007526267,515.0,0.015504109,84.0,0.002528826,9.0,0.000270946,59.0,0.001776199
BYDGOSKI,44831.0,0.771100294,61.0,0.00104921,157.0,0.002700425,12700.0,0.21844201,148.0,0.002545623,78.0,0.001341612,164.0,0.002820826
BYDGOSZCZ (MIASTO),103594.0,0.88390785,138.0,0.001177474,350.0,0.002986348,10648.0,0.090853242,1692.0,0.01443686,627.0,0.005349829,151.0,0.001288396
CHODZIESKI,30831.0,0.692706929,16.0,0.000359486,19.0,0.00042689,13384.0,0.300709985,150.0,0.003370181,87.0,0.001954705,21.0,0.000471825
CZARNKOWSKI,36997.0,0.855303311,19.0,0.000439245,11.0,0.0002543,5894.0,0.136258554,259.0,0.005987609,15.0,0.000346773,61.0,0.001410209
GNIEŹNIEŃSKI,49215.0,0.85956057,48.0,0.00083834,12.0,0.000209585,7595.0,0.132649853,174.0,0.003038983,147.0,0.002567417,65.0,0.001135252
GOSTYŃSKI,53270.0,0.95245758,7.0,0.000125159,7.0,0.000125159,2543.0,0.045468362,28.0,0.000500635,13.0,0.000232438,61.0,0.001090669
INOWROCŁAWSKI,40796.0,0.839441141,28.0,0.000576144,32.0,0.00065845,7605.0,0.156484701,25.0,0.000514414,73.0,0.001502089,40.0,0.000823062
JAROCIŃSKI,84355.0,0.963550591,22.0,0.000251296,19.0,0.000217029,2912.0,0.033262513,113.0,0.00129075,8.0,9.13805e-05,117.0,0.00133644
KĘPIŃSKI,77658.0,0.894172644,23.0,0.000264827,7.0,8.05997e-05,8393.0,0.096638994,296.0,0.003408214,392.0,0.004513581,80.0,0.000921139
KOŚCIAŃSKI,75984.0,0.963054031,67.0,0.000849187,13.0,0.000164768,2675.0,0.033904105,24.0,0.000304186,19.0,0.000240814,117.0,0.001482909
KROTOSZYŃSKI,69264.0,0.917938931,20.0,0.000265055,17.0,0.000225297,5833.0,0.077303329,152.0,0.002014419,25.0,0.000331319,145.0,0.00192165
LESZCZYŃSKI,55120.0,0.900491742,19.0,0.000310402,25.0,0.000408423,5729.0,0.093594289,222.0,0.003626799,72.0,0.001176259,24.0,0.000392086
MIĘDZYCHODZKI,27107.0,0.873517659,15.0,0.000483372,12.0,0.000386698,3844.0,0.123872132,11.0,0.000354473,27.0,0.00087007,16.0,0.000515597
MOGILEŃSKI,80814.0,0.906128765,73.0,0.000818514,32.0,0.000358801,7965.0,0.089307739,158.0,0.001771578,56.0,0.000627901,88.0,0.000986702
NOWOTOMYSKI,71915.0,0.8234762,30.0,0.000343521,22.0,0.000251915,14888.0,0.170477837,150.0,0.001717603,270.0,0.003091686,56.0,0.000641239
OBORNICKI,42216.0,0.837818528,56.0,0.001111376,34.0,0.000674764,7785.0,0.154501072,193.0,0.003830277,54.0,0.001071684,50.0,0.0009923
OSTROWSKI (OSTRÓW WIELKOPOLSKI),93636.0,0.89925667,32.0,0.00030732,81.0,0.000777904,10082.0,0.096825,106.0,0.001017997,118.0,0.001133242,71.0,0.000681866
POZNAŃ (MIASTO),236829.0,0.0,367.0,0.0,466.0,0.0,1129.0,0.0,1954.0,0.0,0.0,0.0,0.0,0.0
RAWICKI,44254.0,0.88717373,45.0,0.000902129,70.0,0.001403312,5258.0,0.105408765,94.0,0.001884447,28.0,0.000561325,133.0,0.002666292
SZAMOTULSKI,62640.0,0.924684834,20.0,0.000295238,39.0,0.000575714,4578.0,0.067579936,250.0,0.003690473,9.0,0.000132857,206.0,0.003040949
SZUBIŃSKI,37770.0,0.789754313,31.0,0.000648197,51.0,0.001066388,9776.0,0.204411918,119.0,0.002488238,8.0,0.000167277,70.0,0.00146367
ŚREDZKI,47667.0,0.955212216,22.0,0.000440864,16.0,0.000320628,2029.0,0.040659693,75.0,0.001502946,15.0,0.000300589,78.0,0.001563064
ŚREMSKI,54107.0,0.944209828,16.0,0.000279213,9.0,0.000157057,3000.0,0.052352366,82.0,0.001430965,22.0,0.000383917,68.0,0.001186654
WĄGROWIECKI,46574.0,0.858364511,19.0,0.000350172,11.0,0.000202731,7424.0,0.136825227,100.0,0.001843012,13.0,0.000239592,118.0,0.002174754
WOLSZTYŃSKI,38708.0,0.808235196,12.0,0.000250564,9.0,0.000187923,8968.0,0.187254656,48.0,0.001002255,112.0,0.002338595,35.0,0.000730811
WRZESIŃSKI,41370.0,0.946725251,15.0,0.000343265,19.0,0.000434803,2188.0,0.050070941,77.0,0.001762094,2.0,4.57687e-05,27.0,0.000617877
WYRZYSKI,53414.0,0.798737906,42.0,0.000628056,31.0,0.000463565,13069.0,0.195430144,132.0,0.001973891,125.0,0.001869215,60.0,0.000897223
ŻNIŃSKI,36573.0,0.880831387,20.0,0.000481684,16.0,0.000385347,4724.0,0.113773753,71.0,0.001709978,35.0,0.000842947,82.0,0.001974904
POZNAŃSKI,86134.0,0.944638196,74.0,0.000811564,41.0,0.00044965,4654.0,0.051040776,32.0,0.000350946,79.0,0.000866399,168.0,0.001842469
GNIEZNO (MIASTO),29802.0,0.971540342,18.0,0.000586797,21.0,0.000684597,678.0,0.022102689,137.0,0.004466178,11.0,0.000358598,8.0,0.000260799
INOWROCŁAW (MIASTO),33356.0,0.970666977,11.0,0.000320102,57.0,0.001658713,750.0,0.021825166,139.0,0.004044931,27.0,0.000785706,24.0,0.000698405
DOLIŃSKI,15630.0,0.132040246,89761.0,0.758289475,50.0,0.000422394,2324.0,0.019632855,10471.0,0.088457672,31.0,0.000261884,106.0,0.000895474
HORODEŃSKI,15519.0,0.167061382,69728.0,0.750618985,61.0,0.000656662,35.0,0.000376774,7480.0,0.080521885,3.0,3.22949e-05,68.0,0.000732017
KAŁUSKI,14418.0,0.141004577,80706.0,0.789285295,44.0,0.000430309,716.0,0.007002308,6249.0,0.061113719,9.0,8.80178e-05,110.0,0.001075774
KOŁOMYJSKI,31925.0,0.181392045,121240.0,0.688863636,136.0,0.000772727,1575.0,0.008948864,20887.0,0.118676136,38.0,0.000215909,199.0,0.001130682
KOSOWSKI (KOSÓW HUCULSKI),4976.0,0.052963215,80848.0,0.860524523,55.0,0.000585405,22.0,0.000234162,7826.0,0.083297854,13.0,0.000138369,212.0,0.002256471
NADWÓRNIAŃSKI,15214.0,0.108129238,113017.0,0.803236628,99.0,0.000703615,543.0,0.00385922,11663.0,0.082891501,19.0,0.000135037,147.0,0.001044761
ROHATYŃSKI,27108.0,0.213026121,90406.0,0.710448559,50.0,0.000392921,50.0,0.000392921,9466.0,0.074387829,93.0,0.000730833,79.0,0.000620815
STANISŁAWOWSKI,42519.0,0.214353773,123767.0,0.623954547,192.0,0.000967942,2064.0,0.010405376,29525.0,0.148846284,30.0,0.000151241,262.0,0.001320837
STRYJSKI,23404.0,0.153337133,108052.0,0.707929582,107.0,0.000701037,3708.0,0.024293885,17115.0,0.112133184,65.0,0.000425864,180.0,0.001179315
ŚNIATYŃSKI,8659.0,0.110977251,61755.0,0.791477091,42.0,0.000538289,344.0,0.004408843,7073.0,0.090650433,87.0,0.001115027,65.0,0.000833066
TŁUMACKI,31478.0,0.271296584,76621.0,0.660366463,29.0,0.00024994,1022.0,0.008808219,6702.0,0.05776192,49.0,0.000422312,127.0,0.001094563
ŻYDACZOWSKI,15094.0,0.180082799,63118.0,0.753045325,26.0,0.0003102,89.0,0.001061837,5289.0,0.063101757,161.0,0.001920851,40.0,0.00047723
BIELSKI (BIELSKO),47995.0,0.766889301,54.0,0.00086284,13.0,0.000207721,12917.0,0.206394606,1253.0,0.020021092,276.0,0.004410073,76.0,0.001214368
BIELSKO (MIASTO),12645.0,0.566227834,50.0,0.00223894,7.0,0.000313452,5108.0,0.228730073,4430.0,0.198370052,56.0,0.002507612,36.0,0.001612037
CIESZYŃSKI,52004.0,0.641335849,164.0,0.002022519,31.0,0.000382305,26496.0,0.326760147,1940.0,0.02392492,344.0,0.004242357,108.0,0.001331903
TARNOGÓRSKI,63212.0,0.978635125,28.0,0.00043349,18.0,0.000278672,898.0,0.01390265,360.0,0.005573446,17.0,0.00026319,59.0,0.000913426
KATOWICE (MIASTO),113209.0,0.898070729,179.0,0.001419981,134.0,0.001063003,6414.0,0.05088134,5716.0,0.045344207,218.0,0.001729363,188.0,0.001491377
KATOWICKI,208509.0,0.969155686,78.0,0.000362546,53.0,0.000246345,5055.0,0.023495782,1124.0,0.005224384,200.0,0.000929606,126.0,0.000585652
LUBLINIECKI,44609.0,0.986226565,26.0,0.000574814,14.0,0.000309515,405.0,0.008953838,144.0,0.003183587,1.0,2.21082e-05,33.0,0.000729572
PSZCZYŃSKI,152958.0,0.944097769,60.0,0.000370336,26.0,0.000160479,8519.0,0.052581551,348.0,0.002147949,49.0,0.000302441,55.0,0.000339475
RYBNICKI,208907.0,0.98157206,69.0,0.000324204,43.0,0.00020204,3193.0,0.015002655,388.0,0.00182306,75.0,0.000352396,154.0,0.000723586
ŚWIĘTOCHŁOWICKI,196978.0,0.9791327,64.0,0.000318129,46.0,0.000228656,3394.0,0.0168708,424.0,0.002107607,100.0,0.000497077,170.0,0.000845031
CHORZÓW,94010.0,0.92187454,41.0,0.000402051,49.0,0.000480501,4870.0,0.047755867,2811.0,0.027565039,85.0,0.000833521,111.0,0.001088481
BORSZCZOWSKI,28432.0,0.275298469,65248.0,0.631776678,96.0,0.000929539,18.0,0.000174289,9353.0,0.090562274,11.0,0.00010651,119.0,0.001152241
BRODZKI,22521.0,0.246810889,57813.0,0.63358101,196.0,0.002147992,254.0,0.002783623,10360.0,0.113536735,65.0,0.000712344,39.0,0.000427407
BRZEŻAŃSKI,41962.0,0.40416474,54200.0,0.522037294,411.0,0.003958622,17.0,0.000163739,7151.0,0.068876175,51.0,0.000491216,32.0,0.000308214
BUCZACKI,51311.0,0.368979304,76995.0,0.553673901,28.0,0.000201349,20.0,0.000143821,10568.0,0.07599488,44.0,0.000316406,96.0,0.00069034
CZORTKOWSKI,33080.0,0.393772022,42781.0,0.509249119,47.0,0.000559471,200.0,0.002380726,7845.0,0.093383963,15.0,0.000178554,40.0,0.000476145
KAMIONECKI,29828.0,0.363264362,45075.0,0.548952028,38.0,0.000462788,400.0,0.004871454,6700.0,0.081596863,51.0,0.00062111,19.0,0.000231394
PODHAJECKI,38003.0,0.397259128,52613.0,0.549982752,21.0,0.000219521,35.0,0.000365868,4786.0,0.050029792,155.0,0.001620271,50.0,0.000522668
PRZEMYŚLAŃSKI,38475.0,0.427937447,43975.0,0.489111091,27.0,0.000300307,452.0,0.005027361,6860.0,0.076300218,104.0,0.001156738,15.0,0.000166837
RADZIECHOWSKI,17945.0,0.258898042,42894.0,0.61884495,34.0,0.000490528,1256.0,0.018120699,6934.0,0.100038954,227.0,0.003274999,23.0,0.000331828
SKAŁACKI,45631.0,0.511472286,34752.0,0.389530908,46.0,0.000515608,228.0,0.002555624,8486.0,0.095118534,66.0,0.000739786,6.0,6.72533e-05
TARNOPOLSKI,63286.0,0.44498664,60870.0,0.427998875,109.0,0.000766418,182.0,0.001279707,17684.0,0.124342568,40.0,0.000281254,49.0,0.000344537
TREMBOWELSKI,38979.0,0.462269186,40437.0,0.479560252,15.0,0.000177892,9.0,0.000106735,4845.0,0.057458996,7.0,8.30161e-05,29.0,0.000343924
ZALESZCZYCKI,17917.0,0.248774663,48025.0,0.6668194,44.0,0.000610933,32.0,0.000444315,5965.0,0.082823065,10.0,0.000138848,28.0,0.000388775
ZBARASKI,24855.0,0.379008524,36235.0,0.552539685,233.0,0.003552967,175.0,0.002668537,3997.0,0.060949389,71.0,0.001082664,13.0,0.000198234
ZBOROWSKI,26239.0,0.322294965,49507.0,0.608096987,418.0,0.005134315,41.0,0.000503605,5056.0,0.062103104,118.0,0.0014494,34.0,0.000417624
ZŁOCZOWSKI,36937.0,0.311418189,70596.0,0.595199352,67.0,0.000564881,352.0,0.002967734,10236.0,0.086300365,363.0,0.003060476,58.0,0.000489002
KOPYCZYNIECKI,31202.0,0.352111405,49955.0,0.563737107,52.0,0.000586815,78.0,0.000880222,7291.0,0.082278195,11.0,0.000124134,25.0,0.000282122
BŁOŃSKI,126320.0,0.878295695,58.0,0.000403271,306.0,0.0021276,3238.0,0.022513628,11803.0,0.08206558,1743.0,0.012118979,356.0,0.002475248
CIECHANOWSKI,71681.0,0.910084684,18.0,0.000228534,35.0,0.000444371,1672.0,0.021228242,4907.0,0.062300827,307.0,0.003897769,143.0,0.001815573
GOSTYNIŃSKI,66955.0,0.82086899,25.0,0.0003065,32.0,0.00039232,9134.0,0.111982934,4654.0,0.057058088,730.0,0.008949808,36.0,0.00044136
GRÓJECKI,112267.0,0.848213544,51.0,0.000385322,197.0,0.001488399,2798.0,0.021139796,16640.0,0.125720589,136.0,0.001027524,268.0,0.002024827
KUTNOWSKI,95701.0,0.886103961,63.0,0.000583323,98.0,0.000907391,1385.0,0.012823837,10353.0,0.095859336,225.0,0.002083295,177.0,0.001638859
LIPNOWSKI,83662.0,0.800593301,50.0,0.000478469,92.0,0.000880383,15830.0,0.151483254,4172.0,0.039923445,565.0,0.005406699,129.0,0.00123445
ŁOWICKI,97260.0,0.928186286,24.0,0.00022904,74.0,0.000706208,1143.0,0.01090805,5744.0,0.054817006,324.0,0.003092046,216.0,0.002061364
MAKOWSKI (MAKÓW MAZOWIECKI),57822.0,0.881957261,32.0,0.000488095,26.0,0.000396577,327.0,0.004987721,7172.0,0.109394305,34.0,0.000518601,148.0,0.00225744
MIŃSKI,88582.0,0.797080975,23.0,0.000206959,71.0,0.000638874,815.0,0.007333555,14896.0,0.134037595,6594.0,0.059334311,152.0,0.001367731
MŁAWSKI,94385.0,0.915195237,29.0,0.000281196,42.0,0.000407249,694.0,0.006729305,7782.0,0.075457428,15.0,0.000145446,184.0,0.001784139
NIESZAWSKI,103687.0,0.879642669,40.0,0.000339345,189.0,0.001603407,9616.0,0.081578635,3935.0,0.033383104,108.0,0.000916233,299.0,0.002536607
PŁOCKI,109217.0,0.852298976,43.0,0.00033556,316.0,0.002465976,4579.0,0.035733238,11591.0,0.090452928,2263.0,0.01765982,135.0,0.001053502
PŁOŃSKI,71436.0,0.877333464,42.0,0.000515818,26.0,0.000319316,1785.0,0.021922283,6736.0,0.082727451,1201.0,0.014749951,198.0,0.002431715
PRZASNYCKI,65288.0,0.944587517,24.0,0.000347232,30.0,0.00043404,87.0,0.001258717,3540.0,0.05121676,2.0,2.8936e-05,147.0,0.002126798
PUŁTUSKI,98668.0,0.834070179,29.0,0.000245146,68.0,0.000574824,1635.0,0.013821145,17398.0,0.147070509,355.0,0.003000921,144.0,0.001217275
RADZYMIŃSKI,86059.0,0.884125419,25.0,0.000256837,326.0,0.003349154,1514.0,0.015554049,9141.0,0.093909881,47.0,0.000482854,226.0,0.002321806
RAWSKI (RAWA MAZOWIECKA),83530.0,0.892872413,12.0,0.000128271,43.0,0.000459637,2778.0,0.029694715,7033.0,0.075177441,8.0,8.55139e-05,148.0,0.001582008
RYPIŃSKI,73027.0,0.843199741,35.0,0.000404124,88.0,0.001016084,8084.0,0.093341185,4864.0,0.056161742,367.0,0.004237533,142.0,0.00163959
SIERPECKI,72470.0,0.871368796,38.0,0.000456907,28.0,0.000336668,2737.0,0.032909292,7574.0,0.09106868,189.0,0.002272509,132.0,0.001587149
SKIERNIEWICKI,64533.0,0.908339785,38.0,0.000534872,40.0,0.000563023,1397.0,0.019663593,4558.0,0.064156521,373.0,0.005250194,106.0,0.001492012
SOCHACZEWSKI,65804.0,0.875274338,34.0,0.000452242,66.0,0.000877881,5123.0,0.068142217,3853.0,0.051249651,147.0,0.001955281,154.0,0.00204839
WARSZAWSKI,276510.0,0.848002895,228.0,0.000699232,2144.0,0.006575235,9689.0,0.029714296,35736.0,0.109595427,867.0,0.002658922,898.0,0.002753993
WŁOCŁAWSKI,124034.0,0.839281123,51.0,0.000345094,249.0,0.001684869,8055.0,0.054504486,15042.0,0.101782307,82.0,0.000554856,273.0,0.001847266
DUBIEŃSKI,27638.0,0.121909585,838.0,0.003696368,172674.0,0.761654809,3545.0,0.015636785,18227.0,0.08039822,3664.0,0.016161687,123.0,0.000542546
HOROCHOWSKI,17675.0,0.144823631,2060.0,0.01687902,85273.0,0.698701299,5199.0,0.042599041,10112.0,0.082854685,1672.0,0.013699865,54.0,0.00044246
