District,Polish,% Polish,Belarusian,% Belarusian,Ruthenian,% Ruthenian,Local (Tutejszy),% Local (Tutejszy),German,% German,Jewish,% Jewish,Other and unknown: total,% Other: total,Minorities total (excluding Polish nationality),% Minorities total
BIALSKI (BIAŁA KRAKOWSKA),98016.52166966854,1.3840559901011276,0.5220681913840887,1.0053101713749426e-05,62.669614143356696,0.0009642159651037302,0.0,0.0,6956.838591272595,0.0858857101783634,3078.0885758358654,0.04943124360378245,127.88272765536354,0.0017209795906181686,10226.001577098565,0.13801220128296104
BOCHEŃSKI,104820.0,0.967197232,0.0,0.0,24.0,0.000221453,0.0,0.0,39.0,0.000359862,3477.0,0.032083045,15.0,0.000138408,3555.0,0.032802768
BRZESKI (BRZESKO),94486.0,0.982213583,3.0,3.1186e-05,19.0,0.000197511,0.0,0.0,9.0,9.3558e-05,1663.0,0.017287441,17.0,0.000176721,1711.0,0.017786417
CHRZANOWSKI,112350.0,0.962988994,0.0,0.0,63.0,0.000539994,0.0,0.0,164.0,0.001405698,4011.0,0.034379607,80.0,0.000685706,4318.0,0.037011006
DĄBROWSKI,61016.0,0.957609429,0.0,0.0,13.0,0.000204027,0.0,0.0,2.0,3.13888e-05,2678.0,0.0420296,8.0,0.000125555,2701.0,0.042390571
GORLICKI,69109.88113780708,0.9610789555996214,0.2810840457110494,5.412554384211967e-06,19820.949784566492,0.26939521446655673,0.0,0.0,17.84325213713315,0.00023393763504423135,3676.366226669849,0.0495648129470395,60.93517663995469,0.0008057114802949219,23576.375524059138,0.320005090111428
JASIELSKI,94875.89607803423,1.2926690491531505,0.0,0.0,6220.847865453662,0.07304247898403465,0.0,0.0,11.826659530062074,0.0001464331654211383,3325.7354415733284,0.041647626313004726,402.4821386229575,0.004744161112466967,9960.89210518001,0.11958069949226152
KRAKOWSKI,132950.81637484417,2.3942778789728956,0.0,0.0,80.00886114973014,0.0012857376956051045,0.0,0.0,50.913924263489164,0.001167212891101063,684.8582496303914,0.011206395523097138,79.37088639523375,0.0015564645319047503,895.1519214388443,0.015215809651201746
KRAKÓW (MIASTO),154873.0,0.843048131,124.0,0.000674992,420.0,0.002286262,0.0,0.0,435.0,0.002367914,27056.0,0.147278804,798.0,0.004343897,28833.0,0.156951869
LIMANOWSKI,77366.0,0.990272125,0.0,0.0,8.0,0.000102399,0.0,0.0,10.0,0.000127998,700.0,0.008959885,42.0,0.000537593,760.0,0.009727875
MIELECKI,71321.87394578163,0.9791580716968606,0.9947956474758579,1.365725100550181e-05,11.937547769710296,0.00016388760894341022,0.0,0.0,617.7680970825078,0.008481165110403088,501.37700632783236,0.0068832646536885166,6.963569532331006,9.560085651807742e-05,1139.0410163598574,0.015637575778997288
MYŚLENICKI,98548.88365228428,1.2452079604334552,0.0,0.0,22.348331956063458,0.00029622443169914934,0.0,0.0,18.44838165068877,0.00023208156873151276,916.9642090383775,0.012811682755011001,26.00164513571287,0.00032929772461353317,983.7625677808426,0.013669287070561508
NOWOSĄDECKI,132868.11222776293,1.286903725938723,0.556408347700225,1.0714199143315532e-05,19152.43489004953,0.2019129915436126,0.0,0.0,255.66922504310068,0.001974157541789112,6759.835844697009,0.06054055718971795,650.7897168678031,0.00506620123159807,26819.286085005144,0.2695046217615019
NOWOTARSKI,106492.14339615458,2.0395177251216117,0.0,0.0,1909.4488663561908,0.02449122930742612,0.0,0.0,101.75933771823159,0.003964917974300419,1348.7017603019096,0.018182320405725923,438.38028044231334,0.01733426320455856,3798.290244818645,0.06397272889201103
ROPCZYCKI,100626.10392196578,1.5440495918468495,0.0,0.0,37.152134546338424,0.0005784130159653504,0.0,0.0,4.173340469937926,6.434433457886169e-05,3010.264558426672,0.04285172568699527,13.51786137704253,0.00020617688753303255,3065.107894819991,0.04370065950773847
TARNOWSKI,103679.00663442998,1.0251274574616556,3.1625076065887257,3.08134464724725e-05,1873.6153253839766,0.03128491698983062,0.0,0.0,33.48752281976618,0.00031391372316665685,11127.797928633143,0.10492230886324255,87.27510649224216,0.0008281952881070084,13125.338390935716,0.13738014912707008
WADOWICKI,133914.4279495519,1.688729183910182,1.5659977880980476,2.12857128015315e-05,134.20780702926896,0.0017144152192812528,0.0,0.0,66.07349027064033,0.0008573631189376986,2614.8542392939917,0.041587796976351635,76.44538523324428,0.0010123284769438354,2893.146919615243,0.04519318954038769
ŻYWIECKI,105966.20695749651,0.9649583314607284,2.911934020517864,2.6508985484719075e-05,23.316519365390022,0.00021230938088464285,0.0,0.0,497.9662748243548,0.004533326668565913,228.53296589946507,0.002081398736031854,36.91907513813224,0.00033617047136115134,789.64676924786,0.007189713562877009
BIALSKI (BIAŁA PODLASKA),79861.43732151756,1.2961273511167062,234.07747113345977,0.0036932199784953995,2411.3626492757753,0.03935106259652466,0.0,0.0,2.563534817686383,3.117908151776003e-05,12013.100065578474,0.19702387462719567,232.33061226032407,0.0038462917730376044,14893.43433306572,0.2439456282710782
BIŁGORAJSKI,70534.0,0.774962644,1.0,1.09871e-05,12621.0,0.138667927,0.0,0.0,0.0,0.0,7810.0,0.085809089,50.0,0.000549354,20482.0,0.225037356
CHEŁMSKI,93269.0,0.767804075,27.0,0.000222268,8297.0,0.06830212,0.0,0.0,5207.0,0.042864787,14501.0,0.119374357,174.0,0.001432393,28206.0,0.232195925
GARWOLIŃSKI,127596.0,0.926105228,29.0,0.000210485,14.0,0.000101613,0.0,0.0,961.0,0.006975039,9147.0,0.066389891,30.0,0.000217743,10181.0,0.073894772
HRUBIESZOWSKI,77613.8069398542,0.7483322645020606,15.03048489964139,0.00014478046971281937,15933.933248602843,0.15353928076528664,0.0,0.0,242.0406465328552,0.0023309239592783715,10906.761453755833,0.10511543253538899,72.51824329390364,0.0006989519800371127,27170.284077085078,0.2618293687117363
JANOWSKI,119154.0,0.906100287,271.0,0.002060805,338.0,0.002570303,0.0,0.0,1.0,7.60445e-06,11695.0,0.088934009,43.0,0.000326991,12348.0,0.093899713
KRASNOSTAWSKI,108043.0,0.922813461,46.0,0.000392894,1560.0,0.013324223,0.0,0.0,29.0,0.000247694,7333.0,0.062632388,69.0,0.000589341,9037.0,0.077186539
LUBARTOWSKI,86889.0,0.902808516,5.0,5.19518e-05,951.0,0.009881238,0.0,0.0,715.0,0.007429112,7653.0,0.079517471,30.0,0.000311711,9354.0,0.097191484
LUBELSKI,131520.99289943307,0.9401071690412672,37.8775993980754,0.0002707480837185114,617.0061586160176,0.004410337095871869,0.0,0.0,476.4603292705273,0.003405720491604962,6732.244903542138,0.04812183637900739,64.7906305493395,0.0004631214336088156,7928.379621376097,0.056671762487032616
ŁUKOWSKI,110176.0,0.893756135,438.0,0.003553089,156.0,0.001265484,0.0,0.0,289.0,0.00234439,12090.0,0.098075004,124.0,0.001005897,13097.0,0.106243865
PUŁAWSKI,132441.0,0.888740513,1.0,6.71046e-06,54.0,0.000362365,0.0,0.0,8.0,5.36837e-05,16435.0,0.11028647,82.0,0.000550258,16580.0,0.111259487
