District,Pszenica,Żyto,Jęczmień,Owies,Ziemniaki,Buraki Cukrowe
TOMASZOWSKI,192918.5078482642,232615.9755482249,130621.05055784095,143632.47588924557,1527699.7080455907,374734.9885746544
WĘGROWSKI,31471.0,234047.0,25746.0,82064.0,1241051.0,790.0
WŁODAWSKI,51157.0,353200.0,39467.0,121797.0,1297988.0,5784.0
ZAMOJSKI,186911.0,228391.0,146872.0,206438.0,1700615.0,374612.0
LUBLIN (MIASTO),1050.6223455513705,1255.8076282671395,673.5608491856831,959.9750366207858,7253.295395560001,2218.9940701542105
BÓBRECKI,70956.0,48200.0,44575.0,82292.0,815512.0,207740.0
BRZOZOWSKI,35339.0,90871.0,38840.0,57384.0,651589.0,15249.0
DOBROMILSKI,31853.576414394036,67230.27320237554,18377.685318202275,76766.54116083955,594863.1129524767,7456.0
DROHOBYCKI,26702.71579157174,89074.08080613986,26480.175315381566,106852.61610273177,793749.5025208783,1756.0370546823322
GRÓDECKI,42911.21109204051,85263.80348160898,44034.46837666524,92422.27653257987,755415.5061966405,32455.057163857713
JAROSŁAWSKI,58122.45984788942,39723.476336116386,44740.8399034004,111867.22821347018,944950.4078673057,420620.9609764157
JAWOROWSKI,21902.167504236437,115289.92523633355,25578.07799181525,63391.95337255856,584831.9276628534,7849.817869322698
KOLBUSZOWSKI,48626.3564692395,147933.88482796733,39020.42129019047,43076.190145894194,749432.077339514,225.67168822589247
KROŚNIEŃSKI,58405.464494127096,114439.69600966209,42206.76832132039,81869.13633909062,844108.7869803092,4866.216896764289
LESKI,28260.0,75859.0,27512.0,211747.0,814548.0,1112.0
LWOWSKI,107417.0,120910.0,52154.0,134339.0,1054504.0,48332.0
LWÓW (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
ŁAŃCUCKI,57838.786724806596,173193.25577843966,39660.418816235026,62107.28708001249,629655.3171451965,60984.47356886407
MOŚCISKI,43576.0,101165.0,32436.0,52557.0,699908.0,11854.0
NIŻAŃSKI,19955.0,90783.0,19637.0,31984.0,533327.0,5662.0
PRZEMYSKI,61712.0,102777.0,29127.0,54144.0,841888.0,177530.0
PRZEWORSKI,48813.0,69855.0,14766.0,49546.0,391830.0,253188.0
RAWSKI (RAWA RUSKA),74999.0,133238.0,76103.0,74895.0,926617.0,84070.0
RUDECKI,46581.005986242955,65408.2308667397,48391.48758299371,67382.2206536732,906956.1479342026,34780.66944869071
RZESZOWSKI,124429.74878106632,193263.04821189825,59609.81286244458,105513.57658089689,950730.8958744942,35243.30953437164
SAMBORSKI,46442.47899833085,125628.40292342486,34493.37954833492,73198.02315029166,1121345.1303208962,29251.962945317664
SANOCKI,30338.0,56304.0,34214.0,82154.0,680982.0,18392.0
SOKALSKI,144668.5053478694,139517.38226241904,89497.52797962108,92671.43219230289,1078302.0977471024,246283.21907797677
TARNOBRZESKI,27544.0,102797.0,37571.0,41893.0,728167.0,62880.0
ŻÓŁKIEWSKI,66654.37479250519,102387.28725442929,37812.610694371426,68382.9672045572,597185.4867749522,11536.33409870282
LUBACZOWSKI,35411.15556959068,91930.56407920139,30091.1261451254,73382.3212277182,648496.0103389977,11339.494541713188
TURCZAŃSKI,5304.228795703362,24414.243068059728,8091.759818081239,109907.819586137,507417.2542057487,0.0
BRZEZIŃSKI,27974.0,400447.0,9109.0,114170.0,1589035.0,4420.0
KALISKI,115451.0,475585.0,25723.0,168497.0,1864775.0,470891.0
KOLSKI,86712.0,510646.0,45472.0,101229.0,1565595.0,454687.0
KONIŃSKI,93952.0,938445.0,86032.0,154291.0,2899175.0,485798.0
ŁASKI,27665.0,540732.0,17999.0,119179.0,1880296.0,18406.0
ŁĘCZYCKI,147028.0,486517.0,45367.0,146759.0,1958982.0,653000.0
ŁÓDZKI,9550.0,251168.0,8579.0,69427.0,1040374.0,0.0
ŁÓDŹ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
PIOTRKOWSKI,67107.0,643762.0,37414.0,195922.0,3162970.0,21681.0
RADOMSZCZAŃSKI,37799.0,573376.0,52993.0,125519.0,2887953.0,16600.0
SIERADZKI,53359.0,594174.0,17735.0,153203.0,2359742.0,89138.0
TURECKI,49375.0,403425.0,16067.0,113460.0,1270526.0,180242.0
WIELUŃSKI,27218.0,551770.0,17756.0,156683.0,2168521.0,126670.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,27633.037487589965,326622.11142312223,83595.32400258834,141697.16356189514,1590492.8147140385,0.0
BRASŁAWSKI,16620.0,201697.0,36751.0,47836.0,357973.0,0.0
LIDZKI,7385.865385044151,424673.04563957255,125033.79352850538,120314.74537376493,1875751.2483641645,0.0
NIEŚWIESKI,33523.0,311045.0,59354.0,162303.0,1660555.0,0.0
NOWOGRÓDZKI,34227.27910182468,215569.76578962465,97855.75056061191,177325.27586139363,1227711.8570297041,0.0
SŁONIMSKI,15413.0,288543.0,56247.0,82979.0,1859159.0,0.0
STOŁPECKI,15122.073696984551,308548.39121641946,51064.59684379503,127056.72213096303,1619835.5390270995,0.0
WOŁOŻYŃSKI,7703.609713600802,154865.73157083365,51567.32859300471,91591.83844574819,939827.7892291578,0.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),5904.831510366369,234435.73112131527,67058.59376075758,66796.40136301487,1038755.0363276899,0.0
BRZESKI (BRZEŚĆ N.BUG.),31079.594092008967,530701.733507482,56889.160554596165,104391.72499348417,2433476.8589657363,31382.90540219236
DROHICKI,13267.0,197382.0,18582.0,552362.0,720778.0,0.0
KOBRYŃSKI,41982.0,356544.0,41067.0,52032.0,1116475.0,14110.0
KOSZYRSKI,5551.0,149602.0,22718.0,35548.0,826011.0,0.0
ŁUNINIECKI,5451.0,121298.0,14619.0,25949.0,311369.0,0.0
PIŃSKI,14095.0,454890.0,35898.0,13195.0,2187415.0,0.0
PRUŻAŃSKI,5234.0,193667.0,33118.0,43910.0,1153272.0,2490.0
STOLIŃSKI,19212.0,257275.0,25583.0,55421.0,1050792.0,0.0
IWACEWICKI,3954.0,152547.0,23767.0,34260.0,752002.0,0.0
BRODNICKI,68536.30103672665,417128.81333472644,80508.79453085898,60771.38375340981,1130645.5057812785,295435.6168078422
CHEŁMIŃSKI,152342.8949277811,212306.42272730614,127799.28254295229,67760.52074859671,763052.1678085669,1025348.5984041096
CHOJNICKI,17658.79525977724,355556.3222372983,17802.326700280144,52763.50153912502,1114704.8910204875,22411.385349111602
DZIAŁDOWSKI,6386.0,148950.0,32213.0,24590.0,643247.0,21315.0
GRUDZIĄDZ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
GRUDZIĄDZKI,141101.6222707137,198197.8751104928,104898.58606563836,82502.37295515226,766049.7096303462,579335.6669676279
KARTUSKI,4144.416839823233,196763.1343720153,14888.36701697368,118794.41557246038,965904.3957305416,5991.385214092283
KOŚCIERSKI,11080.3264867781,297248.78117454925,12011.912524678788,81401.59595523766,861636.8498526681,150.1173146741729
LUBAWSKI,36897.17233746756,338295.3345519874,91357.61007009835,77568.12655077348,1225003.4149017246,79843.15595046422
SĘPOLEŃSKI,19042.0,221455.0,45229.0,73993.0,746717.0,41340.0
STAROGARDZKI,59830.509334472656,208932.37414583337,45845.349674718935,63088.35168200114,761376.3420509356,233717.6444575052
ŚWIECKI,72367.1432767065,348424.6054823623,83616.01915615702,67785.5053722036,1334741.5165042465,294441.7807003702
TCZEWSKI,132629.541148285,146149.34174860027,76607.1315543851,82558.26267787725,631328.7416362078,649059.8829998004
TORUŃ (MIASTO),1007.2541437040176,1665.9930218391944,682.685692095456,393.9832129814487,6324.183071794175,9546.641503271712
TORUŃSKI,130838.56349260773,214930.22434221004,89575.3210865772,51462.217256195116,814296.5876877697,1225003.8261818937
TUCHOLSKI,26304.399030014953,211659.4808187473,46809.30594958689,43996.9087311255,755649.3737978776,74924.84025136443
WĄBRZESKI,97106.31780346122,200163.4353520803,82319.71033542974,48777.72626553127,865315.9600315761,474790.9604266391
MORSKI,9147.380860762521,192107.99020416196,18747.484048922022,77355.43792006109,917451.8603740117,30884.829168248405
GDYNIA (MIASTO),212.36175091782465,4354.871375789711,429.1130506470491,1715.6898072683216,20772.500119967764,724.6683029851399
BYDGOSKI,64205.8772351884,322259.223317372,99155.99356584974,91029.89203200562,1147465.9811292933,361041.4842525539
BYDGOSZCZ (MIASTO),165.12276481159464,828.7766826280232,255.00643415024518,234.1079679943666,2951.0188707066886,928.5157474461
CHODZIESKI,15984.0,243641.0,39589.0,58465.0,985657.0,82904.0
CZARNKOWSKI,26404.218473646462,231189.88999454357,26898.88671192882,56075.71354699255,929084.6218845798,137444.48571441355
GNIEŹNIEŃSKI,85038.11548122308,429932.73249220167,108933.93918586332,100979.04688192403,1470002.4709724055,630111.47505698
GOSTYŃSKI,135618.73682760113,218176.55921744523,75729.73326066404,32192.237124776806,841625.8037742621,1007703.9327361574
INOWROCŁAWSKI,179124.372258711,294269.6714597119,197913.3789326572,59561.56706147975,862485.1199459075,2151342.2544170083
JAROCIŃSKI,160732.60463995126,498389.5739037279,80463.40778389583,106812.54346262412,1734223.3389147785,975702.6849317665
KĘPIŃSKI,38680.56816329546,419503.75999281346,23646.08138869572,155488.11124174212,1816772.2878968907,232096.84734862737
KOŚCIAŃSKI,121231.84337262514,495890.08567876136,104299.79466155605,125018.64308916157,1531246.3896306017,765667.3477161241
KROTOSZYŃSKI,149314.8024526362,245078.87470321727,60738.83591364333,170993.517454116,894712.576368793,1077325.044938476
LESZCZYŃSKI,107099.68450263722,332506.82477041695,68585.00279491753,112606.16496976126,1180722.8394072473,528660.6219313866
MIĘDZYCHODZKI,24114.0,194303.0,21390.0,42920.0,623388.0,150361.0
MOGILEŃSKI,179708.32480952272,520419.244766152,246634.72943577863,103616.90687882746,1532458.833128089,1954919.4460947912
NOWOTOMYSKI,86077.39105345675,424736.04048058717,78151.75828979255,102755.30074921288,1592788.7021607067,1020299.0400895964
OBORNICKI,59425.70911846567,330129.37752352457,61670.21967825128,83429.56835329786,1261827.918180328,371732.9607831416
OSTROWSKI (OSTRÓW WIELKOPOLSKI),63393.68016589355,120236.06058237156,32619.597371661217,114113.35745804939,845609.645556794,252259.26361947475
POZNAŃ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
RAWICKI,92002.37918872437,218205.17497428888,57054.33382390206,92835.28443536148,615755.9621447993,720656.2295440759
SZAMOTULSKI,120198.0,369062.0,87675.0,105672.0,1519595.0,862422.0
SZUBIŃSKI,52106.0,312235.0,87964.0,77091.0,1089242.0,520962.0
ŚREDZKI,80625.0,365785.0,105504.0,101668.0,1277440.0,827652.0
ŚREMSKI,66352.70068663562,357056.08617695747,62843.213001064214,97491.14076440726,1297719.1563058333,460545.0272339114
WĄGROWIECKI,63190.0,435694.0,119898.0,18188.0,1677848.0,400420.0
WOLSZTYŃSKI,24463.0,223715.0,24458.0,48291.0,910198.0,144908.0
WRZESIŃSKI,99491.0,293477.0,93461.0,82916.0,991487.0,1077643.0
WYRZYSKI,95367.0,403722.0,134024.0,101774.0,1630760.0,681075.0
ŻNIŃSKI,84842.95748555278,284376.7800271416,123058.09561606632,88368.94674663038,933308.2314179337,635263.6176363598
POZNAŃSKI,116972.39700554908,653983.913195778,177828.55023346443,174357.9341190431,2300797.7029360305,699252.1220137455
GNIEZNO (MIASTO),273.8865725834587,1390.02152007144,344.82084885469254,325.5827240717734,4790.519319926584,2030.8526109722716
INOWROCŁAW (MIASTO),1763.6277412890095,2897.3285402880847,1948.621067342798,586.432938520252,8491.880054092464,21181.745582991487
DOLIŃSKI,5494.788143399941,49706.85913971737,5679.431205258116,70245.79583082338,580631.4129817067,0.0
HORODEŃSKI,116261.79376679573,133791.91900000075,117417.34782007392,53513.065150251176,1032452.4707643321,530851.3990556333
KAŁUSKI,44794.75885949112,84617.92343159988,4523.6086532983645,78194.89373527443,800141.3391003553,2201.8826813258443
KOŁOMYJSKI,73130.20623320427,109592.08099999925,38001.65217992608,107497.93484974882,1128618.529235668,286056.6009443666
KOSOWSKI (KOSÓW HUCULSKI),5926.0,12252.0,3034.0,8397.0,180987.0,0.0
NADWÓRNIAŃSKI,16041.575025497197,94566.64368616478,12668.515546546074,81425.78477402052,1066460.319116592,72.29990648437206
ROHATYŃSKI,67465.0,52573.0,34571.0,61164.0,515382.0,138709.0
STANISŁAWOWSKI,60925.33301570317,143192.13912230238,11700.601920242585,101580.0232851549,1146393.274132896,30185.85790448816
STRYJSKI,22504.483025240363,77378.2231357169,15680.660175843603,101599.29631191307,961883.0807787098,6833.282808334946
ŚNIATYŃSKI,54130.0,71593.0,3188.0,32317.0,631730.0,125255.0
TŁUMACKI,59677.79468264532,121496.09869523015,20266.776356192244,56344.71586888236,761098.041858086,34041.00321484446
ŻYDACZOWSKI,27304.7288313597,48693.91772456575,10952.908618898282,44307.90785726356,483962.5062395835,20362.71719166505
BIELSKI (BIELSKO),8001.0,36862.0,4670.0,55139.0,275925.0,17745.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,18991.0,37343.0,10717.0,87003.0,348798.0,0.0
TARNOGÓRSKI,2631.0,33475.0,3020.0,13668.0,218372.0,5600.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
KATOWICKI,3250.1656892384576,46561.21318361496,3649.4641708092954,23768.441322063645,429016.55880455533,0.0
LUBLINIECKI,13553.0,90087.0,11100.0,56475.0,567032.0,4280.0
PSZCZYŃSKI,22940.0,177146.0,18632.0,119199.0,1131971.0,55161.0
RYBNICKI,48923.0,234438.0,25093.0,125525.0,2164428.0,44912.0
ŚWIĘTOCHŁOWICKI,3142.0848797511157,20833.046489678138,1833.867208952484,9761.922228224254,152716.94063259003,0.0
CHORZÓW,470.74943101042624,6359.740326706907,501.66862023822057,3232.6364497121017,57975.50056285464,0.0
BORSZCZOWSKI,145172.3662941011,166716.86006945276,87591.43878294,21127.14795294898,834199.4917128336,180629.04368699752
BRODZKI,46305.89039563108,126258.89109721003,71851.57650686217,95403.00177733332,929775.5566737391,135377.79245291575
BRZEŻAŃSKI,87597.56835314084,104704.88366713542,98462.14316019327,88262.9236797949,965627.7749572888,109196.44305379856
BUCZACKI,126742.81084137889,201833.6429852191,102810.50784883938,60381.71061016622,1288382.0207188763,89708.53772572117
CZORTKOWSKI,78257.4490720384,120455.60403800312,99740.07743897305,25954.74953826842,952726.5042265803,244781.26924605417
KAMIONECKI,87636.02718285097,103106.90264693738,44308.67441274914,70671.98058701353,849573.8021501661,77513.59401068918
PODHAJECKI,114209.76227685755,153399.21464289536,84134.40795492401,88063.97363932346,925011.7724129597,57277.341620982384
PRZEMYŚLAŃSKI,88854.0,72032.0,57947.0,79423.0,837800.0,123772.0
RADZIECHOWSKI,81556.10960436893,109696.10890278999,58855.42349313784,71287.99822266668,615127.4433262609,18335.20754708425
SKAŁACKI,97559.28891313268,117147.29960951411,172137.8693637212,41738.82331576124,886057.1927522201,69662.82440932783
TARNOPOLSKI,82509.44210425395,137334.3836347902,174413.63795567205,110775.13390819923,1073330.2821836493,169967.32450821987
TREMBOWELSKI,74095.73872658929,109805.50866877017,133906.65941068355,39433.307849999415,868025.9180258545,61526.36241184921
ZALESZCZYCKI,87135.17865776512,105008.26960729176,70594.84897180741,20971.929774522854,710520.9899836711,197847.01022573197
ZBARASKI,61425.0,61451.0,75829.0,81518.0,341328.0,40140.0
ZBOROWSKI,37875.0,83652.0,121282.0,118333.0,834575.0,168444.0
ZŁOCZOWSKI,94545.09267677445,133684.42783621428,116709.18691325837,122771.62001612638,1127267.6133277793,208381.8528126312
KOPYCZYNIECKI,104938.93317740534,146774.52814163076,128864.9066359668,33785.88206768306,1067264.078818137,211046.79940417447
BŁOŃSKI,59670.0,267027.0,30007.0,105578.0,723978.0,453300.0
CIECHANOWSKI,70238.0,202462.0,34577.0,37085.0,499703.0,707811.0
GOSTYNIŃSKI,76207.0,378860.0,20850.0,104766.0,1122083.0,308192.0
GRÓJECKI,89735.0,501401.0,40301.0,186087.0,2044324.0,130001.0
KUTNOWSKI,159239.0,336243.0,58680.0,151549.0,1164812.0,1593750.0
LIPNOWSKI,72540.66037918512,411844.8405726168,90703.93506694345,72981.45859802357,1350698.2802960502,376454.61427594203
ŁOWICKI,98353.0,417388.0,39427.0,155327.0,1315003.0,368105.0
MAKOWSKI (MAKÓW MAZOWIECKI),52287.0,237641.0,18443.0,49272.0,615148.0,50511.0
MIŃSKI,12708.0,195519.0,30805.0,69243.0,788541.0,0.0
MŁAWSKI,14428.0,465662.0,18901.0,41691.0,1394016.0,54795.0
NIESZAWSKI,140269.0,452830.0,134264.0,54106.0,1331218.0,1641586.0
PŁOCKI,203905.0,584980.0,90913.0,146719.0,1043178.0,956631.0
PŁOŃSKI,101986.0,447044.0,49605.0,91220.0,1190420.0,381652.0
PRZASNYCKI,62822.0,245251.0,28030.0,42795.0,740447.0,97281.0
PUŁTUSKI,75685.0,407522.0,39811.0,95289.0,1260010.0,121495.0
RADZYMIŃSKI,9854.0,162337.0,12124.0,42167.0,577520.0,0.0
RAWSKI (RAWA MAZOWIECKA),30615.0,400261.0,30239.0,100286.0,1320597.0,14400.0
RYPIŃSKI,56056.0,368303.0,95757.0,65634.0,1155556.0,278096.0
SIERPECKI,36861.33962081488,380565.1594273832,23827.06493305655,49636.541401976436,1188832.7197039498,160867.38572405794
SKIERNIEWICKI,22073.0,225923.0,27480.0,60959.0,685278.0,126.0
SOCHACZEWSKI,81893.0,324678.0,28355.0,107494.0,941164.0,549191.0
WARSZAWSKI,35170.0,214696.0,39901.0,122632.0,1504885.0,109464.0
WŁOCŁAWSKI,85775.0,256087.0,71780.0,43226.0,600734.0,1103607.0
DUBIEŃSKI,276964.0,474555.0,215964.0,333319.0,1307084.0,98920.0
HOROCHOWSKI,210728.0,252668.0,110954.0,160132.0,1359518.0,92278.0
KOWELSKI,152794.0,537092.0,73888.0,87178.0,990881.0,6891.0
KRZEMIENIECKI,77055.0,525641.0,299578.0,441906.0,1416979.0,197974.0
LUBOMELSKI,13170.0,106650.0,20266.0,13740.0,315938.0,0.0
ŁUCKI,285928.0,488679.0,175954.0,262669.0,2226973.0,344682.0
RÓWIEŃSKI,192605.0,497193.0,325941.0,360853.0,1399090.0,721497.0
WŁODZIMIERSKI,280002.0,345662.0,111260.0,157462.0,951600.0,242709.0
KOSTOPOLSKI,41100.0,289282.0,42119.0,90652.0,1203071.0,0.0
ZDOŁBUNOWSKI,103700.0,199440.0,86820.0,112666.0,408503.0,309992.0
SARNEŃSKI,5913.0,263584.0,44111.0,37926.0,1318357.0,0.0
OSZMIAŃSKI,5761.2473789523665,135170.6390495653,58293.90093930811,110710.99083098696,697176.6845957595,0.0
ŚWIĘCIAŃSKI,14894.0,209947.0,30048.0,60458.0,776950.0,0.0
WILNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
DZIŚNIEŃSKI,33727.0,207993.0,30390.0,102344.0,406066.0,0.0
WILEJSKI,5222.0,171898.0,67245.0,67159.0,873847.0,0.0
WILEŃSKO-TROCKI,13753.752621047632,356182.3609504347,98880.09906069188,135990.00916901304,1754540.3154042405,0.0
POSTAWSKI,13288.0,187453.0,32840.0,36532.0,678296.0,0.0
MOŁODECZAŃSKI,27233.0,261500.0,82269.0,211020.0,1071763.0,0.0
