District,Pszenica,Żyto,Jęczmień,Owies,Ziemniaki,Buraki cukrowe
PIŃCZOWSKI,204960.0,275311.0,119476.0,133408.0,1397874.0,271336.0
RADOMSKI,70464.0,743855.0,129406.0,227961.0,3216065.0,0.0
SANDOMIERSKI,161831.0,240090.0,128309.0,163257.0,1808772.0,205219.0
STOPNICKI,162010.0,390191.0,106411.0,156402.0,2259172.0,17857.0
WŁOSZCZOWSKI,143735.0,388096.0,38312.0,86696.0,1892861.0,1281.0
ZAWIERCIAŃSKI,20056.0,204455.0,22362.0,33049.0,1267942.0,0.0
CZĘSTOCHOWA (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
SOSNOWIEC,0.0,0.0,0.0,0.0,0.0,0.0
RADOM (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
BIALSKI (BIAŁA KRAKOWSKA),17836.0,111149.0,8883.0,106136.0,936097.0,3271.0
BOCHEŃSKI,88301.0,115624.0,42427.0,89819.0,892980.0,451.0
BRZESKI (BRZESKO),94527.0,169063.0,53709.0,87485.0,1378776.0,1802.0
CHRZANOWSKI,19841.0,129200.0,8986.0,48464.0,720670.0,0.0
DĄBROWSKI,89910.0,141761.0,37440.0,63982.0,611199.0,5789.0
GORLICKI,65098.0,97151.0,46834.0,129745.0,786139.0,0.0
JASIELSKI,77219.0,117332.0,40980.0,105697.0,1270272.0,1441.0
KRAKOWSKI,131989.0,220183.0,41471.0,155362.0,1214056.0,15875.0
KRAKÓW (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
LIMANOWSKI,46190.0,55498.0,35905.0,95934.0,769776.0,0.0
MIELECKI,59622.0,154771.0,30129.0,88813.0,1131544.0,434.0
MYŚLENICKI,61253.0,105941.0,36485.0,137191.0,814408.0,814408.0
NOWOSĄDECKI,75651.0,119832.0,79272.0,170662.0,1352273.0,1352273.0
NOWOTARSKI,2288.0,68622.0,84070.0,275089.0,961178.0,961178.0
ROPCZYCKI,98964.0,200489.0,58982.0,117748.0,1693633.0,1693633.0
TARNOWSKI,79795.0,135849.0,37240.0,97817.0,1260963.0,1260963.0
WADOWICKI,70069.0,142450.0,26125.0,171144.0,1439761.0,1439761.0
ŻYWIECKI,18377.0,71340.0,22022.0,136884.0,1126835.0,1126835.0
BIALSKI (BIAŁA PODLASKA),71484.0,525759.0,37719.0,199462.0,3242109.0,0.0
BIŁGORAJSKI,45844.0,211480.0,47585.0,131179.0,974633.0,0.0
CHEŁMSKI,233386.0,399032.0,144985.0,131482.0,1697915.0,143995.0
GARWOLIŃSKI,60833.0,422691.0,101310.0,190670.0,2339319.0,115.0
HRUBIESZOWSKI,338799.0,258800.0,145996.0,201587.0,1406481.0,300476.0
JANOWSKI,151338.0,426429.0,165741.0,284032.0,2591408.0,52934.0
KRASNOSTAWSKI,284686.0,288956.0,139115.0,173416.0,1420903.0,185197.0
LUBARTOWSKI,66639.0,390974.0,44700.0,119695.0,1772667.0,33281.0
LUBELSKI,332092.0,437483.0,198066.0,270071.0,2371714.0,544549.0
ŁUKOWSKI,56023.0,525630.0,40892.0,197856.0,2723767.0,0.0
PUŁAWSKI,101835.0,326349.0,142960.0,142394.0,1835009.0,286926.0
RADZYŃSKI,83304.0,307701.0,21410.0,166918.0,2181532.0,8475.0
SIEDLECKI,101555.0,473029.0,29547.0,215680.0,2497064.0,11580.0
SOKOŁOWSKI,105233.0,305924.0,39126.0,107599.0,1742598.0,221661.0
TOMASZOWSKI,194600.0,190981.0,114952.0,130782.0,1280900.0,231099.0
WĘGROWSKI,52547.0,244349.0,26550.0,110719.0,1453489.0,39642.0
WŁODAWSKI,68292.0,400458.0,34395.0,155822.0,1944769.0,9065.0
ZAMOJSKI,229493.0,230350.0,119530.0,169492.0,1393563.0,167041.0
LUBLIN (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
BÓBRECKI,104613.0,76683.0,30120.0,65247.0,1180852.0,1180852.0
BRZOZOWSKI,69884.0,99005.0,54278.0,87914.0,661671.0,661671.0
DOBROMILSKI,53452.0,89921.0,19238.0,82722.0,833513.0,833513.0
DROHOBYCKI,41619.0,120678.0,29418.0,123340.0,1147533.0,1147533.0
GRÓDECKI,58280.0,123256.0,30577.0,85706.0,800750.0,800750.0
JAROSŁAWSKI,135296.0,257167.0,52693.0,113585.0,1262214.0,1262214.0
JAWOROWSKI,29416.0,144514.0,30826.0,70437.0,943007.0,943007.0
KOLBUSZOWSKI,23174.0,173476.0,32859.0,53524.0,892350.0,892350.0
KROŚNIEŃSKI,72871.0,126980.0,45110.0,82522.0,876216.0,876216.0
LESKI,23699.0,63682.0,18875.0,212304.0,669192.0,669192.0
LWOWSKI,157147.0,158049.0,45644.0,140868.0,1256259.0,1256259.0
LWÓW (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
ŁAŃCUCKI,65262.0,163101.0,38387.0,93963.0,1145311.0,62202.0
MOŚCISKI,76362.0,125279.0,29932.0,57812.0,959363.0,7096.0
NIŻAŃSKI,39738.0,121318.0,27737.0,43933.0,899995.0,2509.0
PRZEMYSKI,131609.0,150747.0,37025.0,74212.0,1159980.0,70520.0
PRZEWORSKI,78873.0,111315.0,14924.0,50871.0,520080.0,302909.0
RAWSKI (RAWA RUSKA),121560.0,188735.0,92832.0,104288.0,1322095.0,22700.0
RUDECKI,69785.0,87467.0,34549.0,58531.0,1053971.0,31167.0
RZESZOWSKI,132187.0,240131.0,70086.0,125725.0,1463774.0,17696.0
SAMBORSKI,84693.0,172444.0,47265.0,103050.0,1276731.0,3553.0
SANOCKI,54900.0,79385.0,55064.0,157442.0,995972.0,7899.0
SOKALSKI,234182.0,177353.0,78685.0,96146.0,1427361.0,55169.0
TARNOBRZESKI,48322.0,130454.0,43447.0,55120.0,1152919.0,31322.0
ŻÓŁKIEWSKI,101943.0,118074.0,34984.0,58644.0,736801.0,1006.0
LUBACZOWSKI,51311.0,131930.0,31030.0,98457.0,943610.0,943610.0
TURCZAŃSKI,5435.0,53312.0,8601.0,221998.0,940881.0,0.0
BRZEZIŃSKI,40941.0,359724.0,13160.0,109919.0,1852693.0,7100.0
KALISKI,120028.0,498892.0,31777.0,116089.0,1643249.0,255654.0
KOLSKI,94697.0,458792.0,56170.0,70839.0,1407930.0,158826.0
KONIŃSKI,82936.0,745208.0,55932.0,90014.0,1846646.0,248104.0
ŁASKI,46093.0,506783.0,16941.0,96323.0,1980828.0,3125.0
ŁĘCZYCKI,157706.0,431591.0,42086.0,106765.0,1899134.0,602773.0
ŁÓDZKI,18741.0,309078.0,7129.0,75029.0,1407328.0,0.0
ŁÓDŹ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
PIOTRKOWSKI,63909.0,654580.0,33135.0,140951.0,2755786.0,678.0
RADOMSZCZAŃSKI,61657.0,744927.0,51595.0,123585.0,3335740.0,3505.0
SIERADZKI,63874.0,660872.0,17214.0,120102.0,2301930.0,60182.0
TURECKI,67981.0,470860.0,17292.0,80699.0,1251516.0,93182.0
WIELUŃSKI,39054.0,713450.0,20173.0,139389.0,2952840.0,126837.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,33602.0,387682.0,97935.0,199403.0,2031752.0,0.0
BRASŁAWSKI,30671.0,278546.0,53647.0,161209.0,1112029.0,0.0
LIDZKI,8872.0,533304.0,114592.0,235613.0,1883999.0,0.0
NIEŚWIESKI,38402.0,350784.0,87633.0,245963.0,1947810.0,0.0
NOWOGRÓDZKI,51797.0,374248.0,87680.0,248838.0,1343057.0,0.0
SŁONIMSKI,28118.0,360840.0,66845.0,144990.0,1597547.0,0.0
STOŁPECKI,28890.0,303799.0,62478.0,137215.0,1299280.0,0.0
WOŁOŻYŃSKI,11120.0,212807.0,75636.0,119092.0,1050518.0,0.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),12346.0,212989.0,58807.0,85095.0,932656.0,0.0
BRZESKI (BRZEŚĆ N.BUG.),91797.0,655124.0,99467.0,201706.0,3352337.0,0.0
DROHICKI,20482.0,216835.0,30848.0,109414.0,1636532.0,0.0
KOBRYŃSKI,37860.0,356383.0,39517.0,99641.0,1611334.0,0.0
KOSZYRSKI,4712.0,223164.0,26229.0,48209.0,1029410.0,0.0
ŁUNINIECKI,4957.0,177103.0,9563.0,42197.0,1463073.0,0.0
PIŃSKI,14299.0,454360.0,33429.0,161063.0,1992958.0,0.0
PRUŻAŃSKI,26910.0,387981.0,42033.0,135882.0,1555408.0,0.0
STOLIŃSKI,10261.0,258952.0,15831.0,48206.0,1239060.0,0.0
IWACEWICKI,6017.0,222161.0,26952.0,75849.0,1250810.0,0.0
BRODNICKI,44535.0,301908.0,81582.0,40175.0,1194455.0,102437.0
CHEŁMIŃSKI,131255.0,188105.0,100627.0,44166.0,671743.0,669312.0
CHOJNICKI,16146.0,302488.0,39704.0,73705.0,1033345.0,3967.0
DZIAŁDOWSKI,6592.0,157962.0,35060.0,25322.0,1029798.0,2876.0
GRUDZIĄDZ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
GRUDZIĄDZKI,136102.0,167430.0,100426.0,62128.0,765722.0,310207.0
KARTUSKI,5505.0,259641.0,15790.0,116460.0,1323398.0,0.0
KOŚCIERSKI,16497.0,254153.0,13601.0,54126.0,919861.0,0.0
LUBAWSKI,28137.0,234163.0,77728.0,50955.0,1144184.0,22916.0
SĘPOLEŃSKI,13895.0,199748.0,38752.0,54275.0,686028.0,31220.0
STAROGARDZKI,36531.0,209515.0,46068.0,36546.0,874816.0,87406.0
ŚWIECKI,64374.0,368724.0,91101.0,62786.0,1536139.0,197962.0
TCZEWSKI,111953.0,115987.0,81188.0,50198.0,670612.0,441547.0
TORUŃ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
TORUŃSKI,124295.0,230548.0,88055.0,42138.0,863364.0,679874.0
TUCHOLSKI,20711.0,215569.0,51376.0,37024.0,600746.0,41768.0
WĄBRZESKI,98701.0,206843.0,84386.0,36029.0,778497.0,230163.0
MORSKI,16043.0,191401.0,19636.0,76075.0,900697.0,1989.0
GDYNIA (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
BYDGOSKI,77325.0,297635.0,100071.0,60656.0,875296.0,175089.0
BYDGOSZCZ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
CHODZIESKI,7591.0,201180.0,23482.0,29075.0,636720.0,25320.0
CZARNKOWSKI,13001.0,176836.0,14304.0,32859.0,674498.0,28758.0
GNIEŹNIEŃSKI,49258.0,411972.0,82587.0,65714.0,805374.0,308586.0
GOSTYŃSKI,99541.0,168763.0,61635.0,45262.0,769633.0,539429.0
INOWROCŁAWSKI,138770.0,228324.0,151254.0,24766.0,784798.0,1246105.0
JAROCIŃSKI,72065.0,341992.0,54274.0,71020.0,1107796.0,574867.0
KĘPIŃSKI,30911.0,367298.0,16556.0,78525.0,1547545.0,114411.0
KOŚCIAŃSKI,87004.0,311254.0,64270.0,50059.0,1407086.0,490928.0
KROTOSZYŃSKI,110720.0,199859.0,44597.0,85491.0,837699.0,347643.0
LESZCZYŃSKI,44605.0,174173.0,22676.0,23938.0,658064.0,274259.0
MIĘDZYCHODZKI,14822.0,156138.0,19167.0,26487.0,509713.0,80661.0
MOGILEŃSKI,134302.0,401438.0,185100.0,48835.0,996825.0,1158421.0
NOWOTOMYSKI,72041.0,454658.0,60777.0,48401.0,1197260.0,490317.0
OBORNICKI,55124.0,298301.0,54521.0,49834.0,760378.0,188194.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),40458.0,283969.0,22816.0,46970.0,1444496.0,72505.0
POZNAŃ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
RAWICKI,44571.0,99762.0,24429.0,22973.0,487744.0,423008.0
SZAMOTULSKI,82093.0,309411.0,68239.0,43434.0,972628.0,517109.0
SZUBIŃSKI,44315.0,328977.0,82487.0,43189.0,920713.0,244496.0
ŚREDZKI,76611.0,330755.0,75312.0,52194.0,764740.0,441708.0
ŚREMSKI,39967.0,228430.0,31067.0,30306.0,679680.0,255102.0
WĄGROWIECKI,41274.0,406679.0,89713.0,57152.0,1131170.0,165282.0
WOLSZTYŃSKI,10934.0,148468.0,10093.0,14812.0,756791.0,75295.0
WRZESIŃSKI,41553.0,180674.0,55290.0,33199.0,538452.0,537734.0
WYRZYSKI,95491.0,458539.0,136138.0,62597.0,1511563.0,357653.0
ŻNIŃSKI,57856.0,273173.0,100158.0,47217.0,858170.0,313106.0
POZNAŃSKI,62206.0,426384.0,71271.0,53887.0,1314411.0,318191.0
GNIEZNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
INOWROCŁAW (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
DOLIŃSKI,7228.0,62301.0,4038.0,61045.0,610254.0,0.0
HORODEŃSKI,152552.0,135887.0,70805.0,40092.0,995950.0,333835.0
KAŁUSKI,37305.0,89039.0,12629.0,107747.0,1263785.0,0.0
KOŁOMYJSKI,137593.0,179553.0,48792.0,111377.0,1592432.0,37688.0
KOSOWSKI (KOSÓW HUCULSKI),10244.0,14176.0,4573.0,8939.0,397550.0,0.0
NADWÓRNIAŃSKI,21505.0,78105.0,10987.0,77437.0,1298898.0,0.0
ROHATYŃSKI,232158.0,159615.0,83849.0,105329.0,1952462.0,112078.0
STANISŁAWOWSKI,79438.0,136239.0,19726.0,120944.0,1757396.0,10402.0
STRYJSKI,34182.0,123088.0,15447.0,142807.0,1103605.0,0.0
ŚNIATYŃSKI,101558.0,89580.0,51059.0,41599.0,764360.0,36059.0
TŁUMACKI,116955.0,151604.0,29446.0,105044.0,1358422.0,2968.0
ŻYDACZOWSKI,63051.0,102117.0,17097.0,69434.0,1204951.0,26199.0
BIELSKI (BIELSKO),10970.0,38201.0,5646.0,53506.0,312629.0,12157.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,23976.0,47283.0,12797.0,86943.0,488938.0,8049.0
TARNOGÓRSKI,4055.0,37095.0,5107.0,13491.0,216755.0,4222.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0
KATOWICKI,6532.0,49438.0,4859.0,16672.0,266260.0,0.0
LUBLINIECKI,20947.0,118356.0,12506.0,51480.0,684341.0,20366.0
PSZCZYŃSKI,37151.0,215273.0,22436.0,130087.0,1504072.0,63269.0
RYBNICKI,55475.0,273694.0,21230.0,118492.0,1639539.0,88358.0
ŚWIĘTOCHŁOWICKI,3622.0,22466.0,2258.0,8723.0,166570.0,0.0
CHORZÓW,0.0,0.0,0.0,0.0,0.0,0.0
BORSZCZOWSKI,179598.0,181707.0,70256.0,20574.0,1042267.0,0.0
BRODZKI,88598.0,118816.0,58684.0,84428.0,972488.0,0.0
BRZEŻAŃSKI,145195.0,151000.0,91516.0,137410.0,1677615.0,37454.0
BUCZACKI,143949.0,217760.0,90067.0,74046.0,1512525.0,7770.0
CZORTKOWSKI,121521.0,133784.0,77960.0,14852.0,1078446.0,26278.0
KAMIONECKI,94583.0,102923.0,37174.0,75616.0,835370.0,28022.0
PODHAJECKI,175637.0,150398.0,100383.0,108361.0,1403720.0,25408.0
PRZEMYŚLAŃSKI,134466.0,108619.0,47274.0,76173.0,1246470.0,7914.0
RADZIECHOWSKI,132427.0,120198.0,63888.0,80213.0,920905.0,11285.0
SKAŁACKI,197509.0,123386.0,133832.0,39824.0,1218715.0,21117.0
TARNOPOLSKI,238089.0,233164.0,132113.0,122601.0,1714214.0,35781.0
TREMBOWELSKI,179003.0,172708.0,104865.0,58162.0,1196405.0,5973.0
ZALESZCZYCKI,112951.0,94816.0,56661.0,18228.0,755985.0,24356.0
ZBARASKI,177151.0,123107.0,91522.0,89704.0,818520.0,5442.0
ZBOROWSKI,99146.0,132283.0,69494.0,97368.0,1087215.0,3850.0
ZŁOCZOWSKI,143153.0,147487.0,86694.0,121308.0,1215486.0,4854.0
KOPYCZYNIECKI,127016.0,166180.0,108917.0,24596.0,1348177.0,35491.0
BŁOŃSKI,71627.0,285189.0,26611.0,88366.0,1068664.0,343430.0
CIECHANOWSKI,93402.0,312735.0,51065.0,64099.0,941704.0,290108.0
GOSTYNIŃSKI,61759.0,293589.0,25595.0,72054.0,1047763.0,151967.0
GRÓJECKI,101584.0,552804.0,38233.0,219851.0,2272226.0,10656.0
KUTNOWSKI,159145.0,290620.0,65942.0,98635.0,1020770.0,637456.0
LIPNOWSKI,68485.0,481339.0,111470.0,60503.0,1555457.0,157814.0
ŁOWICKI,95929.0,464439.0,35912.0,157562.0,1634191.0,137887.0
MAKOWSKI (MAKÓW MAZOWIECKI),52833.0,249906.0,16875.0,50805.0,973782.0,16772.0
MIŃSKI,28912.0,325254.0,37319.0,130345.0,1312530.0,0.0
