District,Polish,% Polish,Ukrainian,% Ukrainian,Ruthenian,% Ruthenian,Belarusian,% Belarusian,Russian,% Russian,German,% German,Jewish,% Jewish,Hebrew,% Hebrew,Other and unknown: total,% Other: total,Minorities total (excluding Polish nationality),% Minorities total
BIALSKI (BIAŁA KRAKOWSKA),127089.0,0.913474739,16.0,0.000115003,32.0,0.000230006,2.0,1.43754e-05,6.0,4.31261e-05,5922.0,0.042565426,5409.0,0.038878147,523.0,0.003759155,128.0,0.000920023,12038.0,0.086525261
BOCHEŃSKI,109717.0,0.964205993,55.0,0.000483347,20.0,0.000175762,4.0,3.51525e-05,8.0,7.03049e-05,116.0,0.001019422,3741.0,0.032876351,106.0,0.000931541,23.0,0.000202127,4073.0,0.035794007
BRZESKI (BRZESKO),100251.0,0.980680062,14.0,0.000136951,6.0,5.86935e-05,1.0,9.78225e-06,4.0,3.9129e-05,11.0,0.000107605,1721.0,0.016835247,173.0,0.001692329,45.0,0.000440201,1975.0,0.019319938
CHRZANOWSKI,127078.0,0.920448208,66.0,0.00047805,22.0,0.00015935,6.0,4.34591e-05,20.0,0.000144864,166.0,0.001202367,9694.0,0.07021534,741.0,0.005367193,268.0,0.001941171,10983.0,0.079551792
DĄBROWSKI,62620.0,0.939140346,15.0,0.000224962,10.0,0.000149975,2.0,2.99949e-05,0.0,0.0,1.0,1.49975e-05,3580.0,0.053690873,436.0,0.006538888,14.0,0.000209964,4058.0,0.060859654
GORLICKI,76266.0,0.727694289,211.0,0.002013263,24670.0,0.235389533,2.0,1.90831e-05,20.0,0.000190831,20.0,0.000190831,3295.0,0.03143934,213.0,0.002032346,108.0,0.001030485,28539.0,0.272305711
JASIELSKI,103935.0,0.894865084,81.0,0.000697398,7354.0,0.06331686,2.0,1.72197e-05,7.0,6.0269e-05,11.0,9.47084e-05,4114.0,0.035420936,494.0,0.004253267,148.0,0.001274258,12211.0,0.105134916
KRAKOWSKI,185567.0,0.989643164,48.0,0.000255988,49.0,0.000261321,17.0,9.06623e-05,4.0,2.13323e-05,102.0,0.000543974,1222.0,0.006517021,347.0,0.001850578,153.0,0.000815961,1942.0,0.010356836
KRAKÓW (MIASTO),171206.0,0.0,683.0,0.0,241.0,0.0,21.0,0.0,115.0,0.0,740.0,0.0,23340.0,0.0,22488.0,0.0,0.0,0.0,0.0,0.0
LIMANOWSKI,85238.0,0.976615222,11.0,0.000126033,18.0,0.000206235,4.0,4.583e-05,2.0,2.2915e-05,7.0,8.02026e-05,1901.0,0.021780726,50.0,0.000572875,48.0,0.00054996,2041.0,0.023384778
MIELECKI,71272.0,0.920054218,24.0,0.000309817,24.0,0.000309817,1.0,1.29091e-05,1.0,1.29091e-05,667.0,0.00861034,5172.0,0.066765636,269.0,0.003472536,35.0,0.000451817,6193.0,0.079945782
MYŚLENICKI,101878.0,0.992073384,11.0,0.000107116,5.0,4.86893e-05,4.0,3.89514e-05,1.0,9.73786e-06,8.0,7.79029e-05,661.0,0.006436723,109.0,0.001061426,15.0,0.000146068,814.0,0.007926616
NOWOSĄDECKI,148329.0,0.806718987,586.0,0.003187086,23666.0,0.128712602,3.0,1.63161e-05,20.0,0.000108774,708.0,0.003850609,9975.0,0.054251171,307.0,0.001669685,273.0,0.001484769,35538.0,0.193281013
NOWOTARSKI,123877.0,0.956660411,81.0,0.000625536,2075.0,0.016024527,3.0,2.3168e-05,32.0,0.000247125,79.0,0.00061009,2072.0,0.016001359,499.0,0.003853609,771.0,0.005954174,5612.0,0.043339589
ROPCZYCKI,105700.0,0.952896101,39.0,0.000351589,21.0,0.000189317,1.0,9.0151e-06,6.0,5.40906e-05,14.0,0.000126211,4242.0,0.038242055,859.0,0.007743971,43.0,0.000387649,5225.0,0.047103899
TARNOWSKI,124817.0,0.876739367,63.0,0.000442524,39.0,0.000273944,2.0,1.40484e-05,7.0,4.91694e-05,50.0,0.00035121,15257.0,0.107168194,2050.0,0.014399607,80.0,0.000561936,17548.0,0.123260633
WADOWICKI,142852.0,0.984215567,29.0,0.000199803,24.0,0.000165354,3.0,2.06693e-05,5.0,3.44488e-05,89.0,0.000613188,1745.0,0.012022626,325.0,0.002239171,71.0,0.000489173,2291.0,0.015784433
ŻYWIECKI,129747.0,0.990820854,16.0,0.000122185,3.0,2.29097e-05,2.0,1.52731e-05,2.0,1.52731e-05,221.0,0.00168768,672.0,0.005131769,243.0,0.001855684,43.0,0.000328372,1202.0,0.009179146
BIALSKI (BIAŁA PODLASKA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIŁGORAJSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEŁMSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GARWOLIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRUBIESZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JANOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRASNOSTAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBARTOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBELSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁUKOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUŁAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RADZYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIEDLECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOKOŁOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMASZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WĘGROWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WŁODAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAMOJSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBLIN (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BÓBRECKI,30762.0,0.31672913,46978.0,0.483690952,13466.0,0.138647502,15.0,0.000154442,3.0,3.08883e-05,211.0,0.002172481,5036.0,0.051851242,497.0,0.00511717,156.0,0.001606194,66362.0,0.68327087
BRZOZOWSKI,68149.0,0.819049336,6058.0,0.072808125,4619.0,0.055513491,4.0,4.8074e-05,31.0,0.000372574,3.0,3.60555e-05,2859.0,0.034360916,977.0,0.011742083,505.0,0.006069347,15056.0,0.180950664
DOBROMILSKI,35945.0,0.382515696,18560.0,0.197509844,33903.0,0.360785357,0.0,0.0,11.0,0.000117059,358.0,0.003809727,4636.0,0.049334894,361.0,0.003841652,196.0,0.002085772,58025.0,0.617484304
DROHOBYCKI,91935.0,0.472780475,45528.0,0.234130086,33686.0,0.173231991,23.0,0.000118279,64.0,0.000329123,2428.0,0.012486115,19529.0,0.100428889,955.0,0.004911137,308.0,0.001583906,102521.0,0.527219525
GRÓDECKI,33228.0,0.390885456,20195.0,0.237568671,27617.0,0.324879128,4.0,4.70549e-05,15.0,0.000176456,846.0,0.009952122,2853.0,0.033561942,122.0,0.001435176,127.0,0.001493995,51779.0,0.609114544
JAROSŁAWSKI,120429.0,0.813555544,11711.0,0.079113411,9282.0,0.062704353,5.0,3.37774e-05,15.0,0.000101332,33.0,0.000222931,4257.0,0.028758073,1807.0,0.01220715,489.0,0.003303429,27599.0,0.186444456
JAWOROWSKI,26938.0,0.310481547,21554.0,0.248426731,34314.0,0.395495724,6.0,6.91547e-05,4.0,4.61031e-05,590.0,0.006800212,2787.0,0.032122358,257.0,0.002962126,312.0,0.003596044,59824.0,0.689518453
KOLBUSZOWSKI,65361.0,0.939567311,58.0,0.000833753,4.0,5.75002e-05,2.0,2.87501e-05,0.0,0.0,80.0,0.001150004,2857.0,0.041069503,836.0,0.012017538,367.0,0.005275641,4204.0,0.060432689
KROŚNIEŃSKI,93691.0,0.82629402,1155.0,0.010186353,13511.0,0.119158281,3.0,2.64581e-05,3.0,2.64581e-05,35.0,0.000308677,3995.0,0.035233316,421.0,0.003712948,573.0,0.005053489,19696.0,0.17370598
LESKI,31840.0,0.285368586,35501.0,0.318180596,34845.0,0.312301143,21.0,0.000188214,13.0,0.000116514,547.0,0.004902532,8227.0,0.073735156,248.0,0.00222272,333.0,0.00298454,79735.0,0.714631414
LWOWSKI,80712.0,0.565210084,27613.0,0.193368347,30782.0,0.215560224,9.0,6.30252e-05,13.0,9.10364e-05,1809.0,0.012668067,1548.0,0.010840336,21.0,0.000147059,293.0,0.002051821,62088.0,0.434789916
LWÓW (MIASTO),198212.0,0.0,24245.0,0.0,10892.0,0.0,24.0,0.0,462.0,0.0,2448.0,0.0,67520.0,0.0,7796.0,0.0,0.0,0.0,0.0,0.0
ŁAŃCUCKI,92084.0,0.942720544,1710.0,0.017506322,980.0,0.010032863,5.0,5.11881e-05,2.0,2.04752e-05,70.0,0.000716633,1903.0,0.019482181,415.0,0.00424861,510.0,0.005221184,5595.0,0.057279456
MOŚCISKI,49989.0,0.55878605,8887.0,0.099340487,28309.0,0.316443103,0.0,0.0,1.0,1.11782e-05,19.0,0.000212385,1916.0,0.021417393,248.0,0.002772189,91.0,0.001017214,39471.0,0.44121395
NIŻAŃSKI,60602.0,0.943471424,64.0,0.000996373,51.0,0.000793984,3.0,4.6705e-05,2.0,3.11366e-05,60.0,0.000934099,2500.0,0.038920804,584.0,0.0090919,367.0,0.005713574,3631.0,0.056528576
PRZEMYSKI,86393.0,0.531505315,38772.0,0.238532336,21233.0,0.130629245,3.0,1.84565e-05,21.0,0.000129196,76.0,0.000467566,14050.0,0.086438134,1841.0,0.011326164,155.0,0.000953588,76151.0,0.468494685
PRZEWORSKI,58634.0,0.955137812,136.0,0.002215417,270.0,0.004398254,1.0,1.62898e-05,0.0,0.0,3.0,4.88695e-05,2043.0,0.03328012,101.0,0.001645273,200.0,0.003257966,2754.0,0.044862188
RAWSKI (RAWA RUSKA),27376.0,0.224261092,50894.0,0.416917885,31239.0,0.25590635,20.0,0.000163838,15.0,0.000122878,1158.0,0.009486205,10806.0,0.088521528,185.0,0.001515499,379.0,0.003104725,94696.0,0.775738908
RUDECKI,38417.0,0.485246937,25249.0,0.318921309,11005.0,0.139004673,6.0,7.57863e-05,1.0,1.2631e-05,22.0,0.000277883,3376.0,0.042642415,871.0,0.011001642,223.0,0.002816724,40753.0,0.514753063
RZESZOWSKI,173897.0,0.939445507,646.0,0.003489892,317.0,0.001712532,5.0,2.70116e-05,4.0,2.16092e-05,18.0,9.72416e-05,8009.0,0.043267101,1056.0,0.005704839,1154.0,0.006234266,11209.0,0.060554493
SAMBORSKI,56818.0,0.424604301,34130.0,0.255055525,34092.0,0.254771549,10.0,7.47306e-05,9.0,6.72575e-05,700.0,0.005231142,7344.0,0.05488215,450.0,0.003362877,261.0,0.001950469,76996.0,0.575395699
SANOCKI,67955.0,0.595078594,12348.0,0.108130829,25844.0,0.226314637,20.0,0.000175139,14.0,0.000122597,20.0,0.000175139,6824.0,0.059757432,530.0,0.004641184,640.0,0.005604449,46240.0,0.404921406
SOKALSKI,42851.0,0.392728506,47514.0,0.435464802,12470.0,0.114287285,7.0,6.41549e-05,21.0,0.000192465,136.0,0.001246437,5689.0,0.052139564,228.0,0.002089615,195.0,0.001787171,66260.0,0.607271494
TARNOBRZESKI,67624.0,0.922602562,66.0,0.000900446,27.0,0.000368364,2.0,2.72862e-05,4.0,5.45725e-05,10.0,0.000136431,4361.0,0.05949766,825.0,0.011255577,378.0,0.005157101,5673.0,0.077397438
ŻÓŁKIEWSKI,35816.0,0.375009162,23967.0,0.250944957,32093.0,0.336027726,5.0,5.23522e-05,7.0,7.32931e-05,151.0,0.001581036,3292.0,0.034468678,52.0,0.000544463,124.0,0.001298334,59691.0,0.624990838
LUBACZOWSKI,43294.0,0.496115326,25368.0,0.290697408,12869.0,0.147468659,6.0,6.87553e-05,4.0,4.58369e-05,124.0,0.001420943,5345.0,0.061249513,140.0,0.00160429,116.0,0.001329269,43972.0,0.503884674
TURCZAŃSKI,26083.0,0.227884708,50568.0,0.44180784,29915.0,0.26136453,3.0,2.62107e-05,14.0,0.000122317,94.0,0.000821269,7440.0,0.065002577,112.0,0.000978533,228.0,0.001992014,88374.0,0.772115292
BRZEZIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KALISKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOLSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KONIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁASKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁĘCZYCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁÓDZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁÓDŹ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIOTRKOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RADOMSZCZAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIERADZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIELUŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRASŁAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIDZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIEŚWIESKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOWOGRÓDZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SŁONIMSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOŁPECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOŁOŻYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRZESKI (BRZEŚĆ N.BUG.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DROHICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOBRYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSZYRSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁUNINIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRUŻAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOLIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWACEWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRODNICKI,50990.0,0.905893013,6.0,0.000106597,2.0,3.55322e-05,3.0,5.32983e-05,9.0,0.000159895,5100.0,0.090607067,96.0,0.001705545,0.0,0.0,81.0,0.001439053,5297.0,0.094106987
CHEŁMIŃSKI,44700.0,0.847152468,4.0,7.58078e-05,1.0,1.8952e-05,1.0,1.8952e-05,10.0,0.00018952,7930.0,0.150289017,23.0,0.000435895,0.0,0.0,96.0,0.001819388,8065.0,0.152847532
CHOJNICKI,68999.0,0.896847989,18.0,0.000233964,5.0,6.49899e-05,3.0,3.8994e-05,3.0,3.8994e-05,7631.0,0.099187626,8.0,0.000103984,0.0,0.0,268.0,0.00348346,7936.0,0.103152011
