District,Polish,% Polish,Ukrainian,% Ukrainian,Ruthenian,% Ruthenian,Belarusian,% Belarusian,Russian,% Russian,German,% German,Jewish,% Jewish,Hebrew,% Hebrew,Other and unknown: total,% Other: total,Minorities total (excluding Polish nationality),% Minorities total
JAWOROWSKI,26938.0,0.310481547,21554.0,0.248426731,34314.0,0.395495724,6.0,6.91547e-05,4.0,4.61031e-05,590.0,0.006800212,2787.0,0.032122358,257.0,0.002962126,312.0,0.003596044,59824.0,0.689518453
KOLBUSZOWSKI,65361.0,0.939567311,58.0,0.000833753,4.0,5.75002e-05,2.0,2.87501e-05,0.0,0.0,80.0,0.001150004,2857.0,0.041069503,836.0,0.012017538,367.0,0.005275641,4204.0,0.060432689
KROŚNIEŃSKI,93691.0,0.82629402,1155.0,0.010186353,13511.0,0.119158281,3.0,2.64581e-05,3.0,2.64581e-05,35.0,0.000308677,3995.0,0.035233316,421.0,0.003712948,573.0,0.005053489,19696.0,0.17370598
LESKI,31840.0,0.285368586,35501.0,0.318180596,34845.0,0.312301143,21.0,0.000188214,13.0,0.000116514,547.0,0.004902532,8227.0,0.073735156,248.0,0.00222272,333.0,0.00298454,79735.0,0.714631414
LWOWSKI,80712.0,0.565210084,27613.0,0.193368347,30782.0,0.215560224,9.0,6.30252e-05,13.0,9.10364e-05,1809.0,0.012668067,1548.0,0.010840336,21.0,0.000147059,293.0,0.002051821,62088.0,0.434789916
LWÓW (MIASTO),198212.0,0.0,24245.0,0.0,10892.0,0.0,24.0,0.0,462.0,0.0,2448.0,0.0,67520.0,0.0,7796.0,0.0,0.0,0.0,0.0,0.0
ŁAŃCUCKI,92084.0,0.942720544,1710.0,0.017506322,980.0,0.010032863,5.0,5.11881e-05,2.0,2.04752e-05,70.0,0.000716633,1903.0,0.019482181,415.0,0.00424861,510.0,0.005221184,5595.0,0.057279456
MOŚCISKI,49989.0,0.55878605,8887.0,0.099340487,28309.0,0.316443103,0.0,0.0,1.0,1.11782e-05,19.0,0.000212385,1916.0,0.021417393,248.0,0.002772189,91.0,0.001017214,39471.0,0.44121395
NIŻAŃSKI,60602.0,0.943471424,64.0,0.000996373,51.0,0.000793984,3.0,4.6705e-05,2.0,3.11366e-05,60.0,0.000934099,2500.0,0.038920804,584.0,0.0090919,367.0,0.005713574,3631.0,0.056528576
PRZEMYSKI,86393.0,0.531505315,38772.0,0.238532336,21233.0,0.130629245,3.0,1.84565e-05,21.0,0.000129196,76.0,0.000467566,14050.0,0.086438134,1841.0,0.011326164,155.0,0.000953588,76151.0,0.468494685
PRZEWORSKI,58634.0,0.955137812,136.0,0.002215417,270.0,0.004398254,1.0,1.62898e-05,0.0,0.0,3.0,4.88695e-05,2043.0,0.03328012,101.0,0.001645273,200.0,0.003257966,2754.0,0.044862188
RAWSKI (RAWA RUSKA),27376.0,0.224261092,50894.0,0.416917885,31239.0,0.25590635,20.0,0.000163838,15.0,0.000122878,1158.0,0.009486205,10806.0,0.088521528,185.0,0.001515499,379.0,0.003104725,94696.0,0.775738908
RUDECKI,38417.0,0.485246937,25249.0,0.318921309,11005.0,0.139004673,6.0,7.57863e-05,1.0,1.2631e-05,22.0,0.000277883,3376.0,0.042642415,871.0,0.011001642,223.0,0.002816724,40753.0,0.514753063
RZESZOWSKI,173897.0,0.939445507,646.0,0.003489892,317.0,0.001712532,5.0,2.70116e-05,4.0,2.16092e-05,18.0,9.72416e-05,8009.0,0.043267101,1056.0,0.005704839,1154.0,0.006234266,11209.0,0.060554493
SAMBORSKI,56818.0,0.424604301,34130.0,0.255055525,34092.0,0.254771549,10.0,7.47306e-05,9.0,6.72575e-05,700.0,0.005231142,7344.0,0.05488215,450.0,0.003362877,261.0,0.001950469,76996.0,0.575395699
SANOCKI,67955.0,0.595078594,12348.0,0.108130829,25844.0,0.226314637,20.0,0.000175139,14.0,0.000122597,20.0,0.000175139,6824.0,0.059757432,530.0,0.004641184,640.0,0.005604449,46240.0,0.404921406
SOKALSKI,42851.0,0.392728506,47514.0,0.435464802,12470.0,0.114287285,7.0,6.41549e-05,21.0,0.000192465,136.0,0.001246437,5689.0,0.052139564,228.0,0.002089615,195.0,0.001787171,66260.0,0.607271494
TARNOBRZESKI,67624.0,0.922602562,66.0,0.000900446,27.0,0.000368364,2.0,2.72862e-05,4.0,5.45725e-05,10.0,0.000136431,4361.0,0.05949766,825.0,0.011255577,378.0,0.005157101,5673.0,0.077397438
ŻÓŁKIEWSKI,35816.0,0.375009162,23967.0,0.250944957,32093.0,0.336027726,5.0,5.23522e-05,7.0,7.32931e-05,151.0,0.001581036,3292.0,0.034468678,52.0,0.000544463,124.0,0.001298334,59691.0,0.624990838
LUBACZOWSKI,43294.0,0.496115326,25368.0,0.290697408,12869.0,0.147468659,6.0,6.87553e-05,4.0,4.58369e-05,124.0,0.001420943,5345.0,0.061249513,140.0,0.00160429,116.0,0.001329269,43972.0,0.503884674
TURCZAŃSKI,26083.0,0.227884708,50568.0,0.44180784,29915.0,0.26136453,3.0,2.62107e-05,14.0,0.000122317,94.0,0.000821269,7440.0,0.065002577,112.0,0.000978533,228.0,0.001992014,88374.0,0.772115292
BRZEZIŃSKI,115905.0,0.767974398,50.0,0.000331295,2.0,1.32518e-05,6.0,3.97554e-05,58.0,0.000384302,10020.0,0.066391471,22686.0,0.150315061,2132.0,0.014126409,64.0,0.000424057,35018.0,0.232025602
KALISKI,169363.0,0.865151894,698.0,0.003565572,3.0,1.53248e-05,10.0,5.10827e-05,202.0,0.00103187,3821.0,0.019518699,20866.0,0.106589157,759.0,0.003877177,39.0,0.000199223,26398.0,0.134848106
KOLSKI,101969.0,0.854226355,36.0,0.000301583,1.0,8.37731e-06,2.0,1.67546e-05,18.0,0.000150792,7771.0,0.065100109,9212.0,0.077171819,294.0,0.00246293,67.0,0.00056128,17401.0,0.145773645
KONIŃSKI,183237.0,0.883091159,127.0,0.000612063,6.0,2.89164e-05,2.0,9.63879e-06,62.0,0.000298802,16787.0,0.080903154,6799.0,0.032767055,330.0,0.0015904,145.0,0.000698812,24258.0,0.116908841
ŁASKI,142769.0,0.830607674,47.0,0.000273439,1.0,5.81784e-06,8.0,4.65427e-05,25.0,0.000145446,10488.0,0.061017541,14440.0,0.084009658,969.0,0.00563749,3138.0,0.018256392,29116.0,0.169392326
ŁĘCZYCKI,111517.0,0.87406043,26.0,0.000203786,1.0,7.83791e-06,8.0,6.27033e-05,26.0,0.000203786,4195.0,0.032880041,10910.0,0.08551162,853.0,0.006685739,49.0,0.000384058,16068.0,0.12593957
ŁÓDZKI,120095.0,0.742835759,38.0,0.000235045,6.0,3.71124e-05,13.0,8.04102e-05,70.0,0.000432978,28450.0,0.175974665,11866.0,0.073395971,949.0,0.005869946,184.0,0.001138114,41576.0,0.257164241
ŁÓDŹ (MIASTO),356987.0,0.590423218,73.0,0.000120735,15.0,2.48086e-05,73.0,0.000120735,871.0,0.001440553,53562.0,0.0,177429.0,0.293451025,14291.0,0.023635982,1253.0,0.002072345,247567.0,0.409452739
PIOTRKOWSKI,192161.0,0.864830442,88.0,0.000396049,2.0,9.0011e-06,21.0,9.45116e-05,144.0,0.000648079,8838.0,0.039775873,19519.0,0.087846261,915.0,0.004118004,507.0,0.00228178,30034.0,0.135169558
RADOMSZCZAŃSKI,171787.0,0.92154475,49.0,0.000262859,1.0,5.36446e-06,6.0,3.21868e-05,24.0,0.000128747,2601.0,0.013952964,11614.0,0.062302856,120.0,0.000643735,210.0,0.001126537,14625.0,0.07845525
SIERADZKI,147369.0,0.876930218,29.0,0.000172567,1.0,5.95057e-06,5.0,2.97529e-05,22.0,0.000130913,5493.0,0.032686506,14462.0,0.086057209,649.0,0.003861923,21.0,0.000124962,20682.0,0.123069782
TURECKI,94370.0,0.927615153,10.0,9.82956e-05,2.0,1.96591e-05,2.0,1.96591e-05,5.0,4.91478e-05,3176.0,0.031218668,3893.0,0.03826646,262.0,0.002575344,14.0,0.000137614,7364.0,0.072384847
WIELUŃSKI,200823.0,0.937115899,67.0,0.000312647,2.0,9.33275e-06,6.0,2.79983e-05,16.0,7.4662e-05,113.0,0.000527301,12498.0,0.058320384,718.0,0.003350459,56.0,0.000261317,13476.0,0.062884101
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,826242.0,0.0,1188.0,0.0,94.0,0.0,578.0,0.0,3979.0,0.0,1892.0,0.0,313611.0,0.0,19743.0,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,74916.0,0.46520697,145.0,0.000900409,43.0,0.000267018,68630.0,0.426172705,1997.0,0.0124008,30.0,0.000186291,14026.0,0.087097455,1008.0,0.006259392,243.0,0.001508961,86122.0,0.53479303
BRASŁAWSKI,93958.0,0.656310029,18.0,0.000125733,464.0,0.003241106,23138.0,0.16162223,14551.0,0.10164081,114.0,0.000796306,6846.0,0.047820286,335.0,0.002340023,3737.0,0.026103478,49203.0,0.343689971
LIDZKI,145609.0,0.793574407,37.0,0.000201651,58.0,0.000316102,19821.0,0.108025179,717.0,0.003907676,13.0,7.08505e-05,12544.0,0.068365261,2002.0,0.010910974,2684.0,0.014627899,37876.0,0.206425593
NIEŚWIESKI,27933.0,0.244033058,69.0,0.00060281,288.0,0.002516075,76286.0,0.666462818,808.0,0.007058988,116.0,0.001013419,7773.0,0.067907814,981.0,0.00857038,210.0,0.001834638,86531.0,0.755966942
NOWOGRÓDZKI,35978.40596018108,0.2436181317518985,67.74217399243123,0.000455520357735,48.34519720578197,0.0003244662016859,103627.1926527243,0.6953372699262028,861.3041365925918,0.0057946118200583,33.93203245561132,0.0002300606272922,9807.239909075246,0.0659058250150794,628.204865017928,0.0042489568955507,199.07332702822723,0.0013450176763353,115273.03429409213,0.7736417285371999
SŁONIMSKI,52313.0,0.413508814,77.0,0.000608648,248.0,0.001960319,62434.0,0.493510394,1011.0,0.007991463,26.0,0.000205517,9193.0,0.072666192,865.0,0.006837404,343.0,0.002711248,74197.0,0.586491186
STOŁPECKI,50925.59403981891,0.5123866222481014,42.25782600756876,0.0004251756422649,19.65480279421803,0.000197756798314,39582.80734727569,0.3982614510737971,586.6958634074082,0.0059030261799416,53.06796754438868,0.0005339423727077,5422.760090924754,0.0545609679849205,808.7951349820719,0.0081376721044492,231.92667297177277,0.0023335243236646,46747.96570590788,0.4703535174628
WOŁOŻYŃSKI,76722.0,0.664133239,21.0,0.000181784,2.0,1.73127e-05,32716.0,0.283201468,524.0,0.004535933,102.0,0.000882949,5036.0,0.043593428,225.0,0.001947681,174.0,0.001506207,38800.0,0.335866761
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),89462.0,0.834510228,21.0,0.00019589,16.0,0.00014925,10369.0,0.096723039,289.0,0.00269582,5.0,4.66405e-05,5980.0,0.055782021,725.0,0.00676287,336.0,0.003134241,17741.0,0.165489772
BRZESKI (BRZEŚĆ N.BUG.),50942.60092116536,0.2386825154276436,17939.889800230692,0.0831382637085733,0.78941560728684,6.7897375418904e-06,17023.148240883325,0.0788420739806929,3076.0699517321905,0.014250126622228,59.039144575567946,0.0002735766811896,28499.445768107507,0.1321549846422879,3635.6208732400346,0.0168516430133038,95508.92642162176,0.4423241211197484,165742.92961599838,0.7678415805003468
DROHICKI,6844.0,0.070527617,1493.0,0.015385408,0.0,0.0,355.0,0.003658285,1046.0,0.01077906,4.0,4.12201e-05,6427.0,0.06623042,520.0,0.005358615,80351.0,0.828019373,90196.0,0.929472383
KOBRYŃSKI,10040.0,0.088091812,21934.0,0.192450777,0.0,0.0,5208.0,0.045695434,3373.0,0.029594988,20.0,0.000175482,8697.0,0.076308216,1792.0,0.01572316,62908.0,0.551960131,103932.0,0.911908188
KOSZYRSKI,6692.0,0.070451004,8271.0,0.087074157,0.0,0.0,1136.0,0.011959405,250.0,0.002631911,200.0,0.002105529,3625.0,0.038162715,389.0,0.004095254,74425.0,0.783520024,88296.0,0.929548996
ŁUNINIECKI,16535.0,0.152167711,264.0,0.00242953,0.0,0.0,2850.0,0.026227879,596.0,0.005484848,185.0,0.001702511,6834.0,0.062891693,977.0,0.008991101,80422.0,0.740104727,92128.0,0.847832289
PIŃSKI,29077.0,0.15776566,1063.0,0.005767613,0.0,0.0,5671.0,0.030769648,4355.0,0.02362931,127.0,0.000689075,20652.0,0.11205339,4436.0,0.024068799,118924.0,0.645256504,155228.0,0.84223434
PRUŻAŃSKI,17762.0,0.163579934,301.0,0.002772073,0.0,0.0,24156.0,0.222465764,569.0,0.005240231,3.0,2.76286e-05,7424.0,0.06837166,1995.0,0.018373042,56373.0,0.519169667,90821.0,0.836420066
STOLIŃSKI,18452.0,0.147894041,2663.0,0.021344127,0.0,0.0,4681.0,0.037518535,2248.0,0.018017874,460.0,0.003686931,8663.0,0.069434537,2146.0,0.017200337,85452.0,0.684903619,106313.0,0.852105959
IWACEWICKI,8456.0,0.101032307,132.0,0.001577136,0.0,0.0,14259.0,0.170366565,686.0,0.00819633,5.0,5.974e-05,5735.0,0.068521793,565.0,0.006750621,53858.0,0.643495508,75240.0,0.898967693
BRODNICKI,50990.0,0.905893013,6.0,0.000106597,2.0,3.55322e-05,3.0,5.32983e-05,9.0,0.000159895,5100.0,0.090607067,96.0,0.001705545,0.0,0.0,81.0,0.001439053,5297.0,0.094106987
CHEŁMIŃSKI,44700.0,0.847152468,4.0,7.58078e-05,1.0,1.8952e-05,1.0,1.8952e-05,10.0,0.00018952,7930.0,0.150289017,23.0,0.000435895,0.0,0.0,96.0,0.001819388,8065.0,0.152847532
CHOJNICKI,68999.0,0.896847989,18.0,0.000233964,5.0,6.49899e-05,3.0,3.8994e-05,3.0,3.8994e-05,7631.0,0.099187626,8.0,0.000103984,0.0,0.0,268.0,0.00348346,7936.0,0.103152011
DZIAŁDOWSKI,39645.0,0.928106564,8.0,0.000187283,3.0,7.02313e-05,4.0,9.36417e-05,10.0,0.000234104,2862.0,0.067000655,108.0,0.002528327,9.0,0.000210694,67.0,0.001568499,3071.0,0.071893436
GRUDZIĄDZ (MIASTO),49636.0,0.91894694,59.0,0.001092309,7.0,0.000129596,142.0,0.002628948,54.0,0.000999741,3608.0,0.066797497,412.0,0.007627652,42.0,0.000777576,54.0,0.000999741,4378.0,0.08105306
GRUDZIĄDZKI,34902.0,0.815448237,7.0,0.000163548,2.0,4.67279e-05,2.0,4.67279e-05,9.0,0.000210275,7760.0,0.181304175,0.0,0.0,0.0,0.0,119.0,0.002780309,7899.0,0.184551763
KARTUSKI,64103.0,0.933439147,8.0,0.000116492,0.0,0.0,2.0,2.91231e-05,1.0,1.45616e-05,4445.0,0.064726097,19.0,0.000276669,0.0,0.0,96.0,0.001397909,4571.0,0.066560853
KOŚCIERSKI,45658.0,0.882860237,7.0,0.000135355,1.0,1.93364e-05,2.0,3.86728e-05,4.0,7.73455e-05,5978.0,0.115592853,0.0,0.0,0.0,0.0,66.0,0.001276201,6058.0,0.117139763
LUBAWSKI,51812.0,0.966263218,6.0,0.000111896,1.0,1.86494e-05,0.0,0.0,8.0,0.000149195,1612.0,0.030062849,62.0,0.001156263,3.0,5.59482e-05,117.0,0.002181981,1809.0,0.033736782
SĘPOLEŃSKI,17538.0,0.593241552,10.0,0.000338261,0.0,0.0,1.0,3.38261e-05,11.0,0.000372087,11942.0,0.403950885,24.0,0.000811826,7.0,0.000236782,30.0,0.001014782,12025.0,0.406758448
STAROGARDZKI,67937.0,0.945815757,20.0,0.000278439,2.0,2.78439e-05,6.0,8.35317e-05,13.0,0.000180985,3433.0,0.047794066,257.0,0.003577942,1.0,1.3922e-05,160.0,0.002227513,3892.0,0.054184243
ŚWIECKI,74171.0,0.842871429,14.0,0.000159095,11.0,0.000125003,10.0,0.000113639,30.0,0.000340917,13422.0,0.152526194,127.0,0.001443215,2.0,2.27278e-05,211.0,0.002397782,13827.0,0.157128571
TCZEWSKI,62832.0,0.932239351,19.0,0.000281903,2.0,2.9674e-05,3.0,4.4511e-05,11.0,0.000163207,4359.0,0.06467455,64.0,0.000949569,0.0,0.0,109.0,0.001617235,4567.0,0.067760649
TORUŃ (MIASTO),51006.0,0.944678014,35.0,0.000648232,8.0,0.000148167,3.0,5.55628e-05,113.0,0.002092864,2450.0,0.045376252,245.0,0.004537625,27.0,0.000500065,106.0,0.001963217,2987.0,0.055321986
TORUŃSKI,52909.0,0.878682698,35.0,0.00058126,5.0,8.30372e-05,11.0,0.000182682,39.0,0.00064769,7124.0,0.118311356,39.0,0.00064769,0.0,0.0,52.0,0.000863587,7305.0,0.121317302
TUCHOLSKI,37990.0,0.920992024,13.0,0.000315159,1.0,2.4243e-05,2.0,4.8486e-05,7.0,0.000169701,3151.0,0.076389731,3.0,7.2729e-05,0.0,0.0,82.0,0.001987927,3259.0,0.079007976
WĄBRZESKI,42346.0,0.849434326,26.0,0.000521544,5.0,0.000100297,3.0,6.01781e-05,18.0,0.000361069,7051.0,0.141438658,208.0,0.00417235,51.0,0.001023028,144.0,0.00288855,7506.0,0.150565674
MORSKI,79658.0,0.933911718,10.0,0.00011724,0.0,0.0,4.0,4.68961e-05,7.0,8.20681e-05,5213.0,0.061117299,104.0,0.001219298,0.0,0.0,299.0,0.003505481,5637.0,0.066088282
GDYNIA (MIASTO),32554.0,0.980040341,32.0,0.000963362,9.0,0.000270946,7.0,0.000210735,80.0,0.002408405,329.0,0.009904567,23.0,0.000692417,1.0,3.01051e-05,182.0,0.005479122,663.0,0.019959659
BYDGOSKI,50247.0,0.864256351,74.0,0.001272812,1.0,1.72002e-05,107.0,0.001840417,30.0,0.000516005,7517.0,0.12929359,108.0,0.001857617,36.0,0.000619206,19.0,0.000326803,7892.0,0.135743649
BYDGOSZCZ (MIASTO),104647.0,0.892892491,54.0,0.000460751,9.0,7.67918e-05,12.0,0.000102389,159.0,0.001356655,11276.0,0.096211604,789.0,0.006732082,123.0,0.001049488,131.0,0.001117747,12553.0,0.107107509
CHODZIESKI,31930.0,0.717399119,4.0,8.98715e-05,1.0,2.24679e-05,3.0,6.74036e-05,1.0,2.24679e-05,12493.0,0.280691112,46.0,0.001033522,1.0,2.24679e-05,29.0,0.000651568,12578.0,0.282600881
CZARNKOWSKI,36764.0,0.849916775,3.0,6.93545e-05,3.0,6.93545e-05,0.0,0.0,5.0,0.000115591,6273.0,0.145020344,130.0,0.003005363,8.0,0.000184945,70.0,0.001618273,6492.0,0.150083225
GNIEŹNIEŃSKI,50391.0,0.880099902,4.0,6.98617e-05,2.0,3.49308e-05,3.0,5.23963e-05,6.0,0.000104793,6790.0,0.118590191,23.0,0.000401705,1.0,1.74654e-05,36.0,0.000628755,6865.0,0.119900098
GOSTYŃSKI,53461.0,0.955872624,2.0,3.57596e-05,0.0,0.0,0.0,0.0,5.0,8.93991e-05,2456.0,0.043912818,0.0,0.0,0.0,0.0,5.0,8.93991e-05,2468.0,0.044127376
INOWROCŁAWSKI,40956.0,0.84273339,22.0,0.000452684,6.0,0.000123459,1.0,2.05766e-05,4.0,8.23062e-05,7584.0,0.156052594,5.0,0.000102883,0.0,0.0,21.0,0.000432108,7643.0,0.15726661
JAROCIŃSKI,83692.0,0.955977429,17.0,0.000194184,3.0,3.42677e-05,11.0,0.000125648,4.0,4.56903e-05,3744.0,0.042766089,31.0,0.0003541,21.0,0.000239874,23.0,0.000262719,3854.0,0.044022571
KĘPIŃSKI,82685.0,0.952054716,8.0,9.21139e-05,0.0,0.0,3.0,3.45427e-05,1.0,1.15142e-05,3273.0,0.037686099,102.0,0.001174452,0.0,0.0,777.0,0.008946562,4164.0,0.047945284
KOŚCIAŃSKI,76019.0,0.963497636,8.0,0.000101395,5.0,6.33722e-05,5.0,6.33722e-05,6.0,7.60466e-05,2832.0,0.035893991,0.0,0.0,1.0,1.26744e-05,23.0,0.000291512,2880.0,0.036502364
