District,Konie,Bydło rogate,Trzoda chlewna,Owce,Kozy
SOSNOWIEC,0.0,0.0,0.0,0.0,0.0
RADOM (MIASTO),0.0,0.0,0.0,0.0,0.0
BIALSKI (BIAŁA KRAKOWSKA),4582.0,28370.0,15812.0,1120.0,3267.0
BOCHEŃSKI,8936.0,41234.0,17042.0,1288.0,1167.0
BRZESKI (BRZESKO),8743.0,42535.0,14533.0,551.0,944.0
CHRZANOWSKI,4148.0,18606.0,5496.0,331.0,5621.0
DĄBROWSKI,10180.0,37298.0,15168.0,232.0,655.0
GORLICKI,8717.0,51290.0,12973.0,6900.0,2296.0
JASIELSKI,12069.0,53440.0,19628.0,3994.0,2967.0
KRAKOWSKI,11485.0,43320.0,11533.0,1009.0,2888.0
KRAKÓW (MIASTO),0.0,0.0,0.0,0.0,0.0
LIMANOWSKI,5035.0,50478.0,8912.0,8703.0,2133.0
MIELECKI,11385.0,42457.0,16687.0,236.0,242.0
MYŚLENICKI,7775.0,49479.0,12281.0,2663.0,3561.0
NOWOSĄDECKI,10942.0,75365.0,20643.0,14654.0,2757.0
NOWOTARSKI,13360.0,73840.0,14979.0,41368.0,1374.0
TARNOWSKI,10462.0,41782.0,12961.0,561.0,1152.0
WADOWICKI,7619.0,53232.0,20833.0,1433.0,3891.0
ŻYWIECKI,4892.0,49855.0,9832.0,5131.0,2761.0
DĘBICKI,15014.0,53009.0,17488.0,627.0,819.0
BIALSKI (BIAŁA PODLASKA),21851.0,43327.0,59130.0,26282.0,176.0
BIŁGORAJSKI,18501.0,51487.0,30099.0,5743.0,191.0
CHEŁMSKI,25329.0,55312.0,41818.0,2447.0,135.0
GARWOLIŃSKI,19950.0,52746.0,73006.0,3185.0,307.0
HRUBIESZOWSKI,29255.0,47706.0,47183.0,4052.0,107.0
JANOWSKI,21274.0,67783.0,53459.0,3936.0,330.0
KRASNOSTAWSKI,25046.0,56258.0,43428.0,1424.0,46.0
LUBARTOWSKI,15310.0,36073.0,45611.0,997.0,111.0
LUBELSKI,25276.0,73393.0,61432.0,3536.0,65.0
ŁUKOWSKI,18499.0,41495.0,54528.0,5353.0,264.0
PUŁAWSKI,19706.0,52486.0,55337.0,1994.0,318.0
RADZYŃSKI,18344.0,35785.0,51573.0,9966.0,82.0
SIEDLECKI,22908.0,46380.0,58945.0,14257.0,236.0
SOKOŁOWSKI,13908.0,30717.0,32365.0,3923.0,17.0
TOMASZOWSKI,21565.0,42429.0,32365.0,1617.0,159.0
WĘGROWSKI,13103.0,34527.0,32940.0,1476.0,104.0
WŁODAWSKI,22694.0,51338.0,59663.0,11725.0,140.0
ZAMOJSKI,23973.0,47090.0,32948.0,1836.0,235.0
LUBLIN (MIASTO),0.0,0.0,0.0,0.0,0.0
BÓBRECKI,12337.0,32395.0,13247.0,337.0,696.0
BRZOZOWSKI,7731.0,37653.0,7838.0,403.0,1478.0
DOBROMILSKI,9197.0,39961.0,7010.0,1175.0,1472.0
DROHOBYCKI,16946.0,50769.0,13685.0,5152.0,1639.0
GRÓDECKI,12154.0,28823.0,8898.0,1078.0,82.0
JAROSŁAWSKI,21702.0,53123.0,17609.0,817.0,525.0
JAWOROWSKI,14644.0,34361.0,13108.0,2913.0,79.0
KOLBUSZOWSKI,8403.0,35156.0,7488.0,65.0,78.0
KROŚNIEŃSKI,9385.0,47533.0,12222.0,3227.0,1783.0
LESKI,12719.0,54473.0,9940.0,14268.0,1917.0
LWOWSKI,19819.0,48828.0,11864.0,169.0,313.0
LWÓW (MIASTO),0.0,0.0,0.0,0.0,0.0
ŁAŃCUCKI,12185.0,42116.0,13714.0,595.0,411.0
MOŚCISKI,19825.0,35079.0,9241.0,688.0,153.0
NIŻAŃSKI,7946.0,27011.0,11533.0,555.0,222.0
PRZEMYSKI,15408.0,48347.0,1142.0,589.0,643.0
PRZEWORSKI,7550.0,26224.0,8063.0,238.0,454.0
RAWSKI (RAWA RUSKA),17644.0,40479.0,24143.0,7275.0,230.0
RUDECKI,13066.0,28934.0,10769.0,60.0,42.0
RZESZOWSKI,15948.0,75104.0,25530.0,513.0,1181.0
SAMBORSKI,18365.0,51111.0,14999.0,858.0,721.0
SANOCKI,13472.0,45593.0,8917.0,8335.0,3131.0
SOKALSKI,24196.0,34725.0,31591.0,29112.0,88.0
TARNOBRZESKI,11001.0,30765.0,15787.0,231.0,216.0
ŻÓŁKIEWSKI,15866.0,34238.0,19707.0,761.0,83.0
LUBACZOWSKI,13714.0,32293.0,17938.0,6185.0,66.0
TURCZAŃSKI,11720.0,53620.0,9948.0,25214.0,1254.0
BRZEZIŃSKI,11162.0,34163.0,24884.0,4028.0,841.0
ŁASKI,14609.0,43090.0,22809.0,6857.0,1320.0
ŁĘCZYCKI,18836.0,47252.0,35164.0,2458.0,1098.0
ŁÓDZKI,10842.0,28322.0,9648.0,2123.0,829.0
ŁÓDŹ (MIASTO),0.0,0.0,0.0,0.0,0.0
PIOTRKOWSKI,21785.0,60144.0,40546.0,14856.0,1188.0
RADOMSZCZAŃSKI,22135.0,58150.0,37535.0,9231.0,623.0
SIERADZKI,18448.0,54142.0,38186.0,3345.0,3992.0
WIELUŃSKI,20388.0,68607.0,46526.0,9796.0,6444.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,26829.0,63971.0,46376.0,37392.0,528.0
BRASŁAWSKI,30684.0,69626.0,44048.0,106237.0,290.0
LIDZKI,35830.0,96212.0,70539.0,111113.0,50.0
NIEŚWIESKI,21146.0,47232.0,49584.0,37957.0,143.0
NOWOGRÓDZKI,28337.0,64694.0,54059.0,51688.0,139.0
SŁONIMSKI,23347.0,54754.0,41922.0,53741.0,157.0
STOŁPECKI,16668.0,40127.0,38815.0,38090.0,74.0
WOŁOŻYŃSKI,20933.0,52843.0,52169.0,54398.0,38.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),21306.0,54752.0,30499.0,47864.0,19.0
BRZESKI (BRZEŚĆ N.BUG.),36366.0,89193.0,84576.0,85260.0,354.0
DROHICKI,16543.0,52217.0,47433.0,45112.0,107.0
KOBRYŃSKI,21860.0,84233.0,59932.0,78357.0,131.0
KOSZYRSKI,13236.0,70324.0,27937.0,73582.0,18.0
ŁUNINIECKI,17581.0,70568.0,35128.0,49785.0,204.0
PIŃSKI,28500.0,109271.0,58342.0,85644.0,377.0
PRUŻAŃSKI,21374.0,51607.0,57332.0,60680.0,157.0
STOLIŃSKI,18761.0,88745.0,33091.0,32761.0,307.0
IWACEWICKI,14005.0,43171.0,31944.0,30635.0,50.0
BRODNICKI,10577.0,27639.0,31314.0,9199.0,1117.0
CHEŁMIŃSKI,10162.0,24978.0,28916.0,16418.0,1254.0
CHOJNICKI,8346.0,25107.0,26612.0,12941.0,1919.0
GRUDZIĄDZ (MIASTO),0.0,0.0,0.0,0.0,0.0
GRUDZIĄDZKI,11046.0,26301.0,10736.0,10047.0,1095.0
KARTUSKI,9412.0,25413.0,34647.0,8599.0,941.0
KOŚCIERSKI,7692.0,20733.0,25643.0,9387.0,1275.0
LUBAWSKI,10960.0,28889.0,28281.0,4997.0,1337.0
SĘPOLEŃSKI,6364.0,19665.0,24076.0,12648.0,1755.0
STAROGARDZKI,8055.0,19414.0,22674.0,6439.0,2023.0
ŚWIECKI,13948.0,33494.0,48315.0,7385.0,3512.0
TCZEWSKI,9892.0,20050.0,21233.0,8200.0,1365.0
TORUŃ (MIASTO),0.0,0.0,0.0,0.0,0.0
TORUŃSKI,9376.0,23962.0,22452.0,13517.0,998.0
TUCHOLSKI,6173.0,17493.0,22358.0,5832.0,1608.0
WĄBRZESKI,9930.0,25756.0,26585.0,5620.0,754.0
MORSKI,9097.0,25231.0,29488.0,10150.0,861.0
GDYNIA (MIASTO),0.0,0.0,0.0,0.0,0.0
BYDGOSKI,10624.0,29595.0,33461.0,7078.0,2398.0
BYDGOSZCZ (MIASTO),0.0,0.0,0.0,0.0,0.0
INOWROCŁAWSKI,13527.0,36911.0,37707.0,18239.0,3363.0
INOWROCŁAW (MIASTO),0.0,0.0,0.0,0.0,0.0
SZUBIŃSKI,9357.0,25655.0,29486.0,5010.0,2254.0
WYRZYSKI,13142.0,36843.0,37375.0,17909.0,2872.0
LIPNOWSKI,16582.0,43027.0,38516.0,5348.0,1348.0
NIESZAWSKI,17296.0,40372.0,40018.0,8042.0,3281.0
RYPIŃSKI,14679.0,38620.0,40441.0,3719.0,680.0
WŁOCŁAWSKI,15801.0,35092.0,29686.0,9827.0,2061.0
CHODZIESKI,7704.0,22081.0,29727.0,2572.0,3690.0
CZARNKOWSKI,6174.0,17018.0,23889.0,2375.0,4893.0
GNIEŹNIEŃSKI,13073.0,36125.0,51802.0,7358.0,4628.0
GOSTYŃSKI,9576.0,27334.0,30812.0,8788.0,4632.0
JAROCIŃSKI,13552.0,37922.0,40234.0,9685.0,7598.0
KĘPIŃSKI,12753.0,35722.0,38490.0,2246.0,8655.0
KOŚCIAŃSKI,13060.0,38797.0,38299.0,6927.0,6997.0
KROTOSZYŃSKI,11976.0,36080.0,35826.0,3770.0,3866.0
LESZCZYŃSKI,8504.0,28757.0,31203.0,3501.0,4232.0
MIĘDZYCHODZKI,5092.0,13292.0,17283.0,2341.0,3596.0
MOGILEŃSKI,12528.0,32151.0,33797.0,7582.0,5218.0
NOWOTOMYSKI,11861.0,34317.0,48396.0,7189.0,9270.0
OBORNICKI,9252.0,25239.0,38942.0,8739.0,3441.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),11781.0,40881.0,38353.0,3227.0,6567.0
POZNAŃ (MIASTO),0.0,0.0,0.0,0.0,0.0
RAWICKI,6346.0,22291.0,22616.0,1386.0,3709.0
SZAMOTULSKI,10478.0,27340.0,34695.0,6536.0,6176.0
ŚREDZKI,10388.0,26662.0,32833.0,4684.0,3379.0
ŚREMSKI,9665.0,26264.0,26433.0,3522.0,3444.0
WĄGROWIECKI,11673.0,30200.0,45687.0,5549.0,3292.0
WOLSZTYŃSKI,6747.0,22698.0,28972.0,2426.0,6992.0
WRZESIŃSKI,7661.0,21873.0,27001.0,3005.0,2822.0
ŻNIŃSKI,8869.0,22965.0,32839.0,5396.0,3069.0
POZNAŃSKI,12601.0,30575.0,34235.0,3989.0,7525.0
GNIEZNO (MIASTO),0.0,0.0,0.0,0.0,0.0
KALISKI,17434.0,51393.0,38639.0,2838.0,5809.0
KOLSKI,15521.0,40412.0,36062.0,2338.0,4364.0
KONIŃSKI,27185.0,78307.0,69568.0,5295.0,14828.0
TURECKI,14009.0,43107.0,31822.0,2982.0,3185.0
DOLIŃSKI,7656.0,41475.0,10773.0,17428.0,1448.0
HORODEŃSKI,16088.0,25408.0,15780.0,21339.0,1476.0
KAŁUSKI,8691.0,37182.0,13632.0,5004.0,1253.0
KOŁOMYJSKI,16253.0,51243.0,30603.0,24887.0,4704.0
KOSOWSKI (KOSÓW HUCULSKI),4935.0,31992.0,15571.0,51213.0,2015.0
NADWÓRNIAŃSKI,9116.0,37218.0,15814.0,24981.0,3029.0
ROHATYŃSKI,17609.0,46359.0,19986.0,1385.0,2044.0
STANISŁAWOWSKI,13907.0,47890.0,16776.0,1313.0,3278.0
STRYJSKI,12317.0,53120.0,11598.0,17400.0,1521.0
ŚNIATYŃSKI,8933.0,25040.0,17314.0,14349.0,2479.0
TŁUMACKI,12645.0,36659.0,19233.0,6508.0,2016.0
ŻYDACZOWSKI,10264.0,33681.0,8856.0,110.0,579.0
BIELSKI (BIELSKO),2742.0,15370.0,9162.0,304.0,2082.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,3589.0,23002.0,12999.0,4376.0,2349.0
TARNOGÓRSKI,1189.0,3321.0,2727.0,67.0,4180.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0
KATOWICKI,2076.0,1486.0,2305.0,244.0,7634.0
LUBLINIECKI,3825.0,14226.0,8664.0,455.0,1952.0
PSZCZYŃSKI,8282.0,37637.0,18343.0,1171.0,11088.0
RYBNICKI,7531.0,30758.0,21918.0,530.0,18651.0
ŚWIĘTOCHŁOWICKI,1665.0,971.0,1880.0,21.0,5478.0
CHORZÓW,0.0,0.0,0.0,0.0,0.0
BORSZCZOWSKI,16157.0,30387.0,28736.0,22768.0,1247.0
BRODZKI,13332.0,33208.0,22873.0,8627.0,258.0
BRZEŻAŃSKI,16407.0,34530.0,15856.0,3761.0,1467.0
BUCZACKI,18577.0,44674.0,18938.0,4167.0,3060.0
CZORTKOWSKI,12008.0,25225.0,16032.0,1805.0,2232.0
KAMIONECKI,14461.0,32171.0,22615.0,4480.0,145.0
PODHAJECKI,15310.0,37361.0,15548.0,2103.0,3239.0
PRZEMYŚLAŃSKI,13673.0,33384.0,14699.0,772.0,1070.0
RADZIECHOWSKI,13731.0,26166.0,26529.0,14021.0,90.0
SKAŁACKI,15027.0,26400.0,20373.0,2662.0,771.0
TARNOPOLSKI,21878.0,39820.0,22240.0,2230.0,965.0
TREMBOWELSKI,12987.0,26339.0,16278.0,535.0,1011.0
ZALESZCZYCKI,9618.0,18693.0,11889.0,12653.0,1440.0
ZBARASKI,14460.0,24599.0,13550.0,10296.0,240.0
ZBOROWSKI,13585.0,30684.0,19163.0,2802.0,557.0
ZŁOCZOWSKI,15871.0,38923.0,19158.0,1844.0,584.0
KOPYCZYNIECKI,13946.0,28167.0,21977.0,1319.0,2056.0
BŁOŃSKI,11518.0,31668.0,21779.0,536.0,258.0
CIECHANOWSKI,15888.0,37537.0,24897.0,2635.0,60.0
GOSTYNIŃSKI,11541.0,33878.0,22234.0,2230.0,713.0
GRÓJECKI,19817.0,49633.0,51226.0,2987.0,363.0
KUTNOWSKI,13705.0,34031.0,23679.0,2456.0,721.0
ŁOWICKI,16430.0,50541.0,34909.0,3815.0,460.0
MAKOWSKI (MAKÓW MAZOWIECKI),12561.0,28965.0,24613.0,1640.0,65.0
MIŃSKI,12086.0,33821.0,37501.0,1419.0,111.0
MŁAWSKI,16877.0,43539.0,29387.0,946.0,377.0
PŁOCKI,20363.0,47669.0,43598.0,4742.0,473.0
PŁOŃSKI,15199.0,37876.0,31591.0,4437.0,108.0
PRZASNYCKI,13040.0,34020.0,20766.0,1884.0,76.0
PUŁTUSKI,16399.0,42943.0,36214.0,2234.0,147.0
RADZYMIŃSKI,9612.0,28118.0,20202.0,572.0,126.0
RAWSKI (RAWA MAZOWIECKA),12364.0,36379.0,37552.0,10171.0,258.0
SIERPECKI,14573.0,39323.0,32514.0,3552.0,343.0
SKIERNIEWICKI,8656.0,27522.0,23594.0,2912.0,305.0
SOCHACZEWSKI,10713.0,30492.0,19784.0,463.0,236.0
WARSZAWSKI,16774.0,30517.0,20245.0,483.0,876.0
DZIAŁDOWSKI,7282.0,20144.0,17601.0,5596.0,625.0
DUBIEŃSKI,56029.0,92605.0,92637.0,10167.0,582.0
HOROCHOWSKI,33016.0,53054.0,52789.0,5471.0,184.0
KOWELSKI,50173.0,126500.0,80690.0,59824.0,388.0
KRZEMIENIECKI,50626.0,79240.0,54607.0,29683.0,912.0
LUBOMELSKI,16985.0,39624.0,23259.0,14283.0,14.0
ŁUCKI,58441.0,138970.0,107784.0,34950.0,529.0
RÓWIEŃSKI,49763.0,98878.0,88324.0,13010.0,849.0
WŁODZIMIERSKI,35777.0,61221.0,48534.0,7656.0,301.0
KOSTOPOLSKI,22263.0,92132.0,59072.0,37976.0,276.0
ZDOŁBUNOWSKI,22924.0,35961.0,46049.0,7270.0,417.0
SARNEŃSKI,19966.0,107143.0,55248.0,56568.0,226.0
OSZMIAŃSKI,22280.0,52166.0,37983.0,64268.0,132.0
ŚWIĘCIAŃSKI,28890.0,65591.0,41539.0,85326.0,361.0
WILNO (MIASTO),0.0,0.0,0.0,0.0,0.0
DZIŚNIEŃSKI,33234.0,76571.0,60450.0,113507.0,552.0
WILEJSKI,24374.0,61536.0,54110.0,63628.0,242.0
WILEŃSKO-TROCKI,37751.0,97153.0,84059.0,90873.0,384.0
POSTAWSKI,23554.0,50562.0,32257.0,79374.0,361.0
MOŁODECZAŃSKI,16579.0,40073.0,38978.0,45376.0,136.0
